"Location","Source","Target"
"132143172-0-33308","Sacrifice your essence, healing an ally in front of you for <<1>> Health but draining your own Health over <<2>>.","자신의 정수를 희생해, 전방의 아군의 체력을 <<1>>만큼 회복시키지만, 당신의 체력을  <<2>>동안 흡수당합니다."
"198758357-0-36891","Sap Essence","Sap Essence"
"132143172-0-34835","Steal an enemy's life force, dealing <<1>> and healing you for <<2>>% of the damage inflicted every <<3>> for <<4>>.","대상의 생명력을 흡수하여 <<1>>를 입히고, 자신은 입힌 피해의 <<2>>%에 해당하는 체력을 <<4>>에 걸쳐 <<3>>마다 회복합니다."
"132143172-0-36935","Imbue your weapons with soul-stealing power, causing your Light and Heavy Attacks to heal you for <<1>> Health and restore <<2>> Magicka for <<3>>. Fully charged Heavy Attacks restore twice the value.\n\nYou restore up to <<4>> additional Magicka when the effect ends, based on the length of time <<5>> was active.","무기에 영혼을 착취하는 힘을 부여해, <<3>> 동안 약공격 및 강공격이 자신의 체력을 <<1>>만큼 회복시키고 매지카를 <<2>>만큼 회복시킵니다. 최대 충전된 강공격은 두배의 리소스를 회복합니다.\n\n효과가 끝나면 <<5>>의 효과가 지속한 시간에 비례해, 추가로 매지카를 최대 <<4>>까지 회복합니다."
"132143172-0-36891","Siphon the vigor from your enemies' blood, dealing <<1>> to all nearby enemies and healing you and your allies for <<2>> plus <<3>>% more for each enemy hit.\n\nIf an enemy is hit, you gain Major Brutality and Sorcery, increasing your Weapon and Spell Damage by <<4>> for <<5>>.","주변의 모든 적의 활력을 흡수해 <<1>>를 입히고, 자신과 아군들의 체력을 <<2>>만큼 회복시킵니다. 피해를 입힌 적 한 명당 회복량이 <<3>>%만큼 추가됩니다.\n\n적에게 피해를 입히면 자신은 Major Brutality 효과를 얻어, <<5>> 동안 마법 피해량이 <<4>>만큼 증가합니다."
"198758357-0-34835","Swallow Soul","Swallow Soul"
"198758357-0-36935","Siphoning Attacks","Siphoning Attacks"
"198758357-0-34838","Funnel Health","Funnel Health"
"198758357-0-33308","Malevolent Offering","Malevolent Offering"
"198758357-0-25091","Soul Shred","Soul Shred"
"132143172-0-45155","Increases your healing done by <<1>> for each Siphoning ability slotted. \n\nCurrent bonus: <<2>>.","슬롯에 있는 Siphoning 어빌리티 한 개당 치유량이 <<1>>만큼 증가합니다.\n\n현재 증가량: <<2>>"
"198758357-0-45135","Catalyst","Catalyst"
"132143172-0-36603","Increases your healing done by <<1>> for each Siphoning ability slotted. \n\nCurrent bonus: <<2>>.","슬롯에 있는 Siphoning 어빌리티 한 개당 치유량이 <<1>>만큼 증가합니다.\n\n현재 증가량: <<2>>"
"198758357-0-33316","Drain Power","Drain Power"
"132143172-0-36560","After drinking a potion you gain <<1>> Ultimate.","포션을 마시면 궁극기 게이지를 <<1>>만큼 획득합니다."
"132143172-0-33291","Steal an enemy's life force, dealing <<1>> and healing you or a nearby ally for <<2>>% of the damage inflicted every <<3>> for <<4>>.","대상의 생명력을 흡수하여 <<1>>를 입히고, 자신 혹은 주위 아군을 체력을 입힌 피해의 <<2>>%에 만큼 <<4>>에 걸쳐 <<3>>마다 회복합니다."
"198758357-0-36901","Power Extraction","Power Extraction"
"198758357-0-33319","Siphoning Strikes","Siphoning Strikes"
"198758357-0-34727","Healthy Offering","Healthy Offering"
"198758357-0-36908","Leeching Strikes","Leeching Strikes"
"198758357-0-36587","Transfer","Transfer"
"198758357-0-36943","Debilitate","Debilitate"
"198758357-0-34721","Shrewd Offering","Shrewd Offering"
"132143172-0-35508","Sanctify your soul and the souls of nearby allies with a night rune, healing for <<1>> Health and an additional <<2>> Health over <<3>>.\n\nYou and your allies will also receive Major Vitality, increasing your healing received by <<4>> for <<5>>.\n\nAn ally can target a nearby enemy and activate the |cffffffSoul Leech|r synergy, dealing <<6>> to them and healing for the damage caused.","자신과 주위의 모든 아군의 영혼을 신성화하여 체력을 즉시 <<1>>만큼 회복시키고, <<3>>에 걸쳐 추가로 <<2>>만큼 회복시킵니다.\n\n자신과 아군들이 Major Vitality 효과 또한 얻어 <<5>> 동안 받는 치유량이 <<4>>만큼 증가합니다.\n\n아군이 적을 대상으로 |cffffffSoul Leech|r 연계 효과를 발동시킬 수 있습니다. 발동하면 대상에게 <<6>>을 주고 피해량만큼 회복합니다."
"198758357-0-35460","Soul Tether","Soul Tether"
"132143172-0-36957","Sap an enemy's agility and wrack them with pain, dealing <<1>> and an additional <<2>> over <<3>>, immobilizing them for <<4>>, and reducing their movement speed by <<5>> for <<6>>.","대상의 민첩성을 약화시켜 즉시 <<1>>를 입히고, 추가로 <<3>>에 걸쳐 총 <<2>>를 입힙니다. 또한 <<4>> 동안 이동 불가 상태로 만들고, <<6>>동안 <<5>>만큼 감속시킵니다."
"198758357-0-45145","Transfer","Transfer"
"198758357-0-36595","Magicka Flood","Magicka Flood"
"132143172-0-33326","Sap an enemy's agility and wrack them with pain, dealing <<1>> over <<2>> and reducing their movement speed by <<3>> for <<4>>.","대상의 민첩성을 약화시켜 <<2>>에 걸쳐 총 <<1>>를 입히고,<<4>>에 걸쳐 <<3>>만큼  감속시킵니다."
"132143172-0-36595","Increases your Max Magicka by <<1>> while a Siphoning ability is slotted.","Siphoning 어빌리티가 슬롯에 있으면 최대 매지카가 <<1>>만큼 증가합니다."
"198758357-0-33326","Cripple","Cripple"
"132143172-0-35460","Ravage nearby enemies' souls with a night rune, dealing <<1>>, healing for half the damage, and stunning them for <<2>>. \n\nRavaged enemies are tethered to you for <<3>>, and while they remain within |cffffff10|r meters, you siphon <<4>> Health from them every second.\n\nAn ally can target a ravaged enemy and activate the <<5>> synergy, dealing <<6>> to them and healing for the damage caused.","주위의 모든 적들의 영혼을 밤의 룬으로 파괴해 <<1>>를 입히고, <<2>> 동안 기절시킵니다. \n\n피해를 입은 적과 연결되어 <<3>>을 줍니다. 대상이 |cffffff10|r 미터 내에 있는동안 매초마다 체력을 <<4>>만큼 흡수합니다. \n\n기절시킨 적에게 아군이  <<5>>  연계 효과를 발동시킬 수 있습니다. 발동하면 대상에게 <<6>>을 주고 피해량 만큼 회복합니다."
"198758357-0-36957","Crippling Grasp","Crippling Grasp"
"198758357-0-35508","Soul Siphon","Soul Siphon"
"132143172-0-45135","After drinking a potion you gain <<1>> Ultimate.","포션을 마시면 궁극기 게이지를 <<1>>만큼 획득합니다."
"132143172-0-36908","Imbue your weapons with soul-stealing power, causing your Light and Heavy Attacks to heal you for <<1>> Health and restore <<2>> Stamina for <<3>>. Fully charged Heavy Attacks restore twice the value.\n\nYou restore up to <<4>> additional Stamina when the effect ends, based on the length of time <<5>> was active.","무기에 영혼을 착취하는 힘을 부여해, <<3>> 동안 약공격 및 강공격이 자신의 체력을 <<1>>만큼 회복시키고 스테마나를 <<2>>만큼 회복시킵니다. 최대 충전된 강공격은 두배의 리소스를 회복합니다.\n\n효과가 끝나면 <<5>>의 효과가 지속한 시간에 비례해, 추가로 스테미나를 최대 <<4>>까지 회복합니다."
