"Location","Source","Target"
"132143172-0-24589","Bargain with darkness to restore <<1>> Health and <<2>> Magicka instantly, and an additional <<3>> Magicka over <<4>>.","어둠과 협상해 <<1>> 체력과 <<2>> 스태미나를 즉시 회복합니다. 추가로 <<4>>에 걸쳐 <<3>> 매지카를 회복합니다."
"198758357-0-45176","Unholy Knowledge","Unholy Knowledge"
"198758357-0-43714","Crystal Shard","Crystal Shard"
"198758357-0-24595","Dark Deal","Dark Deal"
"132143172-0-24828","Surprise your foes by placing |cffffff3|r volatile Daedric mines around you, which take |cffffff3|r seconds to arm and last for <<1>>.\n\nWhen a mine is triggered it explodes, dealing <<2>> and immobilizing the enemy for <<3>>.","|cffffff3|r초 후 활성화돼서 <<1>> 동안 지속되는 |cffffff3|r개의 불안정한 데이드릭 지뢰를 주변에 설치하여 적들을 기습합니다.\n\n지뢰가 폭발하면 <<2>>를 주고 <<3>> 동안 적을 이동 불가 상태로 만듭니다."
"198758357-0-31378","Persistence","Persistence"
"198758357-0-28311","Restraining Prison","Restraining Prison"
"198758357-0-45172","Blood Magic","Blood Magic"
"132143172-0-46331","Conjure dark crystals to bombard an enemy, dealing <<1>> and stunning them for <<2>>. \n\nAlso damages enemies near the initial target for <<3>>.","다크 크리스탈을 생성해 적에게 던져, <<1>>를 입히고 <<2>> 동안 기절시킵니다.\n\n대상 근처의 적들에게도 <<3>>를 입힙니다."
"132143172-0-45165","After blocking an attack, your next Health, Magicka, or Stamina ability costs <<1>> less.","막은 후에 공격할 때, 사용하는 어빌리티의 매지카혹은 스태미나 소모량이 <<1>>만큼 감소합니다."
"132143172-0-28025","Call forth Daedric shards from the earth to immobilize enemies in front of you for <<1>>.","대지에서 데이드릭 조각을 불러내어 전방의 적들을 <<1>> 동안 이동 불가 상태로 만듭니다."
"132143172-0-28341","Create a globe of magic suppression for <<1>>, removing and preventing all enemy area of effect abilities from occurring in the area.\n\nEnemies within the globe are stunned, while enemy players will be silenced rather than stunned.\n\nThe globe also damages enemies for <<2>> every <<3>>.","마법을 억제하는 구체를 생성하고, 적의 모든 효과를 즉시 무효화합니다. 구체의 범위 안에 있는 적들을 <<1>> 동안 기절시킵니다. 대상이 플레이어일 경우 기절시키는 대신 침묵시킵니다.\n\n구체가 <<3>>마다 적들에게 <<2>>를 줍니다."
"132143172-0-45172","When you hit an enemy with a directly applied Dark Magic ability, you heal for <<1>>.  \n\nThis effect scales off your Max Health and can occur once every <<2>>.","Dark Magic 어빌리티로 적을 공격하면 당신의 최대 체력의 <<1>>% 를 회복합니다. 이 효과는 매 <<2>>마다 한 번씩 적용됩니다."
"132143172-0-24574","Place a rune of protection on yourself for <<1>>. While active, the next enemy to attack you is imprisoned in a constricting sphere of dark magic, stunning them after a short delay for <<2>>.\n\nThis stun cannot be blocked.","방어의 룬을 <<1>> 동안 당신에게 사용합니다. 활성화되어 있는 동안, 다음에 당신을 공격하는 적은 암흑 마법의 구체에 갇혀, <<2>> 동안 기절합니다.\n\n이 기절은 막거나 회피할 수 없습니다."
"132143172-0-31389","When you cast a Dark Magic ability you grant Minor Prophecy to you and your group, increasing your Spell Critical by <<1>> for <<2>>.","Dark Magic 어빌리티를 시전하면 당신과 그룹에게 Minor Prophecy 효과를 가합니다. <<2>> 동안 마법 치명타가 <<1>> 증가합니다."
"132143172-0-24578","Imprison enemy in a constricting sphere of dark magic, after a short duration they are stunned for <<1>>. Deals <<2>> if the stun lasts the full duration.\n\nThis stun cannot be blocked.","암흑 마법의 구체 안에 적을 가둬, 잠시 후 <<1>> 동안 기절시킵니다. 기절이 최대 지속시간동안 남아있으면, <<2>>를 입힙니다.\n\n이 기절은 막거나 회피할 수 없습니다."
"198758357-0-24828","Daedric Mines","Daedric Mines"
"132143172-0-31386","Reduces the Health, Magicka, and Stamina costs of your abilities by <<1>>.","어빌리티의 매지카 및 스태미나 소모량이 <<1>> 감소합니다."
"198758357-0-28308","Shattering Prison","Shattering Prison"
"198758357-0-24584","Dark Exchange","Dark Exchange"
"198758357-0-28348","Absorption Field","Absorption Field"
"198758357-0-24589","Dark Conversion","Dark Conversion"
"132143172-0-31383","When you hit an enemy with a directly applied Dark Magic ability, you heal for <<1>>.  \n\nThis effect scales off your Max Health and can occur once every <<2>>.","Dark Magic 어빌리티로 적을 공격하면 당신의 최대 체력의 <<1>>% 를 회복합니다. 이 효과는 매 <<2>>마다 한 번씩 적용됩니다."
"198758357-0-31389","Exploitation","Exploitation"
"132143172-0-43714","Conjure dark crystals to bombard an enemy, dealing <<1>>.","다크 크리스탈을 생성해 적에게 던져, <<1>>를 입힙니다."
"198758357-0-28025","Encase","Encase"
"198758357-0-31386","Unholy Knowledge","Unholy Knowledge"
"198758357-0-31383","Blood Magic","Blood Magic"
"198758357-0-28341","Suppression Field","Suppression Field"
"132143172-0-45176","Reduces the Health, Magicka, and Stamina costs of your abilities by <<1>>.","어빌리티의 매지카 및 스태미나 소모량이 <<1>> 감소합니다."
"132143172-0-24371","Imprison enemy in a constricting sphere of dark magic, after a short duration they are stunned for <<1>>.\n\nThis stun cannot be blocked.","암흑 마법의 구체 안에 적을 가둬, 잠시 후 <<1>> 동안 기절시킵니다.\n\n이 기절은 막거나 회피할 수 없습니다."
"198758357-0-45181","Exploitation","Exploitation"
