"Location","Source","Target"
"162946485-0-11349","Elden Hollow I","엘든 할로우 I"
"162946485-0-11346","Blessed Crucible I","축복 받은 시련 I"
"162946485-0-11347","Darkshade Caverns II","어둠그늘 동굴 II"
"162946485-0-11344","Blackheart Haven","블랙하트 안식처"
"162946485-0-11345","Blessed Crucible I","축복 받은 시련 I"
"162946485-0-11342","Veloth Tomb Entry","벨로스의 무덤 입구"
"87370069-0-10910","Corn Stalk","옥수수 줄기"
"162946485-0-11343","Veloth Tomb","벨로스의 무덤"
"87370069-0-10911","The Time Is Past","시간은 과거다"
"162946485-0-11340","Blackheart Haven","블랙하트 안식처"
"87370069-0-10912","Falls Ghost Spawner","Falls Ghost Spawner"
"162946485-0-11341","Q5880 Spawn Workers","Q5880 Spawn Workers"
"87370069-0-10913","The Time Is Now","시간은 현재다"
"87370069-0-10914","Bosekus' Axe","보세쿠스의 도끼"
"87370069-0-10915","Glow FX","Glow FX"
"87370069-0-10916","Fire","불"
"87370069-0-10918","Brazier","화로"
"87370069-0-10919","Q4487 Telenger Invis Target","Q4487 Telenger Invis Target"
"162946485-0-11308","Dubdil Alar Tower","덥딜 알라르의 탑"
"162946485-0-11309","Bestowal Scene","하사 장면"
"162946485-0-11306","Spawn Ibaal","이바알 소환"
"162946485-0-11307","Spawn Ibaal","이바알 소환"
"162946485-0-11304","Matus Egg Mine","매터스 알광산"
"162946485-0-11302","Balmora Wayshrine","발모라 성소"
"162946485-0-11303","Matus-Akin Egg Mine","매터스-아킨 알광산"
"162946485-0-11300","Mendalion Exterior","메날디니온 외부"
"162946485-0-11301","Sunken Vaults","가라앉은 보물저장고"
"162946485-0-11399","UnderTomb","지하묘실"
"162946485-0-11397","Q5877 SpawnIbaalMine","Q5877 SpawnIbaalMine"
"162946485-0-11398","UnderTomb","지하묘실"
"162946485-0-11395","Beran Follower","베란의 신자"
"162946485-0-11396","Q5877 SpawnIbaalMine","Q5877 SpawnIbaalMine"
"162946485-0-11393","Vivec City","비벡 시티"
"162946485-0-11394","Helan Ancestral Tomb","헤란 조상 무덤"
"162946485-0-11359","Veloth Tomb Upper Chamber","벨로스 무덤 상층의 방"
"162946485-0-11357","Q5880 Velothi Tower Exterior","Q5880 Velothi Tower Exterior"
"162946485-0-11358","Barilzar's Tower","바릴자르의 탑"
"162946485-0-11355","Wayrest Sewers II","웨이레스트 하수구 II"
"162946485-0-11356","Arx Corinium","악스 코리늄"
"162946485-0-11353","Spindleclutch II","스핀들클러치 II"
"162946485-0-11354","Elden Hollow II","엘든 할로우 II"
"162946485-0-11351","Fungal Grotto I NoDeath Achiev","곰팡이 동굴 I 노데스 달성"
"162946485-0-11352","Fungal Grotto II","곰팡이 동굴 II"
"162946485-0-11350","Fungal Grotto I Speed Achiev","곰팡이 동굴 I 빠른 클리어 달성"
"87370069-0-20297","Authenticity of the Giovessen Skull","지오브센 해골은 진품이다"
"87370069-0-20298","Rhanbiq's Orders: Fulstrom Homestead","란비크의 명령서: 펄스트롬 택지"
"87370069-0-20295","Letter to Lady Sulima","레이디 술리마에게 쓴 편지"
"87370069-0-20296","Saroldo's Greatest Treasure","Saroldo's Greatest Treasure"
"87370069-0-20293","Missing: Gordonkha the Shark and Lazy Murshez","실종: 상어 고르돈카와 게으른 무르셰즈"
"87370069-0-20294","Murshez Is Dead","Murshez Is Dead"
"87370069-0-20291","Missing: Khiruna","실종: 키루나"
"87370069-0-20292","Word of Khiruna","키루나의 소식"
"87370069-0-20290","Scouting Report: Underground Sepulcher","Scouting Report: Underground Sepulcher"
"162946485-0-11369","Elden Hollow I","엘든 할로우 I"
"162946485-0-11366","Q5880 02C Follow Seryn","Q5880 02C Follow Seryn"
"162946485-0-11367","Elden Hollow I","엘든 할로우 I"
"162946485-0-11364","Vassir-Didanat Mine","바시르-다낫 광산"
"162946485-0-11365","Crypt of Hearts I","마음의 묘실 I"
"162946485-0-11362","Wayrest Sewers","웨이레스트 하수구"
"162946485-0-11363","Elden Hollow I","엘든 할로우 I"
"162946485-0-11360","Elden Hollow I","엘든 할로우 I"
"162946485-0-11361","Wayrest Sewers","웨이레스트 하수구"
"87370069-0-20299","Warehouse Under New Ownership","Warehouse Under New Ownership"
"162946485-0-11371","Crypt of Hearts","마음의 묘실"
"162946485-0-11370","Q5832 SpawnArivanaRoom","Q5832 SpawnArivanaRoom"
"162946485-0-11384","Dremora Boss Area","Dremora Boss Area"
"162946485-0-11385","Vivec City","비벡 시티"
"162946485-0-11382","Building Interior CV","Building Interior CV"
"162946485-0-11383","UnderTomb","지하묘실"
"87370069-0-20264","Tuneless Harp of Fiirgarion the Bard","바드 Fiirgarion의 영원한 하프"
"87370069-0-19276","Rubble Pile","Rubble Pile"
"87370069-0-19277","JB - Test Siege","JB - Test Siege"
"87370069-0-20262","Coronation Decanter of Prince Naemon","프린스 Naemon의 대관식 호리병"
"87370069-0-20260","Yokeda Sesnit's Paperweights","Yokeda Sesnit의 문진"
"87370069-0-19273","JB - Test Siege","JB - Test Siege"
"87370069-0-19274","JB - Test Siege","JB - Test Siege"
"87370069-0-19279","Jail","Jail"
"87370069-0-19280","JB - Test Siege","JB - Test Siege"
"87370069-0-19281","JB - Test Siege","JB - Test Siege"
"87370069-0-20268","Treethane Niriel's ""Living Plant-Wear"" Book Set","Treethane Niriel's \"\"Living Plant-Wear\"\" Book Set"
"87370069-0-20269","Prince Hubalajad's Trash Urn","Prince Hubalajad's Trash Urn"
"87370069-0-20266","Unsealed Urn","봉인되지 않은 항아리"
"87370069-0-20267","Hairball Spittoon of Darloc Brae","Hairball Spittoon of Darloc Brae"
"87370069-0-19264","Sentry Base","센트리 기지"
"87370069-0-20253","King Jorunn's Automatic Cheesewheel Vivisector","King Jorunn's Automatic Cheesewheel Vivisector"
"87370069-0-20254","Ysgramor's Sload-skin Wine Sack","Ysgramor's Sload-skin Wine Sack"
"87370069-0-20251","Preservation Chest","Preservation Chest"
"87370069-0-20252","Shaman Chirah's Devotion Shovel","Shaman Chirah's Devotion Shovel"
"87370069-0-19260","Enchanting Station","마법 부여 제작대"
"87370069-0-19261","Dye Station","염색대"
"87370069-0-20250","Akaviri Armistice Banquet Tray","아카비리 휴전기념 음료세트"
"87370069-0-19263","Barracks Door","병영 문"
"87370069-0-19268","Poisoned Hunting Blade","Poisoned Hunting Blade"
"87370069-0-20259","Divad Hunding's Dribble Bowl","Divad Hunding의 깔때기 모양 그릇"
"87370069-0-20257","King Farangel's Unpublished Ode to Wayrest","출간되지 않은 파란젤 왕의 웨이레스트를 향한 시"
"87370069-0-20258","Antique Chest","골동품 상자"
"87370069-0-20255","Urgent Message from Walks-Softly","웍스-소프틀리가 보낸 긴급한 전갈"
"87370069-0-20256","Storage Chest","Storage Chest"
"87370069-0-19297","Monstrous Tooth Chest","괴물 이빨 상자"
"87370069-0-20286","No Fuss, No Rush","호들갑 떨지 말고, 서두르지 마라."
"87370069-0-20287","Look at this Guard Dispatch!","이 경비 공문 좀 봐!"
"87370069-0-19299","Armor Scraps Chest","방어구 조각 상자"
"87370069-0-20284","The Red Curse, Volume 3","The Red Curse, Volume 3"
"87370069-0-20285","No Shira, No Good!","No Shira, No Good!"
"87370069-0-19293","Sigil of Defense","Sigil of Defense"
"87370069-0-20282","The Red Curse, Volume 1","붉은 저주 제 1권"
"87370069-0-19294","Vosh Rakh Orders","Vosh Rakh Orders"
"87370069-0-20283","The Red Curse, Volume 2","The Red Curse, Volume 2"
"87370069-0-19295","Dark Ether Chest","검은 창공 상자"
"87370069-0-20280","Balith's Journal","Balith's Journal"
"87370069-0-20281","Fleg's Note","Fleg's Note"
"87370069-0-20288","Scouting Report: Deadhollow Halls","Scouting Report: Deadhollow Halls"
"87370069-0-20289","Scouting Report: The Hideaway","정찰 보고서: 은신처"
"87370069-0-19286","Fire from the South","Fire from the South"
"87370069-0-20275","HM PlatformsPlain","HM PlatformsPlain"
"87370069-0-19287","Water of the East","Water of the East"
"87370069-0-20276","Prince Hew and the Haj Mota Chariot","Prince Hew and the Haj Mota Chariot"
"87370069-0-19288","Meat From the West","Meat From the West"
"87370069-0-19289","Blood of the North","Blood of the North"
"87370069-0-19282","JB - Test Siege","JB - Test Siege"
"87370069-0-19283","Siege Platform Fire","Siege Platform Fire"
"87370069-0-20272","Cave In","Cave In"
"87370069-0-19284","Sublime Shield","Sublime Shield"
"87370069-0-19285","Sublime Brazier","숭고한 화로"
"87370069-0-20270","HM Platform Fx On","HM Platform Fx On"
"87370069-0-19290","Southern Offering Bowl","Southern Offering Bowl"
"87370069-0-20279","Triumph of the Sep Adder","Triumph of the Sep Adder"
"87370069-0-20277","Prince Hew and the Three-Legged Race","Prince Hew and the Three-Legged Race"
"87370069-0-20278","Help Complete Abah's Local History!","Help Complete Abah's Local History!"
"87370069-0-19231","Brazier","화로"
"87370069-0-20220","The Gold Coast","골드 코스트"
"87370069-0-19232","The Chronicles of King Kurog, Book V","쿠로그 왕 연대기, 5권"
"87370069-0-20221","Abandoned Chest","버려진 상자"
"87370069-0-19233","The Chronicles of King Kurog, Book VI","쿠로그 왕 연대기, 6권"
"87370069-0-19234","Brazier","화로"
"87370069-0-19230","Floor Portal","Floor Portal"
"87370069-0-19239","Letter to Baloth Bloodtusk","Letter to Baloth Bloodtusk"
"87370069-0-19235","Vosh Rakh","Vosh Rakh"
"87370069-0-19237","On Orcs and the Afterlife","On Orcs and the Afterlife"
"87370069-0-19238","Floor Portal","Floor Portal"
"87370069-0-20229","Blackwood Borderlands","블랙우드 국경"
"87370069-0-20222","Gatehouse Key","Gatehouse Key"
"87370069-0-20223","Death Challenge A","Death Challenge A"
"87370069-0-19220","Memorial Pool","Memorial Pool"
"87370069-0-20210","Faded Texts of Puntru the Scholar","학자 푼트루에 대한 희미한 글귀"
"87370069-0-19222","Floor Portal","Floor Portal"
"87370069-0-19223","The Chronicles of King Kurog, Book I","쿠로그 왕 연대기, 1권"
"87370069-0-19228","The Chronicles of King Kurog, Book IV","쿠로그 왕 연대기, 4권"
"87370069-0-19229","Floor Portal","Floor Portal"
"87370069-0-10890","Q4487 Green Crystal","Q4487 Green Crystal"
"87370069-0-19224","Aspect of Malacath^M","Aspect of Malacath"
"87370069-0-10891","Ayleid Sconce","에일리드 촛대"
"87370069-0-19225","The Chronicles of King Kurog, Book II","쿠로그 왕 연대기, 2권"
"87370069-0-19226","The Chronicles of King Kurog, Book III","쿠로그 왕 연대기, 3권"
"87370069-0-10893","Ayleid Sconce","에일리드 촛대"
"87370069-0-19227","Floor Portal","Floor Portal"
"87370069-0-10895","Welkynd Stone","웰킨드석"
"87370069-0-10896","Welkynd Stone","웰킨드석"
"87370069-0-10897","Falls Ghost Spawner","Falls Ghost Spawner"
"87370069-0-10898","Corn Stalk","옥수수 줄기"
"87370069-0-10899","Large Fire","Large Fire"
"87370069-0-20219","Gold Coast Company Ledger","골드 코스트 장부"
"87370069-0-20218","Cleanse Geyser","Cleanse Geyser"
"87370069-0-20213","Bounty Board","현상금 보드"
"87370069-0-20212","Death Challenge","Death Challenge"
"87370069-0-19254","Pike","파이크"
"87370069-0-20243","Cavor Merula's Flame","Cavor Merula's Flame"
"87370069-0-19255","Arena Treasure Chest","Arena Treasure Chest"
"87370069-0-20240","Letter from the Governor","Letter from the Governor"
"87370069-0-19256","Alchemy Station","연금술 제작대"
"87370069-0-20241","Catapult","투석기"
"87370069-0-19250","Concentrated Kindlepitch","Concentrated Kindlepitch"
"87370069-0-19251","Flesh Heap","살점 더미"
"87370069-0-19252","Bloody Scroll","Bloody Scroll"
"87370069-0-19257","Clothing Station","재봉 제작대"
"87370069-0-19258","Woodworking Station","목공 제작대"
"87370069-0-19259","Cooking Fire","요리용 화로"
"87370069-0-20248","Pool","Pool"
"87370069-0-20246","Rusio Olo's Flame","Rusio Olo's Flame"
"87370069-0-20247","Amminus Entius's Flame","Amminus Entius's Flame"
"87370069-0-20244","Bear Trap","곰 덫"
"87370069-0-20245","Justia Desticus's Flame","Justia Desticus's Flame"
"87370069-0-20231","HM Platform Fx On","HM Platform Fx On"
"87370069-0-19243","The Agra Crun","The Agra Crun"
"87370069-0-20232","Dye","염료"
"87370069-0-19244","Agra Crun Display","Agra Crun Display"
"87370069-0-19245","Conversion Status","Conversion Status"
"87370069-0-20230","Pit","Pit"
"87370069-0-19241","Uzdabikh's Helm","우즈다비크의 투구"
"87370069-0-19246","Uzdabikh's Helm Display","우즈다비크의 투구 전시"
"87370069-0-19248","House of Orsimer Glories","오시머 영광의 박물관"
"87370069-0-19249","Newly Dug Mineshaft","Newly Dug Mineshaft"
"87370069-0-20239","Kwama Egg","크와마 알"
"87370069-0-20238","Arc Generator","Arc Generator"
"87370069-0-20235","Ditty Bag","잡낭"
"87370069-0-20236","Electrified Water","Electrified Water"
"87370069-0-20233","The Gold Coast","골드 코스트"
"87370069-0-20234","Damaged Sack","Damaged Sack"
"87370069-0-10860","Ferian Darkstorm","페리안 다크스톰"
"87370069-0-10861","The Lava Queen","용암 여왕"
"87370069-0-10862","Q4143 Middle Portal","Q4143 Middle Portal"
"87370069-0-10863","Clan of the White Bear","흰색 곰의 부족"
"87370069-0-10864","Q4143 Young IO","Q4143 Young IO"
"87370069-0-10865","The Lady","숙녀"
"87370069-0-10866","The Warrior","전사"
"87370069-0-10867","Crate","상자"
"87370069-0-10868","The Lord","군주"
"87370069-0-10869","The Steed","준마 "
"87370069-0-10850","Sanarel the Great","위대한 사나렐"
"87370069-0-10851","Felhorn","펠혼"
"87370069-0-10853","Crow Bringer","까마귀 인도자"
"87370069-0-10854","Hagrof the Righteous","정의로운 하그로프"
"87370069-0-10855","The Thousand Arrows","일천 화살"
"87370069-0-10856","Lucius the Stalwart","충직한 자 루시우스"
"87370069-0-10857","Q4143 Young Gauge","Q4143 Young Gauge"
"87370069-0-10858","Statue of Vaermina","베르미나의 조각상"
"87370069-0-10859","Whitebear","화이트베어"
"87370069-0-19210","Gauntlet Switch","Gauntlet Switch"
"87370069-0-19211","Gauntlet Switch","Gauntlet Switch"
"87370069-0-19212","Gauntlet Switch","Gauntlet Switch"
"87370069-0-19218","Dark Animus Geode","Dark Animus Geode"
"87370069-0-19219","Memorial Pool","Memorial Pool"
"87370069-0-19213","Laurig's Sword","Laurig's Sword"
"87370069-0-10880","Q4143 Middle Gauge","Q4143 Middle Gauge"
"87370069-0-19214","Ushruka's Sword","Ushruka's Sword"
"87370069-0-10882","Forgotten Statue","Forgotten Statue"
"87370069-0-10883","Generic Flame Wave Shooter","Generic Flame Wave Shooter"
"87370069-0-10884","Generic Flame Wave Target","Generic Flame Wave Target"
"87370069-0-10885","Spider Hole","Spider Hole"
"87370069-0-10886","Q4487 Vine Barrier FX","Q4487 Vine Barrier FX"
"87370069-0-10887","Q4487 Vine Barrier FX","Q4487 Vine Barrier FX"
"87370069-0-10889","Q4487 Green Fire","Q4487 Green Fire"
"87370069-0-20208","Faded Texts of Buhliz the Serpent","독사 부힐즈에 대한 희미한 글귀"
"87370069-0-20209","Faded Texts of Nishka the Symbol of Pride","긍지의 상징 니쉬카에 대한 희미한 글귀"
"87370069-0-20206","Blacksmithing Station (Eternal Hunt)","대장기술 제작대 (Eternal Hunt)"
"87370069-0-20207","Faded Texts of Akishu the Blade","검의 아키슈에 대한 희미한 글귀"
"87370069-0-20204","Clothing Station (Eternal Hunt)","재봉 제작대 (Eternal Hunt)"
"87370069-0-20205","Woodworking Station (Eternal Hunt)","목공 제작대 (Eternal Hunt)"
"87370069-0-20202","Woodworking Station (Clever Alchemist)","목공 제작대 (Clever Alchemist)"
"87370069-0-20203","Blacksmithing Station (Clever Alchemist)","대장기술 제작대 (Clever Alchemist)"
"87370069-0-20200","Blacksmithing Station (Tava's Favor)","대장기술 제작대 (Tava's Favor)"
"87370069-0-20201","Clothing Station (Clever Alchemist)","재봉 제작대 (Clever Alchemist)"
"87370069-0-19200","The Scroll of Usunok","The Scroll of Usunok"
"87370069-0-19201","Q5468 - Door to Gauntlet","Q5468 - Door to Gauntlet"
"87370069-0-19206","Durzog Lichen","Durzog Lichen"
"87370069-0-19207","Cage","우리"
"87370069-0-19208","Door Gauntlet Control","Door Gauntlet Control"
"87370069-0-19209","Gauntlet Switch","Gauntlet Switch"
"87370069-0-19202","Deadfall","쓰러진 나무"
"87370069-0-19203","Q5468 - Gust Target","Q5468 - Gust Target"
"87370069-0-10870","Wish Me Good Fortune","행운을 빌어 줘"
"87370069-0-19204","Glacial Tomato","Glacial Tomato"
"87370069-0-10871","Q4143 Middle Gauge","Q4143 Middle Gauge"
"87370069-0-19205","Tundra Truffle","Tundra Truffle"
"87370069-0-10872","The Spectral Beings","유령 존재들"
"87370069-0-10873","Q4143 Middle Portal","Q4143 Middle Portal"
"87370069-0-10874","Steam Trap","증기 함정"
"87370069-0-10875","Q4143 Young IO","Q4143 Young IO"
"87370069-0-10876","The Ritual","의식"
"87370069-0-10877","The Apprentice","견습생"
"87370069-0-10878","The Mage","마법사"
"87370069-0-10879","The Atronach","아트로나크"
"87370069-0-10823","Bag of Kwama Eggs","Bag of Kwama Eggs"
"87370069-0-10824","B","B"
"87370069-0-10825","C","C"
"87370069-0-10826","Skyshard","스카이샤드"
"87370069-0-10827","Skyshard","스카이샤드"
"87370069-0-10828","Skyshard","스카이샤드"
"87370069-0-10829","D","D"
"87370069-0-10810","Skyshard","스카이샤드"
"87370069-0-10811","Skyshard","스카이샤드"
"87370069-0-10812","Skyshard","스카이샤드"
"87370069-0-10813","Skyshard","스카이샤드"
"87370069-0-10814","Skyshard","스카이샤드"
"87370069-0-10815","Skyshard","스카이샤드"
"87370069-0-10816","Skyshard","스카이샤드"
"87370069-0-10817","Skyshard","스카이샤드"
"87370069-0-10818","The Thief","도둑"
"87370069-0-10819","Skyshard","스카이샤드"
"87370069-0-10840","Bosmer Vase","보스머 꽃병"
"87370069-0-10841","Dugroth","Dugroth"
"87370069-0-10842","Alchemical Igniter","연금술적 점화기"
"87370069-0-10843","Dolirdor's Pack","돌리도어의 가방"
"87370069-0-10844","Empty Rotmeth Barrel","빈 롯메스 통"
"87370069-0-10845","Bow","활"
"87370069-0-10847","Battered Shield","닳아해진 방패"
"87370069-0-10848","Statue of Vaermina","베르미나의 조각상"
"87370069-0-10849","Aleris the Shroud","장막 덮인 알레리스"
"87370069-0-10830","The Lover","연인"
"87370069-0-10831","The Shadow","그림자"
"87370069-0-10832","The Tower","탑"
"87370069-0-10833","The Thief","도둑"
"87370069-0-10834","Q4143 Young IO","Q4143 Young IO"
"87370069-0-10835","Grubby Grunyun","Grubby Grunyun"
"87370069-0-10836","Marq's Special Brew","마르크의 특별한 양조주"
"162946485-0-11209","Spider Cave","거미 동굴"
"162946485-0-11207","Mephala's Temple","메팔라의 사원"
"162946485-0-11208","Firemoth Island Compound","파이어모스 섬 시설"
"162946485-0-11205","Eraven's Chambers","Eraven's Chambers"
"162946485-0-11206","Cradle of Shadows","그림자의 요람"
"162946485-0-11203","Dead Man's Bluff Splashdown","Dead Man's Bluff Splashdown"
"162946485-0-11204","Left Dead Man's Cliff","Left Dead Man's Cliff"
"162946485-0-11201","Left Horker Cliff","Left Horker Cliff"
"162946485-0-11202","Horker Cliff Splashdown","Horker Cliff Splashdown"
"162946485-0-11200","Left Cub Point","Left Cub Point"
"162946485-0-11218","Iron Orc Nirncrux Mine","Iron Orc Nirncrux Mine"
"211899940-0-17006","""Traveler, beware! An army of unknown warriors has been attacking convoys in the western wilds, while a massive force of atronachs threatens all who take the eastern road. Do not leave the city without military escort!""","\"\"Traveler, beware! An army of unknown warriors has been attacking convoys in the western wilds, while a massive force of atronachs threatens all who take the eastern road. Do not leave the city without military escort!\"\""
"162946485-0-11219","Iron Orc Nirncrux Mine","Iron Orc Nirncrux Mine"
"162946485-0-11216","The Seeker's Archive","시커의 기록 보관소"
"162946485-0-11217","Shada's Tear","샤다의 눈물"
"162946485-0-11214","DUN-RoM MB1 Leash Zone","DUN-RoM MB1 Leash Zone"
"162946485-0-11215","DUN-RoM MB1 Leash Zone","DUN-RoM MB1 Leash Zone"
"162946485-0-11212","Placeholder TVQ1  Subzone","Placeholder TVQ1  Subzone"
"162946485-0-11213","Tel Branora","텔 브라노라"
"162946485-0-11210","Guard Hut","경비병 오두막"
"87370069-0-10800","Alchemical Fire","Alchemical Fire"
"87370069-0-10801","Backpack","배낭"
"87370069-0-10802","Daedric Artifact","데이드릭 아티팩드"
"87370069-0-10803","Q4487 Vine Barrier FX","Q4487 Vine Barrier FX"
"87370069-0-10804","Alchemical Fire","Alchemical Fire"
"87370069-0-10805","Alchemical Fire","Alchemical Fire"
"87370069-0-10806","Alchemical Fire","Alchemical Fire"
"87370069-0-10807","Q4143 Young IO","Q4143 Young IO"
"87370069-0-10808","Skyshard","스카이샤드"
"87370069-0-10809","Skyshard","스카이샤드"
"162946485-0-11229","Hlaalu House","Hlaalu House"
"162946485-0-11227","Q5835 Nerise","Q5835 Nerise"
"162946485-0-11228","The Rosy Lion Inn","장밋빛 사자 여관"
"162946485-0-11225","Council Hall Exterior","Council Hall Exterior"
"162946485-0-11226","Q5835 Bottle Trail","Q5835 Bottle Trail"
"162946485-0-11223","Zaintiraris Interior Q5799","Zaintiraris Interior Q5799"
"162946485-0-11224","Airlock Aggro Space","Airlock Aggro Space"
"162946485-0-11221","Iron Orc Nirncrux Mine","Iron Orc Nirncrux Mine"
"162946485-0-11222","Iron Orc Nirncrux Mine","Iron Orc Nirncrux Mine"
"162946485-0-11220","Iron Orc Nirncrux Mine","Iron Orc Nirncrux Mine"
"162946485-0-11278","Andrano Ancestral Tomb","안드라노 조상 무덤"
"162946485-0-11279","Q5803 Andrano Theater Room","Q5803 Andrano Theater Room"
"162946485-0-11276","Fungal Grotto II","곰팡이 동굴 II"
"162946485-0-11277","Dreloth Tomb Entry","드레로스 무덤 입구"
"162946485-0-11274","Suran Prison","수란 감옥"
"162946485-0-11275","Fungal Grotto II","곰팡이 동굴 II"
"162946485-0-11273","Elden Hollow II","엘든 할로우 II"
"162946485-0-11271","Talk Constable Gretga","그렛가 치안관과 대화하기"
"162946485-0-11289","Darkshade Caverns II","어둠그늘 동굴 II"
"162946485-0-11287","Quest Finisher Failsafe","Quest Finisher Failsafe"
"162946485-0-11288","Seryn","세린"
"162946485-0-11285","Fungal Grotto II","곰팡이 동굴 II"
"162946485-0-11286","Crypt of Hearts","마음의 묘실"
"162946485-0-11284","Vivec's Palace","비벡의 궁전"
"162946485-0-11281","Marshall Hlaren","마샬 흘라렌"
"162946485-0-11298","Quest End Failsafe","Quest End Failsafe"
"162946485-0-11299","The WatchHouse Inn","The WatchHouse Inn"
"162946485-0-11296","Chid-Moska Ruins","치드-모스카 유적"
"162946485-0-11297","Dreloth Tomb Chamber","드레로스 무덤의 방"
"162946485-0-11290","Darkshade Caverns II","어둠그늘 동굴 II"
"162946485-0-11291","Dreloth Tomb Entry","드레로스 무덤 입구"
"87370069-0-19198","The Scroll of Avalian","The Scroll of Avalian"
"87370069-0-20187","Invitation to Orsinium","오시니움에서의 초대"
"87370069-0-19199","The Scroll of Vaia","The Scroll of Vaia"
"87370069-0-20186","Stone Gate","Stone Gate"
"87370069-0-19194","Agolas's Journal","Agolas's Journal"
"87370069-0-19195","Batasha's Pack","Batasha's Pack"
"87370069-0-20184","Prince Hubalajad's Trash Urn","Prince Hubalajad's Trash Urn"
"87370069-0-19196","Batasha's Brew","Batasha's Brew"
"87370069-0-19197","Echatere Moss","Echatere Moss"
"162946485-0-11238","Alcaire Castle Throne","알케어 성 왕좌"
"162946485-0-11239","Spawn Protection","Spawn Protection"
"162946485-0-11237","Market Square","시장 광장"
"162946485-0-11234","Cradle of Shadows","그림자의 요람"
"162946485-0-11235","Zymel Kruz^N","Zymel Kruz"
"162946485-0-11232","Stromgruf Subzone","Stromgruf Subzone"
"162946485-0-11233","Cradle of Shadows Speed Achiev","Cradle of Shadows Speed Achiev"
"162946485-0-11230","Goblin Camp","Goblin Camp"
"162946485-0-11231","N_CRD_Elin_Sewer_Boss","N_CRD_Elin_Sewer_Boss"
"87370069-0-20189","Remains","Remains"
"87370069-0-19187","Entry Denied Achievement","Entry Denied Achievement"
"87370069-0-20176","Shaman Chirah's Devotion Shovel","Shaman Chirah's Devotion Shovel"
"87370069-0-19188","Boethiah's Glory","보에시아의 영광"
"87370069-0-20177","King Jorunn's Automatic Cheesewheel Vivisector","King Jorunn's Automatic Cheesewheel Vivisector"
"87370069-0-20174","Akaviri Armistice Banquet Tray","아카비리 휴전기념 음료세트"
"87370069-0-20175","King Dumac's Royal Latrine Cloth Roll","King Dumac's Royal Latrine Cloth Roll"
"87370069-0-19183","Pile of Bones","Pile of Bones"
"87370069-0-20172","Divad Hunding's Dribble Bowl","Divad Hunding의 깔때기 모양 그릇"
"87370069-0-19184","Speed Challenge","Speed Challenge"
"87370069-0-20173","Yokeda Sesnit's Paperweights","Yokeda Sesnit의 문진"
"87370069-0-19185","Death Challenge A","Death Challenge A"
"87370069-0-20170","King Farangel's Unpublished Ode to Wayrest","출간되지 않은 파란젤 왕의 웨이레스트를 향한 시"
"87370069-0-19186","Sedge Grass","Sedge Grass"
