"Location","Source","Target"
"10860933-0-479","Boulderfall Pass","거석폭포 고개 (Boulderfall Pass)"
"10860933-0-477","Sardavar Leed","살다바 리드 (Sardavar Leed)"
"10860933-0-478","Vernim Woods","버님 숲 (Vernim Woods)"
"10860933-0-475","Rubble Butte","돌무더기 산 (Rubble Butte)"
"10860933-0-476","Treva's Farm","트레바의 농장 (Treva's Farm)"
"10860933-0-473","Crypt of the Exiles","추방자의 지하묘지 (Crypt of the Exiles)"
"10860933-0-474","Klathzgar","클래츠가 (Klathzgar)"
"129979412-0-593","Help King Jorunn defeat the Worm Cult at Honrich Tower.","요룬 왕이 혼리크 탑에서 벌레 교단을 격퇴할 수 있도록 도와주세요."
"108566804-0-557","You saved the Kynesgrove shrine from the corrupt Keepers.","당신은 부패한 수호자로부터 카인즈그로브신사를 구했습니다."
"10860933-0-471","Troll's Toothpick","트롤의 이쑤시개 (Troll's Toothpick)"
"129979412-0-592","Help save the Thalmor crew from the Maormer threat.","탈모어 선원들을 마오머의 위협에서 구해내세요."
"10860933-0-472","Viridian Watch","비리디안 감시탑 (Viridian Watch)"
"129979412-0-590","Find out why the draugr have emerged from their graves.","드로거가 그들의 무덤에서 나온 이유를 알아보십시오."
"108566804-0-558","You warned Davon's Watch and helped Bal Foyen's inhabitants.","당신은 다본의 감시대에 경고하고 발 포엔의 주민들을 도왔습니다."
"10860933-0-470","Torog's Spite","토로그의 악의 (Torog's Spite)"
"129979412-0-597","Help free the Lost Knife Cave mine from Fildgor's troops.","플리드골의 부대로부터 잃어버린 단검 광산 해방을 도우세요."
"129979412-0-596","Help workers prepare for a celebration at Cragwallow.","근로자가 크래그월로우에서 행사를 준비하도록 도우세요."
"129979412-0-595","Learn why the Worm Cult are at Pinepeak Cavern.","어째서 벌레 교단이 소나무봉우리 동굴에 있는지 알아보십시오."
"129979412-0-594","Defeat the Hound and free the city.","사냥개를 물리치고 도시를 해방하십시오."
"129979412-0-599","Help the Green Lady investigate the Drublog compound.","녹색 여군주가 드루블로그 영내를 조사하도록 도와주세요."
"129979412-0-7","Rescue kidnapped nobles from the Red Rooks.","붉은 떼까마귀단으로부터 납치된 귀족들을 구출하기"
"10860933-0-448","Shad Astula","샤드 아스툴라 (Shad Astula)"
"10860933-0-449","Davon's Watch Wayshrine","다본의 감시대 성소"
"108566804-0-586","You've rescued the Silvenar.","실베나를 구출했습니다."
"108566804-0-585","You toppled the Bad Man's cult in the Hallows.","성지에서 나쁜 남자의 광신도들을 무너뜨렸습니다."
"108566804-0-588","You defeated <<1>> and rescued the soldiers.","<<1>>를 처치하고 병사들을 구출했습니다."
"108566804-0-587","You saved the Sphere of Storms from the Maormer invaders.","마오머 침략자들에게서 폭풍의 구체를 지켜냈습니다."
"108566804-0-589","You've dealt with the thieves at Vulkwasten.","벌크와스텐에서 도둑 문제를 해결했습니다."
"108566804-0-580","You helped Kireth and Raynor explore the Mzulft ruins.","당신은 키레스와 레이노어를 도와 므즐프트 유적을 탐험하였습니다."
"108566804-0-582","You ended the conflict in <<1>>.","<<1>>에서의 갈등을 끝냈습니다."
"108566804-0-581","You've reforged the bond of the Silvenar and the Green Lady.","실베나와 녹색 여군주의 결합을 복구시켰습니다."
"108566804-0-584","You've helped the performers and set them on their way.","공연자들이 길을 떠날 수 있도록 도왔습니다."
"108566804-0-583","You helped end the vampire feud of Wittestadr.","당신은 위더스테드의 뱀파이어 불화를 끝내는 것을 도왔습니다."
"10860933-0-2099","Ruined Guardhouse","파괴된 초소"
"129979412-0-129","Help Miranda escape Farangel's Landing.","미란다가 파렌젤의 상륙지를 탈출하도록 도와주세요."
"10860933-0-2098","The Dominus Fatum","도미누스 파툼"
"10860933-0-2097","Teeth of Sithis","시디스의 이빨"
"10860933-0-459","Hrogar's Hold Wayshrine","흐로가의 영지 성소"
"10860933-0-457","Aldunz","알둔즈 (Aldunz)"
"10860933-0-458","Coldrock Diggings","콜드락 채굴지 (Coldrock Diggings)"
"10860933-0-455","Santaki","산타키 (Santaki)"
"10860933-0-456","Divad's Chagrin Mine","디바드의 원통한 광산 (Divad's Chagrin Mine)"
"108566804-0-575","You defeated the Stormfist legion at Cradlecrush.","당신은 크래들크러쉬에서 폭풍주먹 군단을 물리쳤습니다."
"10860933-0-453","Vivec's Antlers Wayshrine","비벡의 뿔 성소"
"10860933-0-454","Brothers of Strife Wayshrine","투쟁의 형제들 성소"
"10860933-0-451","Fort Arand Wayshrine","아란드 요새 성소"
"10860933-0-452","Ebonheart Wayshrine","에본하트 성소"
"129979412-0-130","Restore order to Pariah Abbey and save the Spirit Wardens.","파리아 수도원에서 명령을 되찾고 영혼 관리인들을 구하십시오."
"129979412-0-131","Save Countess Ilise and protect Wind Keep.","일리세 백작 부인을 구하고 바람 요새를 방어하십시오."
"10860933-0-450","Othrenis Wayshrine","오스레니스 성소"
"129979412-0-132","Stop the dreugh and discover why they invaded Dreughside.","드레그를 멈추고 그들이 왜 드레그사이드를 침략했는지 알아내세요."
"129979412-0-133","Defeat the Goblins who overran Cumberland's Watch.","컴버랜드 감시대를 황폐화 시킨 고블린을 처치하십시오."
"129979412-0-138","Recover the stolen Dream Shard from Hosni at-Tura.","호스니 엣-투라에서 도난당한 꿈 파편을 복구하십시오."
"129979412-0-139","Relight the lighthouse and free the Slavers' captives.","등대의 불을 다시 밝히고 노예 상인의 포로들을 풀어주세요."
"129979412-0-136","Uncover and thwart the Supernal Dreamer plot.","천상의 몽상가의 음모를 발견하고 저지하십시오."
"129979412-0-142","Reunify the Knights of the Flame.","화염의 기사단을 재결합하십시오."
"129979412-0-140","Free the Captive Crewmembers and kill the Slavers' leader.","붙잡힌 선원들을 풀어주고 노예 상인들의 대장을 죽이세요."
"108566804-0-129","You've uncovered the plot to kill Miranda.","미란다를 죽이려는 계획을 밝혀 냈습니다."
"129979412-0-144","Help find Farmer Nurin and secure the farm.","농부 누린을 찾아 농장을 안전하게 지키십시오."
"108566804-0-597","The miners once again control Lost Knife Cave.","광부들은 다시 한번 잃어버린 단검 광산을 통제하게 되었습니다."
"108566804-0-596","You solved the mystery of the attack on Cragwallow.","당신은 크래그월로우에 대한 공격의 수수께끼를 풀었습니다."
"108566804-0-599","You foiled a plot to capture the Green Lady by the Drublog.","녹색 여군주를 붙잡으려는 드루블로그의 음모를 막아냈습니다."
"129979412-0-151","Stop the Covenant invasion of Davon's Watch.","다본의 감시대를 공격하는 대거폴 동맹군을 막으십시오."
"129979412-0-156","Stop the Reachmen from mounting their attack on Evermore.","에버모어를 점점 더 심하게 공격하는 리치맨을 막아내세요."
"129979412-0-155","Slay Uela the Hagraven to put an end to the Reachmen threat.","해그레이븐 유엘라를 죽이고 리치맨의 위협을 끝내세요."
"108566804-0-590","You defeated the Covenant necromancer.","당신은 동맹군 강령술사를 물리쳤습니다."
"108566804-0-593","Thallik Wormtongue was defeated but Wuuthrad was shattered!","탈릭 웜텅은 패배했지만 우쓰라드는 부서졌습니다!"
"108566804-0-592","The Captain and crew of the Thalmor ship have been rescued.","탈모어 선장과 선원들을 구출했습니다."
"108566804-0-595","You saved the ancient Companion, Hakra.","당신은 고대 컴패니언, 하크라를 구했습니다."
"129979412-0-159","Solve the troubles at Halcyon Lake.","평온한 호수에서의 문제를 해결하십시오."
"108566804-0-594","You have defeated the Hound and freed Silvenar.","당신은 사냥개를 물리쳤고 실베나를 해방시켰습니다."
"10860933-0-488","Black Road Wayhouse","검은 도로 웨이하우스 (Black Road Wayhouse)"
"10860933-0-489","Timberscar Hollow","산림흉터 구멍 (Timberscar Hollow)"
"10860933-0-486","Culotte","쿨로트 (Culotte)"
"129979412-0-160","Discover what's behind the dead rising from their graves.","묘지에서 일어나는 망자들의 배후가 무엇인지 밝혀내세요."
"10860933-0-485","Homestead Ruins","주택 폐허 (Homestead Ruins)"
"129979412-0-163","Retake the garrison from the Imperial Army.","제국군으로부터 요새를 탈환하세요."
"10860933-0-482","Pell's Gate","펠의 관문 (Pell's Gate)"
"10860933-0-483","Gray Viper Outpost","잿빛 독사 전초 기지 (Gray Viper Outpost)"
"10860933-0-480","Lost City of the Na-Totambu","나-토탐부의 잃어버린 도시 (Lost City of the Na-Totambu)"
"129979412-0-162","Reclaim Hircine's shrine from the Reachmen.","리치맨으로부터 허씬의 성소를 탈환하세요."
"10860933-0-481","Riverwatch","리버워치 (Riverwatch)"
"129979412-0-167","Find out what's happening to Draven in Kerbol's Hollow.","커볼의 골짜기에서 드레이븐에게 무슨 일이 일어났는지 알아내세요."
"129979412-0-168","Repel Covenant forces from Fort Virak.","비락 요새에서 대거폴 동맹의 군사들을 물리치세요."
"129979412-0-165","Defeat the Daedra within Nilata.","닐라타에 있는 데이드라를 쓰러뜨리세요."
"108566804-0-140","You Freed the Captives and killed the Slavers' leader.","포로들을 풀어주고 노예 상인의 대장을 죽였습니다."
"129979412-0-166","Help King Emeric defeat the Imperials at the Hall of Heroes.","영웅의 전당에서 하이 킹 에머릭을 도와 제국군을 물리치세요."
"108566804-0-142","You reunified the Knights of the Flame.","당신은 화염의 기사단을 재결합시켰습니다."
"108566804-0-144","You rescued Farmer Nurin and stopped the Supernal Dreamers.","당신은 농부 누린을 구출하고 천상의 몽상가를 막아냈습니다."
"10860933-0-499","Silverscale Pond","은빛비늘 연못 (Silverscale Pond)"
"10860933-0-497","Vlastarus Tower","블라스타루스 탑 (Vlastarus Tower)"
"129979412-0-171","Liberate Hallin's Stand from the Imperials.","할린의 저항을 제국군으로부터 해방시키세요."
"10860933-0-498","Howling Cave","울부짖는 동굴 (Howling Cave)"
"10860933-0-495","Orkey's Hollow","올케이의 구멍 (Orkey's Hollow)"
"108566804-0-136","You stopped the Supernal Dreamers from unleashing a Daedra.","천상의 몽상가가 데이드라를 부르지 못하도록 막았습니다."
"108566804-0-139","You relit the lighthouse and freed the Slavers' captives.","당신은 등대의 불을 다시 밝히고 노예 상인의 포로들을 풀어주었습니다."
"10860933-0-493","Juras' Fall","주라스의 추락 (Juras' Fall)"
"108566804-0-138","You recovered the Dream Shard and can now stop Vaermina.","당신은 꿈 파편을 회수했고 이제 베르미나를 저지할 수 있습니다."
"10860933-0-494","Mist Mirror Refuge","안개 거울 피난처 (Mist Mirror Refuge)"
"10860933-0-491","Crown Point","꼭대기 지점 (Crown Point)"
"129979412-0-173","Thwart the Imperials at Onsi's Breath.","온시의 숨결에서 제국군을 물리치세요."
"10860933-0-492","Hedoran Estate","헤도란 사유지 (Hedoran Estate)"
"129979412-0-176","Help Lady Laurent recover her assistant.","레이디 로런트가 그녀의 조수를 구해내는 것을 도우세요."
"108566804-0-131","You saved Ilise and protected Wind Keep from cultists.","당신은 일리세를 구하고 광신자로부터 바람 요새를 방어했습니다."
"108566804-0-130","You saved Pariah Abbey and the Spirit Wardens.","당신은 파리아 수도원의 영혼 관리인들을 구했습니다."
"108566804-0-133","You foiled the Goblin raid on Cumberland's Watch.","컴버랜드 감시대에서 고블린의 공습을 저지했습니다."
"108566804-0-132","You found why the dreugh invaded and faced Baron Sorick.","당신은 왜 드레그가 침략하고 소리크 남작에 맞서는지 밝혀냈습니다."
"10860933-0-1631","Hzu-Hakan","하주-하칸 (Hzu-Hakan)"
"10860933-0-1630","Gati the Storm Sister","폭풍자매 가티 (Gati the Storm Sister)"
"10860933-0-1635","Taebod the Gatekeeper","관문지기 태보드 (Taebod the Gatekeeper)"
"10860933-0-868","Tower of Lies","거짓의 탑 (Tower of Lies)"
"10860933-0-1634","Secundinus the Despoiler","약탈자 세쿤디누스 (Secundinus the Despoiler)"
"10860933-0-869","Dungeon: Blackheart Haven","던전: 블랙하트 안식처 (Blackheart Haven)"
"10860933-0-1633","Otholug gro-Goldfolly","오쏠러그 그로-골드폴리 (Otholug gro-Goldfolly)"
"10860933-0-866","The Wailing Maw","통곡의 나락 (The Wailing Maw)"
"10860933-0-1632","Lady of the Depths","중후의 여공 (Lady of the Depths)"
"10860933-0-867","Shademist Moors","그늘안개 습지 (Shademist Moors)"
"10860933-0-1639","Alik'ri Alcove","알리키'리 골방 (Alik'ri Alcove)"
"10860933-0-864","Vault of Haman Forgefire","하만 포지파이어의 지하 묘지 (Vault of Haman Forgefire)"
"10860933-0-1638","Unfinished Memoirs","미완의 회고록 (Unfinished Memoirs)"
"10860933-0-865","Mal Sorra's Tomb","말 소라의 무덤 (Mal Sorra's Tomb)"
"10860933-0-1637","Drain-Dweller's Outpost","배수관 거주자의 전초지 (Drain-Dweller's Outpost)"
"10860933-0-862","The Grotto of Depravity","타락의 동굴 (The Grotto of Depravity)"
"10860933-0-1636","Wadracki","와드라키 (Wadracki)"
"10860933-0-863","The Cave of Trophies","전리품 동굴 (The Cave of Trophies)"
"108566804-0-168","You've saved Fort Virak from Covenant forces.","대거폴 동맹의 군사들로부터 비락 요새를 구해냈습니다."
"10860933-0-860","Verrant Morass","베란트 늪지대 (Verrant Morass)"
"108566804-0-1787","You put an end to the cult that compelled Nevena's betrayal.","네베나의 배반을 강요한 교단을 정리했습니다."
"108566804-0-167","You discovered the secret of Kerbol's Hollow.","당신은 커볼의 골짜기의 비밀을 밝혀냈습니다."
"10860933-0-861","Aba-Loria","아바-로리아 (Aba-Loria)"
"108566804-0-1786","You defeated Lenarmen and saved Neramo's expedition.","레나멘을 패배시키고 네라모의 원정대를 구했습니다."
"108566804-0-1785","You dismantled a slaver operation in Seyda Neen.","세이다 닌의 노예상인들의 활동을 저지했습니다."
"129979412-0-184","Defend the docks from the undead invasion.","언데드의 침략으로부터 부두를 방어하세요."
"108566804-0-160","You've freed Prince Adrien from the clutches of a harvester.","당신은 수확자의 속박에서 아드리엔 왕자를 해방했습니다."
"108566804-0-162","You defeated Brinarch and restored the shrine to the Wyrd.","당신은 브리낙을 쓰러뜨리고 위어드에게 성소를 돌려주었습니다."
"129979412-0-1801","Uncover the mystery beneath the Vassir-Didanat Mine.","바씨르-디다낫 광산 아래의 수수께끼를 밝혀내세요."
"108566804-0-163","You've reclaimed the garrison for the Daggerfall Covenant.","당신은 대거폴 동맹을 위해 요새를 탈환했습니다."
"108566804-0-166","You saved King Emeric's soul and restored him to life.","당신은 하이 킹 에머릭의 영혼을 구하고 그를 되살렸습니다."
"108566804-0-165","You defeated the Daedra within Nilata.","당신은 닐라타의 데이드라를 쓰러뜨렸습니다."
"10860933-0-1624","Ladder to Elven Gardens","엘븐 정원 구역으로 통하는 사다리"
"10860933-0-879","Khenarthi's Roost Wayshrine","케나티의 횃대 성소 (Khenarthi's Roost Wayshrine)"
"10860933-0-1623","Ladder to Nobles District","귀족 지구로 향하는 사다리"
"10860933-0-1621","Dungeon: Imperial City Prison","던전: 임페리얼 시티 감옥 (Imperial City Prison)"
"10860933-0-1628","Ebral the Betrayer","배신자 에브랄 (Ebral the Betrayer)"
"10860933-0-1626","Sewer Entrance","하수도 입구"
"10860933-0-873","Mistral","미스트랄 (Mistral)"
"10860933-0-1625","Sewer Entrance","하수도 입구"
"10860933-0-871","Temple of the Mourning Springs","애도의 샘 사원 (Temple of the Mourning Springs)"
"129979412-0-193","Discover why beetles are plaguing Rain Catcher Fields.","딱정벌레가 빗물받이 들판에 들끓는 이유를 밝혀내세요."
"108566804-0-156","You stopped the Reachmen from attacking Evermore.","당신은 에버모어를 공격하는 리치맨을 막아냈습니다."
"10860933-0-872","Shattered Shoals","부서진 모래톱 (Shattered Shoals)"
"129979412-0-190","Find the Sword-Singer's blade in the Yokudan Ruins.","요쿠단 유적에서 검악가의 칼날을 찾으십시오."
"108566804-0-159","You settled the conflict at Halcyon Lake.","당신은 평온한 호수의 분쟁을 해결했습니다."
"129979412-0-191","Help the Ash'abah in Morwha's Bounty.","모르와의 은혜에 있는 아샤'바를 도와주세요."
"10860933-0-1629","Emperor Leovic","레오빅 황제 (Emperor Leovic)"
"10860933-0-870","Eagle's Strand","독수리의 해안가 (Eagle's Strand)"
"129979412-0-196","Locate the missing prospectors in the mine.","광산에서 사라진 탐광자들을 찾으세요."
"129979412-0-194","Stop Uwafa from raising the dead at Tu'whacca's Throne.","투'와카의 왕좌에서 망자를 일으키고 있는 우와파를 저지하세요."
"108566804-0-151","You've saved Davon's Watch from an invading army.","당신은 침략군으로부터 다본의 감시대를 구해냈습니다."
"108566804-0-155","You slew Uela the Hagraven, ending the Reachmen threat.","당신은 해그레이븐 유엘라를 죽이고 리치맨의 위협을 끝냈습니다."
"108566804-0-191","You joined the Ash'abah.","당신은 아샤'바와 합류했습니다."
"10860933-0-848","Library of Dusk Wayshrine","황혼의 도서관 성소"
"108566804-0-190","You uncovered the Sword-Singer's blade.","당신은 검악가의 칼날을 밝혀 냈습니다."
"10860933-0-849","Great Shackle Wayshrine","거대한 걸쇠 성소"
"10860933-0-1613","Sewer Entrance","하수도 입구"
"10860933-0-846","Hadran's Caravan","하드란의 상단 (Hadran's Caravan)"
"10860933-0-1612","Sewer Entrance","하수도 입구"
"10860933-0-847","Bramblebreach","가시덤불틈새 (Bramblebreach)"
"10860933-0-1611","Ladder to Arboretum","수목원으로 통하는 사다리"
"10860933-0-844","Rootwater Grove","뿌릿물 숲 (Rootwater Grove)"
"10860933-0-1610","Ladder to Temple District","신전 지구로 통하는 사다리"
"10860933-0-845","Carzog's Demise","카조그의 종말 (Carzog's Demise)"
"10860933-0-1617","Nikolvara's Kennel","니콜바라의 도랑 (Nikolvara's Kennel)"
"10860933-0-842","Icewind Peaks Dolmen","아이스윈드 봉우리 고인돌"
"10860933-0-843","Woodhearth","우드하스 (Woodhearth)"
"10860933-0-1615","Sewer Entrance","하수도 입구"
"10860933-0-840","Giant's Run Dolmen","거인의 수로 고인돌"
"108566804-0-1767","You resolved Releth's family matters in the city of Balmora.","발모라 도시에서 리레스의 가족 문제를 해결했습니다."
"10860933-0-1614","Sewer Entrance","하수도 입구"
"10860933-0-841","Frostwater Tundra Dolmen","서리수 툰드라 고인돌"
"108566804-0-1766","You foiled Marshal Hlaren's criminal conspiracy.","집행관 흐랄렌의 범죄 음모를 좌절시켰습니다."
"108566804-0-1764","You helped Divayth Fyr explore the Halls of Fabrication.","디베이스 피어가 제작의 전당을 탐험하는 것을 도왔습니다."
"10860933-0-1619","Friendship Gate","우호의 문 (Friendship Gate)"
"108566804-0-1763","You cemented Sun-in-Shadow's place in House Telvanni.","텔바니 가정에서 썬-인-쉐도우의 지위를 확고히 했습니다."
"108566804-0-1760","You stopped Savarak's schemes and brought peace to Vos.","사바락의 계획을 저지하고 보스에 평화를 가져왔습니다."
"108566804-0-184","You thwarted the undead invasion.","당신은 언데드의 침략을 좌절시켰습니다."
"10860933-0-7","Red Rook Camp","붉은 떼까마귀단 야영지 (Red Rook Camp)"
"129979412-0-1800","Discover the secret of the Hleran Ancestral Tomb.","후레란 조상 무덤의 비밀을 발견하십시오."
"10860933-0-859","The Orchard Wayshrine","과수원 성소"
"10860933-0-1602","Daggerfall Covenant Base","대거폴 동맹 기지 (Daggerfall Covenant Base)"
"10860933-0-857","Manor of Revelry Wayshrine","환락의 저택 성소"
"10860933-0-858","Reaver Citadel Wayshrine","약탈의 성채 성소"
"10860933-0-855","Haj Uxith Wayshrine","하즈 우지스 성소"
"10860933-0-853","Everfull Flagon Wayshrine","언제나 꽉찬 술집 성소"
"10860933-0-854","Moonless Walk Wayshrine","달 없는 오솔길 성소"
"10860933-0-851","Hollow City Wayshrine","공허한 도시 성소"
"10860933-0-852","Endless Stair Wayshrine","끝없는 계단 성소"
"10860933-0-1609","Ladder to Arena District","투기장 지구로 통하는 사다리"
"10860933-0-850","The Chasm Wayshrine","균열 성소"
"108566804-0-1753","You restored the Gnisis egg-mine to its former glory.","그니시스 알 광산을 과거의 영광으로 회복시켰습니다."
"10860933-0-1608","Ladder to Memorial District","기념 지구로 통하는 사다리"
"108566804-0-171","You restored Grandeya Nuwarrah to power in Hallin's Stand.","당신은 할린의 저항에서 그란데야 누와라에게 권력을 되찾아 주었습니다."
"108566804-0-173","You freed miners and thwarted the Imperial commander.","당신은 광부들을 풀어주고 제국군 지휘관을 물리쳤습니다."
"108566804-0-176","You've saved Stibbons from the gargoyles.","당신은 가고일로부터 스티븐스를 구해냈습니다."
"10860933-0-1671","Arena: Maelstrom","투기장: 마엘스톰 (Arena: Maelstrom)"
"10860933-0-1670","Merchant's Gate Wayshrine","상인의 관문 성소"
"10860933-0-1674","General Nazenaechar","나제네챠 장군 (General Nazenaechar)"
"10860933-0-1679","Arena District","투기장 지구 (Arena District)"
"10860933-0-428","Morwha's Bounty Wayshrine","모르와의 은혜 성소"
"10860933-0-1678","Arboretum","수목원 (Arboretum)"
"10860933-0-429","Sentinel Wayshrine","센티넬 성소"
"10860933-0-1677","General Zamachar","자마카르 장군"
"10860933-0-426","Erokii Ruins","에로키 유적 (Erokii Ruins)"
"10860933-0-1676","General Kryozote","크료조테 장군"
"10860933-0-427","Hildune's Secret Refuge","힐둔의 비밀 피난처 (Hildune's Secret Refuge)"
"108566804-0-1748","You ended the Xit-Xaht threat in the Ruins of Mazzatun.","마짜툰의 유적에서 짓-쟈트 위협을 끝냈습니다."
"10860933-0-424","Tribulation Crypt","시련의 묘실 (Tribulation Crypt)"
"10860933-0-425","Orc's Finger Ruins","오크의 손가락 유적 (Orc's Finger Ruins)"
"10860933-0-422","Crestshade Mine","마루그늘 광산 (Crestshade Mine)"
"10860933-0-423","Flyleaf Catacombs","플라이리프 카타콤 (Flyleaf Catacombs)"
"10860933-0-420","Bearclaw Mine","곰발톱 광산 (Bearclaw Mine)"
"10860933-0-421","Norvulk Ruins","노벅 유적 (Norvulk Ruins)"
"10860933-0-1660","Memorial Armory","기념 병기고 (Memorial Armory)"
"10860933-0-1662","Merchant's Gate","상인의 관문 (Merchant's Gate)"
"10860933-0-1668","Boreal Forge","북풍의 대장간 (Boreal Forge)"
"10860933-0-439","Loriasel","로리어셀 (Loriasel)"
"10860933-0-1667","Malacath Statue","말라카스 동상 (Malacath Statue)"
"10860933-0-1666","Dungeon: White-Gold Tower","던전: 백금탑 (White-Gold Tower)"
"10860933-0-437","Shor's Stone","쇼어의 돌 (Shor's Stone)"
"10860933-0-438","Skald's Retreat","스칼드의 피난처 (Skald's Retreat)"
"10860933-0-435","The Mage","마법사 (The Mage)"
"108566804-0-1736","You defeated Rakkhat and banished the dro-m'Athra.","라카트를 격퇴시키고 드로 마스라를 추방시켰습니다."
"10860933-0-436","The Lord","군주 (The Lord)"
"10860933-0-1669","Morkuldin Forge","모쿨딘 대장간 (Morkuldin Forge)"
"10860933-0-434","The Tower","탑 (The Tower)"
"10860933-0-431","Leki's Blade Wayshrine","레키의 칼날 성소"
"10860933-0-432","Satakalaam Wayshrine","사타칼람 성소"
"10860933-0-430","Bergama Wayshrine","벌가마 성소"
"108566804-0-193","You solved the mystery of the poisoned johads.","당신은 오염된 조하드의 수수께끼를 풀었습니다."
"108566804-0-194","You defeated Uwafa and recovered one of the Ansei Wards.","당신은 우와파를 쓰러뜨리고 안세이 워드 하나를 회수했습니다."
"108566804-0-196","You've resolved the spider Daedra's deal with the lovers.","당신은 연인들과 관련된 거미 데이드라와의 거래를 결정했습니다."
"10860933-0-408","Tribunal Temple","트라이뷰널 사원 (Tribunal Temple)"
"10860933-0-409","Northpoint Wayshrine","노스포인트 성소"
"10860933-0-406","Staging Grounds Wayshrine","집결 지점 성소"
"10860933-0-888","Shrikes' Aerie Wayshrine","때까치의 둥지 성소"
"10860933-0-404","Hoarfrost Downs","서리 고원"
"10860933-0-889","HoonDing's Watch Wayshrine","훈딩의 감시탑 성소"
"10860933-0-405","Boralis Wayshrine","보랄리스 성소"
"10860933-0-886","Arenthia","아렌시아 (Arenthia)"
"10860933-0-402","Crestshade Wayshrine","마루그늘 성소"
"10860933-0-887","Ogre's Bluff","오우거의 절벽 (Ogre's Bluff)"
"10860933-0-403","Camp Tamrith Wayshrine","탐리스 야영지 성소"
"10860933-0-1659","Nobles Armory","귀족 병기고 (Nobles Armory)"
"10860933-0-884","Shadows Crawl","그림자 서행 (Shadows Crawl)"
"10860933-0-400","Pariah Abbey Wayshrine","파리아 수도원 성소"
"10860933-0-1658","Arboretum Armory","수목원 병기고 (Arboretum Armory)"
"10860933-0-885","Driladan Pass","드릴라단 고개 (Driladan Pass)"
"10860933-0-401","Oldgate Wayshrine","올드게이트 성소"
"10860933-0-882","Cat's Eye Quay","고양이눈 선창 (Cat's Eye Quay)"
"10860933-0-883","Greenhill","그린힐 (Greenhill)"
"10860933-0-880","Mistral Wayshrine","미스트랄 성소 (Mistral Wayshrine)"
"10860933-0-881","Moonhenge","문헨지 유적 (Moonhenge)"
"10860933-0-419","Farangel's Delve","파란젤의 탐사지 (Farangel's Delve)"
"10860933-0-1646","Atelier of the Twice-Born Star","쌍둥이 별의 아틀리에 (Atelier of the Twice-Born Star)"
"10860933-0-417","Koeglin Mine","코글린 광산 (Koeglin Mine)"
"10860933-0-418","Pariah Catacombs","파리아 카타콤 (Pariah Catacombs)"
"10860933-0-899","The Warrior","전사 (The Warrior)"
"10860933-0-415","The Serpent","뱀 (The Serpent)"
"10860933-0-416","Portdun Watch","포트둔 감시대 (Portdun Watch)"
"10860933-0-897","Hollow Waste Dolmen","공허 황무지 고인돌"
"10860933-0-413","The Atronach","아트로나크 (The Atronach)"
"10860933-0-898","Tigonus Dolmen","티고누스 고인돌"
"10860933-0-414","The Shadow","그림자 (The Shadow)"
