"Location","Source","Target"
"7949764-0-20032","Investigate Hozzin's Folly (North)","호진의 어리석음을 조사하기 (북쪽)"
"7949764-0-22693","Kill <<1>>","<<1>>을 죽이기"
"7949764-0-22695","Place the Welkynd Stones in the Sconces","받침대에 웰킨드석을 올려놓기"
"7949764-0-34687","Find the Great Hall Story","대강당 이야기를 찾기"
"7949764-0-32023","Enter Sorcerer Division Arena","마법사 종목 경기장에 입장하기"
"7949764-0-34689","Investigate the East Gate","동쪽 관문 조사"
"7949764-0-34680","Find Thibierry","Thibierry 찾기"
"7949764-0-32029","Find the Nereid Temple","네레이드 신전을 찾기"
"74865733-0-21265","Read","읽기"
"7949764-0-32028","Take the Bow from the Servant of Naemon","네이몬의 종에게서 활을 되찾기"
"7949764-0-34683","Find the Lighthouse Story","등대 이야기를 찾기"
"7949764-0-32027","Find General Malgoth's Remains","말고스 장군의 유해를 찾기"
"74865733-0-21263","Take","가지기"
"7949764-0-32026","Talk to <<1>>","<<1>>와(과) 대화하기"
"74865733-0-21260","Take","가지기"
"7949764-0-19049","Talk to Selgaard","Talk to Selgaard"
"7949764-0-19053","Stop Cultists and Skeletons tormenting the spirits","Stop Cultists and Skeletons tormenting the spirits"
"7949764-0-19050","Find the Mysterious Travelers","Find the Mysterious Travelers"
"7949764-0-46659","Gather <<m:1>>","Gather <<m:1>>"
"7949764-0-46658","Gather <<1>>","Gather <<1>>"
"7949764-0-46657","Gather <<1>>","Gather <<1>>"
"7949764-0-20043","Investigate Hozzin's Folly (South)","호진의 어리석음을 조사하기 (남쪽)"
"7949764-0-46655","Talk to Chief Bazrag","Talk to Chief Bazrag"
"7949764-0-32013","Talk to the Green Lady","녹색 여군주와 대화하기"
"7949764-0-34676","Collect <<1>>","<<1>> 수집하기"
"7949764-0-34677","Collect <<1>>","<<1>> 수집하기"
"108533454-0-4419","Diving into Water…","물 속으로 뛰어드는 중..."
"108533454-0-4412","Entering Shrine…","성소 들어가는 중..."
"7949764-0-58628","Talk to Miriya","Talk to Miriya"
"7949764-0-32018","Return to the Temple","사원으로 돌아가기"
"7949764-0-58625","Talk to Cainar","카이나와 대화하기"
"7949764-0-58626","Rescue Grog","Rescue Grog"
"7949764-0-34674","Return to <<1>>","<<1>>로 돌아가기"
"7949764-0-19059","Talk to <<1>>","<<1>>와(과) 대화하기"
"7949764-0-58624","Talk to Battlereeve Tanerline","Talk to Battlereeve Tanerline"
"7949764-0-22631","Kill <<1>>","<<1>>을(를) 죽이기"
"7949764-0-22636","Find Captain Astanya","아스타냐 대장을 찾기"
"7949764-0-22635","Open <<1>>'s Sarcophagus","<<1>>의 석관을 열기"
"7949764-0-22637","Enter the Forge Area","Enter the Forge Area"
"7949764-0-46607","Search Slain Daedra for the Black Iron Key","Search Slain Daedra for the Black Iron Key"
"7949764-0-34618","Meet Glarikha and Sir Jarnot","Glarikha 와 Jarnot 경 만나기"
"7949764-0-46606","Defeat King Kurog","Defeat King Kurog"
"7949764-0-34619","Talk to the Crow","까마귀와 대화"
"7949764-0-46605","Talk to Chief Bazrag","Talk to Chief Bazrag"
"7949764-0-46604","Talk to the Drake of Blades","검의 드레이크와 대화하기"
"7949764-0-46603","Talk to General Aklash","Talk to General Aklash"
"7949764-0-46601","Ask <<1>> About Items","Ask <<1>> About Items"
"7949764-0-22630","Kill <<1>>","<<1>>을(를) 죽이기"
"7949764-0-46600","Destroy the <<1>>","<<1>>을(를) 파괴하기"
"74865733-0-21208","Examine","조사하기"
"7949764-0-34622","Talk to <<1>>","<<1>>와(과) 대화"
"74865733-0-21209","Examine","조사하기"
"7949764-0-34623","Meet the Queen Outside","바깥에서 여왕 만나기"
"74865733-0-23869","Place","놓기"
"7949764-0-34624","Allow Renchant to Live","Renchant 를 살려주기"
"74865733-0-21207","Examine","조사하기"
"74865733-0-23868","Place","놓기"
"74865733-0-11881","Destroy","파괴하기"
"7949764-0-34625","Kill Duke Renchant","Renchant 공작 죽이기"
"7949764-0-10658","Talk to <<1>>","<<1>>와(과) 대화하기"
"7949764-0-10659","Free the Second Prisoner","감금당한 두번째 인물을 풀어주십시오."
"74865733-0-23866","Place","놓기"
"7949764-0-34627","Meet the Queen Outside","바깥에서 여왕 만나기"
"74865733-0-23865","Place","놓기"
"74865733-0-23864","Place","놓기"
"74865733-0-11885","Place","놓기"
"74865733-0-23863","Place","놓기"
"74865733-0-11886","Place","놓기"
"74865733-0-23862","Take","가지기"
"74865733-0-11887","Place","놓기"
"74865733-0-23861","Open","열기"
"74865733-0-11888","Take","가지기"
"74865733-0-11889","Take","가지기"
"7949764-0-10651","Scout Alessia Farm","알레시아 농장(Alessia Farm)을 정찰하기"
"7949764-0-34620","Find Daifa in the Bosmer Camp","보스머 야영지에서 다이파를 찾기"
"7949764-0-22642","Talk to <<1>>","<<1>>와(과) 대화하기"
"109216308-0-22355","<Leave it be.>","<내버려 두자.>"
"7949764-0-22645","Rescue <<1>>","<<1>>을(를) 구출하기"
"7949764-0-22647","Rescue <<1>>","<<1>>을(를) 구출하기"
"7949764-0-22646","Rescue <<1>>","<<1>>을(를) 구출하기"
"7949764-0-34607","Stop the Ritual","의식 멈추기"
"7949764-0-34608","Stop the Ritual","의식 멈추기"
"7949764-0-34609","Stop the Ritual","의식 멈추기"
"109216308-0-22356","<Leave it be.>","<내버려 두자.>"
"7949764-0-22641","Talk to <<1>>","<<1>>와(과) 대화하기"
"7949764-0-22640","Talk to <<1>>","<<1>>와(과) 대화하기"
"7949764-0-34610","Stop the Ritual","의식 멈추기"
"7949764-0-10665","Scout Faregyl Farm","파레길 농장(Faregyl Farm)을 정찰하기"
"74865733-0-21219","Light","불 붙이기"
"7949764-0-34612","Follower Lost","동료를 잃었습니다"
"7949764-0-10663","Find Edrien's Cache","에드리엔(Edrien)의 은닉처 찾기"
"74865733-0-21217","Light","불 붙이기"
"74865733-0-11891","Examine","조사하기"
"74865733-0-21218","Light","불 붙이기"
"74865733-0-23879","Destroy","파괴하기"
"74865733-0-11892","Examine","조사하기"
"74865733-0-23878","Destroy","파괴하기"
"7949764-0-34615","Talk to Glarikha","Glarikha와 대화"
"74865733-0-21216","Light","불 붙이기"
"74865733-0-23877","Destroy","파괴하기"
"74865733-0-11894","Examine","조사하기"
"7949764-0-34616","Find Proof of the Imperial Plot","임페리얼 음모의 긍거 찾기"
"74865733-0-21213","Take","가지기"
"74865733-0-23876","Destroy","파괴하기"
"74865733-0-11895","Activate","작동하기"
"7949764-0-10668","Scout Roebeck Farm","로베크 농장(Roebeck Farm)을 정찰하기"
"74865733-0-23875","Destroy","파괴하기"
"74865733-0-23874","Destroy","파괴하기"
"74865733-0-11897","Search","수색하기"
"74865733-0-21212","Search","수색하기"
"74865733-0-23873","Destroy","파괴하기"
"74865733-0-23872","Destroy","파괴하기"
"74865733-0-11899","Examine","조사하기"
"7949764-0-10661","Find and Kill <<1>>","<<1>>을(를) 찾아서 죽이기"
"74865733-0-23870","Place","놓기"
"108533454-0-4475","Entering…","들어가는 중…"
"7949764-0-22654","Read <<1>>","<<1>>을(를) 읽기"
"7949764-0-22653","Kill <<1>>","<<1>>을(를) 죽이기"
"7949764-0-22656","Collect <<1>>","<<1>>을(를) 수집하기"
"7949764-0-22655","Kill <<1>>","<<1>>을(를) 죽이기"
"7949764-0-46629","Gather Your Allies","Gather Your Allies"
"7949764-0-46628","Gather Your Allies","Gather Your Allies"
"7949764-0-46627","Gather Your Allies","Gather Your Allies"
"7949764-0-46626","Gather Your Allies","Gather Your Allies"
"7949764-0-46625","Cast the Translation Spell","Cast the Translation Spell"
"7949764-0-22650","Search the Ruins","유적 조사하기"
"7949764-0-46623","Find the Chief Archivist in the Archives","Find the Chief Archivist in the Archives"
"7949764-0-22652","Read <<1>>","<<1>>을(를) 읽기"
"7949764-0-10674","Scout Bloodmayne Farm","블러드메인 농장(Bloodmayne Farm)을 정찰하기"
"7949764-0-34647","Talk to <<1>>","<<1>>와(과) 대화하기"
"74865733-0-23889","Seal","봉인"
"7949764-0-34648","Defend the Tower","탑 방어하기"
"74865733-0-23888","Seal","봉인"
"7949764-0-34649","Obtain an <<1>>","<<1>>을 얻어내기"
"7949764-0-10678","Find the Crypt","무덤을 찾기"
"74865733-0-23887","Seal","봉인"
"7949764-0-10679","Scout Warden Lumbermill","파수꾼 제재소(Warden Lumbermill)를 정찰하기"
"74865733-0-23886","Seal","봉인"
"219689294-2-625","Assimilate","융합"
"74865733-0-23885","Seal","봉인"
"74865733-0-23884","Seal","봉인"
"74865733-0-23882","Seal","봉인"
"74865733-0-23881","Examine","조사하기"
"7949764-0-34640","Ignite the Tiger Brazier","호랑이 화로에 불을 붙이기"
"7949764-0-10673","Scout Black Boot Farm","검은장화 농장(Black Boot Farm)을 정찰하기"
"74865733-0-23880","Destroy","파괴하기"
"7949764-0-10670","Scout Brindle Farm","얼룩무늬 농장(Brindle Farm)을 정찰하기"
"7949764-0-10671","Talk to Grahla","Grahla와 대화하기"
"7949764-0-19013","Pray at the Fox Totem","여우의 토템에 기도하기"
"7949764-0-20003","Investigate Camp","캠프를 조사하기"
"7949764-0-19014","Pray at the Bear Totem","곰의 토템에 기도하기"
"7949764-0-19012","Talk to the High Priest","대 제사장과 대화하기"
"7949764-0-20007","Explore Bleakrock Isle","블리크락 섬(BleakRock Isle) 들러보기"
"7949764-0-46618","Find <<1>> in the Alliance Base","Find <<1>> in the Alliance Base"
"7949764-0-46617","Anoint Casks of Oil with <<A:1>>","Anoint Casks of Oil with <<A:1>>"
"7949764-0-46616","Bring the Components to the Ritual Brazier","Bring the Components to the Ritual Brazier"
"7949764-0-46615","Find <<a:1>>","Find <<a:1>>"
"7949764-0-46614","Collect <<m:1>>","Collect <<m:1>>"
"7949764-0-46613","Enter the Garrison","Enter the Garrison"
"7949764-0-22660","Help <<1>>","<<1>>를 도와주기"
"7949764-0-22663","West House FX State","서쪽 집의 FX 상태"
"7949764-0-10687","Destroy Skeletons","해골들 파괴하기"
"7949764-0-34633","Wolf Fire","늑대의 불"
"7949764-0-34634","Ignite the Wolf Brazier","늑대 화로에 불을 붙이기"
"74865733-0-21239","Examine","조사하기"
"7949764-0-34635","Escort Townsfolk to Safety","마을 주민을 안전하게 호위하기"
"7949764-0-10686","Scout Glademist Lumbermill","빈터안개 제재소(Glademist Lumbermill) 정찰하기"
"7949764-0-34636","Tiger Fire","호랑이의 불"
"74865733-0-23899","Seal","봉인"
"7949764-0-46609","Gather Your Allies for the Funeral","Gather Your Allies for the Funeral"
"7949764-0-46608","Return to the Keep","성으로 돌아가기"
"108533454-0-4459","Examining…","조사중…"
"7949764-0-19019","Defeat the Bad Man","나쁜 사람을 물리치기"
"7949764-0-19017","Burn the Weapons Stockpile","비축된 무기를 불태우기"
"74865733-0-23892","Seal","봉인"
"7949764-0-10684","Scout Rayles Lumbermill","레일스 제재소(Rayles Lumbermill) 정찰하기"
"7949764-0-19018","Enter the Skuldafn Tombs","스컬다픈의 무덤에 들어가기"
"74865733-0-23891","Seal","봉인"
"7949764-0-10681","Collect <<1>>","<<1>>을(를) 가져가기"
"7949764-0-19015","Pray at the Wolf Totem","늑대의 토템에 기도하기"
"74865733-0-23890","Seal","봉인"
"7949764-0-10682","Collect <<1>>","<<1>>을(를) 가져가기"
"7949764-0-10606","Scout Bloodmayne Mine","블러드메인 광산 정찰하기"
"7949764-0-10609","Talk to <<1>>","<<1>>와(과) 대화하기"
"74865733-0-23828","Examine","조사하기"
"7949764-0-10611","Scout Warden Farm","파수꾼 농장(Warden Farm)을 정찰하기"
"74865733-0-23826","Enter","들어가기"
"74865733-0-23825","Enter","들어가기"
"74865733-0-23824","Take","가지기"
"7949764-0-10615","Scout Glademist Farm","빈터안개 농장을 정찰하기"
"74865733-0-23821","Take","가지기"
"74865733-0-11840","Use","사용하기"
"7949764-0-10613","Scout Rayles Farm","레일스 농장을 정찰하기"
"74865733-0-11841","Use","사용하기"
"74865733-0-11844","Search","수색하기"
"74865733-0-11847","Take","가지기"
"59991493-1-120","65%","65%"
"219689294-2-640","Loot","가져가기"
"7949764-0-22604","Search the Dropped Pack","떨어진 짐 찾기"
"7949764-0-10618","Scout Aleswell Farm","알레스웰 농장을 정찰하기"
"7949764-0-10616","Scout Ash Farm","잿더미 농장(Ash Farm) 정찰하기"
"74865733-0-23839","Place","놓기"
"7949764-0-10621","Scout Dragonclaw Farm","드래곤발톱 농장을 정찰하기"
"74865733-0-23838","Place","놓기"
"74865733-0-23836","Destroy","파괴하기"
"74865733-0-23835","Destroy","파괴하기"
