"Location","Source","Target"
"242841733-0-89667","Sword of the Sergeant","Sword of the Sergeant"
"242841733-0-133504","The Asylum's Sword","The Asylum's Sword"
"242841733-0-108573","Barkskin Sword","Barkskin Sword"
"242841733-0-128190","Blooddrinker Sword","Blooddrinker Sword"
"242841733-0-54105","Sword of Shalidor's Curse","Sword of Shalidor's Curse"
"242841733-0-75000","Sword of the Shadow Dancer","Sword of the Shadow Dancer"
"242841733-0-113930","Sword of the Immortal Yokeda","Immortal Yokeda: 검"
"242841733-0-162065","Roaring Opportunist's Sword","Roaring Opportunist's Sword"
"242841733-0-76333","Pelinal's Sword","Pelinal's Sword"
"242841733-0-163394","Spell Parasite's Sword","Spell Parasite's Sword"
"242841733-0-101947","Prisoner's Sword","죄수의 검 (Prisoner's Sword)"
"242841733-0-89647","Sword of the Sergeant","Sword of the Sergeant"
"242841733-0-47811","Sword of the Seducer","Sword of the Seducer"
"242841733-0-90632","Sword of the Onslaught","Sword of the Onslaught"
"242841733-0-150086","False God's Sword","False God's Sword"
"242841733-0-91969","Sword of the Swift","Sword of the Swift"
"242841733-0-142462","Dead-Water's Guile Sword","Dead-Water's Guile Sword"
"242841733-0-146824","Frozen Watcher's Sword","Frozen Watcher's Sword"
"242841733-0-141131","Jailer's Sword","Jailer's Sword"
"242841733-0-143798","Might of the Lost Legion Sword","Might of the Lost Legion Sword"
"242841733-0-85293","Sword of Nikulas","Sword of Nikulas"
"242841733-0-98593","Sword of the Vampire's Cloak","Sword of the Vampire's Cloak"
"242841733-0-97263","Sword of a Mother's Sorrow","Sword of a Mother's Sorrow"
"242841733-0-107261","Sword of the Undaunted Unweaver","Undaunted Unweaver: 검"
"242841733-0-162078","Roaring Opportunist's Sword","Roaring Opportunist's Sword"
"242841733-0-108593","Barkskin Sword","Barkskin Sword"
"242841733-0-155780","Ancient Dragonguard's Sword","Ancient Dragonguard's Sword"
"242841733-0-52394","Sword of Alessia's Bulwark","Sword of Alessia's Bulwark"
"242841733-0-125907","Impregnable Armor Sword^n","Impregnable Armor Sword"
"242841733-0-153118","Z'en's Sword","Z'en's Sword"
"242841733-0-88311","Sword of Durok's Bane","Sword of Durok's Bane"
"242841733-0-122880","War Maiden's Sword","War Maiden's Sword"
"242841733-0-100631","Spriggan's Sword","Spriggan's Sword"
"242841733-0-121553","Assassin's Sword","Assassin: 암살자의 검"
"242841733-0-113950","Sword of the Immortal Yokeda","Sword of the Immortal Yokeda"
"242841733-0-49610","Sword of Oblivion's Foe","Sword of Oblivion's Foe"
"242841733-0-101968","Prisoner's Sword","죄수의 검 (Prisoner's Sword)"
"242841733-0-84856","Sword of the Sun","Sword of the Sun"
"242841733-0-141191","Jailer's Sword","Jailer's Sword"
"242841733-0-125942","Impregnable Armor Sword^n","Impregnable Armor Sword"
"242841733-0-33274","Stormcaller's Blade","Jolting: Stormcaller's Blade"
"242841733-0-69225","Sword of Willpower","Sword of Willpower"
"242841733-0-144222","Spell Strategist Sword","Spell Strategist Sword"
"242841733-0-121588","Assassin's Sword","Assassin's Sword"
"242841733-0-96833","Sword of the Wyrd Tree","Sword of the Wyrd Tree"
"242841733-0-146886","Sword of Scavenging Demise","Sword of Scavenging Demise"
"242841733-0-107282","Sword of the Undaunted Unweaver","Sword of the Undaunted Unweaver"
"242841733-0-153181","Z'en's Sword","Z'en's Sword"
"242841733-0-149919","Lokkestiiz's Sword","Lokkestiiz's Sword"
"242841733-0-91140","Sword of Almalexia's Mercy","Sword of Almalexia's Mercy"
"242841733-0-92471","Barkskin Sword","Barkskin Sword"
"242841733-0-60893","Sword of the Armor Master","Sword of the Armor Master"
"242841733-0-100651","Spriggan's Sword","Spriggan's Sword"
"242841733-0-157539","Draugrkin Sword","Draugrkin Sword"
"242841733-0-156209","New Moon Acolyte's Sword","New Moon Acolyte's Sword"
"242841733-0-69238","Sword of Willpower","Sword of Willpower"
"242841733-0-80491","Sword Of The Knightmare","Sword Of The Knightmare"
"242841733-0-80479","Sword Of The Knightmare","Sword Of The Knightmare"
"242841733-0-78155","Galerion's Sword","Galerion's Sword"
"242841733-0-101989","Prisoner's Sword","죄수의 검 (Prisoner's Sword)"
"242841733-0-113970","Sword of the Immortal Yokeda","Sword of the Immortal Yokeda"
"242841733-0-84835","Sword of the Sun","Sword of the Sun"
"242841733-0-93785","Sword of Cyrodiil's Ward","Sword of Cyrodiil's Ward"
"242841733-0-141171","Jailer's Sword","Jailer's Sword"
"242841733-0-112638","Ophidian Sword of Celerity","Ophidian Celerity: 오피디아인의 검"
"242841733-0-144201","Spell Strategist Sword","Spell Strategist Sword"
"242841733-0-146866","Sword of Scavenging Demise","Sword of Scavenging Demise"
"242841733-0-96813","Sword of the Wyrd Tree","Sword of the Wyrd Tree"
"242841733-0-99088","Sword of the Hatchling's Shell","Sword of the Hatchling's Shell"
"242841733-0-153160","Z'en's Sword","Z'en's Sword"
"242841733-0-112658","Ophidian Sword of Celerity","Ophidian Sword of Celerity"
"242841733-0-92451","Barkskin Sword","Barkskin: 검"
"242841733-0-45265","sword^n","sword"
"242841733-0-158852","Unchained Aggressor's Sword","Unchained Aggressor's Sword"
"242841733-0-50605","Sword of Torug's Pact","Sword of Torug's Pact"
"242841733-0-69212","Sword of Willpower","Sword of Willpower"
"242841733-0-111319","Sword of the Scathing Mage","Scathing Mage: 검"
"242841733-0-91119","Sword of Almalexia's Mercy","Sword of Almalexia's Mercy"
"242841733-0-100671","Spriggan's Sword","Spriggan's Sword"
"242841733-0-135306","Gloom-Graced Sword","Gloom-Graced Sword"
"242841733-0-137968","Galenwe's Perfected Sword","Galenwe's Perfected Sword"
"242841733-0-55492","sword^n","sword"
"242841733-0-156244","New Moon Acolyte's Sword","New Moon Acolyte's Sword"
"242841733-0-79463","Sword of Trinimac's Valor","Sword of Trinimac's Valor"
"242841733-0-55491","sword^n","sword"
"242841733-0-113990","Sword of the Immortal Yokeda","Sword of the Immortal Yokeda"
"242841733-0-46546","Sword of Twilight's Embrace","Sword of Twilight's Embrace"
"242841733-0-84814","Sword of the Sun","Sword of the Sun"
"242841733-0-80459","Sword Of The Knightmare","Sword Of The Knightmare"
"242841733-0-148620","Senche-raht's Sword","Senche-raht's Sword"
"242841733-0-93765","Sword of Cyrodiil's Ward","Sword of Cyrodiil's Ward"
"242841733-0-47869","Sword of the Seducer","Sword of the Seducer"
"242841733-0-72829","Eternal Hunt Sword","Eternal Hunt Sword"
"242841733-0-136629","Nocturnal's Favored Sword","Nocturnal's Favored Sword"
"242841733-0-109017","Sword of Truth","Sword of Truth"
"242841733-0-150938","Perfected Yolnahkriin's Sword","Perfected Yolnahkriin's Sword"
"242841733-0-157581","Draugrkin Sword","Draugrkin Sword"
"242841733-0-60858","Sword of the Armor Master","Sword of the Armor Master"
"242841733-0-99068","Sword of the Hatchling's Shell","Hatchling's Shell: 검"
"242841733-0-112678","Ophidian Sword of Celerity","Ophidian Sword of Celerity"
"242841733-0-79475","Sword of Trinimac's Valor","Sword of Trinimac's Valor"
"242841733-0-124639","Inventor's Guard Sword^n","Inventor's Guard Sword"
"242841733-0-46534","Sword of Twilight's Embrace","Twilight's Embrace: 검"
"242841733-0-111340","Sword of the Scathing Mage","Sword of the Scathing Mage"
"242841733-0-162921","Perfect Sword of Kyne's Wind","Perfect Sword of Kyne's Wind"
"242841733-0-100691","Spriggan's Sword","Spriggan's Sword"
"242841733-0-123310","Vanguard's Challenge Sword^n","Vanguard's Challenge Sword"
"242841733-0-47893","Sword of the Seducer","Sword of the Seducer"
"242841733-0-45230","sword^n","sword"
"242841733-0-158887","Unchained Aggressor's Sword","Unchained Aggressor's Sword"
"242841733-0-110027","Sword of Nikulas","Sword of Nikulas"
"242841733-0-137988","Galenwe's Perfected Sword","Galenwe's Perfected Sword"
"242841733-0-60823","Sword of the Armor Master","Sword of the Armor Master"
"242841733-0-75085","Sword of the Night Mother","Sword of the Night Mother"
"242841733-0-80439","Sword Of The Knightmare","Sword Of The Knightmare"
"242841733-0-93745","Sword of Cyrodiil's Ward","Sword of Cyrodiil's Ward"
"242841733-0-87078","Sword of the Footman","Sword of the Footman"
"242841733-0-144243","Spell Strategist Sword","Spell Strategist Sword"
"242841733-0-150918","Perfected Yolnahkriin's Sword","Perfected Yolnahkriin's Sword"
"242841733-0-79439","Sword of Trinimac's Valor","Trinimac's Valor: 검"
"242841733-0-109037","Sword of Truth","Sword of Truth"
"242841733-0-112698","Ophidian Sword of Celerity","Ophidian Sword of Celerity"
"242841733-0-47881","Sword of the Seducer","Sword of the Seducer"
"242841733-0-157560","Draugrkin Sword","Draugrkin Sword"
"242841733-0-78120","Galerion's Sword","Galerion's Sword"
"242841733-0-79451","Sword of Trinimac's Valor","Sword of Trinimac's Valor"
"242841733-0-111361","Sword of the Scathing Mage","Sword of the Scathing Mage"
"242841733-0-122008","Sword of Daedric Trickery","Sword of Daedric Trickery"
"242841733-0-92409","Sword of the Twin Sisters","Sword of the Twin Sisters"
"242841733-0-103740","Sword of the Combat Physician","Combat Physician: 검"
"242841733-0-88393","Sword of Cyrodiil's Crest","Sword of Cyrodiil's Crest"
"242841733-0-111257","Rattlecage Sword","Rattlecage Sword"
"242841733-0-116942","Sword of the Phoenix","Sword of the Phoenix"
"242841733-0-104959","Embershield Sword","Embershield Sword"
"242841733-0-136559","Nocturnal's Favored Sword","Nocturnal's Favored Sword"
"242841733-0-135226","Gloom-Graced Sword","Gloom-Graced Sword"
"242841733-0-128931","Curse of Doylemish Sword","Doylemish: 돌레미쉬의 저주 검"
"242841733-0-144180","Spell Strategist Sword","Spell Strategist Sword"
"242841733-0-103638","Sword of the Undaunted Bastion","Sword of the Undaunted Bastion"
"242841733-0-54917","Sword of the Two-Fanged Snake","Sword of the Two-Fanged Snake"
"242841733-0-150858","Perfected Yolnahkriin's Sword","Perfected Yolnahkriin's Sword"
"242841733-0-127607","Pillar Of Nirn Sword","Pillar Of Nirn Sword"
"242841733-0-54918","Sword of the Two-Fanged Snake","Sword of the Two-Fanged Snake"
"242841733-0-50558","Sword of Torug's Pact","Sword of Torug's Pact"
"242841733-0-162836","Vrol's Perfect Sword","Vrol's Perfect Sword"
"242841733-0-149879","Lokkestiiz's Sword","Lokkestiiz's Sword"
"242841733-0-69186","Sword of Willpower","Sword of Willpower"
"242841733-0-51885","Sword of the Song of Lamae","Song of Lamae: 검"
"242841733-0-124576","Inventor's Guard Sword^n","Inventor's Guard Sword"
"242841733-0-96793","Sword of the Wyrd Tree","Sword of the Wyrd Tree"
"242841733-0-49565","Sword of Ashen Grip","Sword of Ashen Grip"
"242841733-0-86503","Ice Furnace Sword","Ice Furnace Sword"
"242841733-0-123230","Vanguard's Challenge Sword^n","Vanguard's Challenge Sword"
"242841733-0-102317","Blessed Sword","Blessed Sword"
"242841733-0-104979","Embershield Sword","Embershield Sword"
"242841733-0-87842","Sword of the Potentates","Sword of the Potentates"
"242841733-0-148550","Senche-raht's Sword","Senche-raht's Sword"
"242841733-0-95456","Sword of Martial Knowledge","Martial Knowledge: 검"
"242841733-0-50546","Sword of Torug's Pact","Sword of Torug's Pact"
"242841733-0-69199","Sword of Willpower","Sword of Willpower"
"242841733-0-73209","Sword of Syvarra's Scales","Syvarra's Scales: 검"
"242841733-0-111277","Rattlecage Sword","Rattlecage Sword"
"242841733-0-116963","Sword of the Phoenix","Sword of the Phoenix"
"242841733-0-87829","Sword of the Potentates","Sword of the Potentates"
"242841733-0-49598","Sword of Oblivion's Foe","Oblivion's Foe: 검"
"242841733-0-48264","Sword of Vampire's Kiss","Sword of Vampire's Kiss"
"242841733-0-91098","Sword of Almalexia's Mercy","Sword of Almalexia's Mercy"
"242841733-0-135246","Gloom-Graced Sword","Gloom-Graced Sword"
"242841733-0-127627","Pillar Of Nirn Sword","Pillar Of Nirn Sword"
"242841733-0-103658","Sword of the Undaunted Bastion","Sword of the Undaunted Bastion"
"242841733-0-162816","Vrol's Perfect Sword","Vrol's Perfect Sword"
"242841733-0-149859","Lokkestiiz's Sword","Lokkestiiz's Sword"
"242841733-0-150838","Perfected Yolnahkriin's Sword","Perfected Yolnahkriin's Sword"
"242841733-0-53607","Sword of Kagrenac's Hope","Sword of Kagrenac's Hope"
"242841733-0-128951","Curse of Doylemish Sword","Curse of Doylemish Sword"
"242841733-0-124597","Inventor's Guard Sword^n","Inventor's Guard Sword"
"242841733-0-48252","Sword of Vampire's Kiss","Sword of Vampire's Kiss"
"242841733-0-70160","Sword of Trials","Sword of Trials"
"242841733-0-156154","New Moon Acolyte's Sword","New Moon Acolyte's Sword"
"242841733-0-96773","Sword of the Wyrd Tree","Wyrd Tree: 검"
"242841733-0-50570","Sword of Torug's Pact","Sword of Torug's Pact"
"242841733-0-87816","Sword of the Potentates","Sword of the Potentates"
"242841733-0-84793","Sword of the Sun","Sword of the Sun"
"242841733-0-123250","Vanguard's Challenge Sword^n","Vanguard's Challenge Sword"
"242841733-0-91077","Sword of Almalexia's Mercy","Sword of Almalexia's Mercy"
"242841733-0-102337","Blessed Sword","Blessed Sword"
"242841733-0-104999","Embershield Sword","Embershield Sword"
"242841733-0-75843","Sword of Varen's Legacy","Sword of Varen's Legacy"
"242841733-0-69173","Sword of Willpower","Willpower: 검"
"242841733-0-51897","Sword of the Song of Lamae","Sword of the Song of Lamae"
"242841733-0-135266","Gloom-Graced Sword","Gloom-Graced Sword"
"242841733-0-136594","Nocturnal's Favored Sword","Nocturnal's Favored Sword"
"242841733-0-72794","Eternal Hunt Sword","Eternal Hunt Sword"
"242841733-0-49530","Sword of Ashen Grip","Sword of Ashen Grip"
"242841733-0-140616","Sword of Ursus","Sword of Ursus"
"242841733-0-116984","Sword of the Phoenix","Sword of the Phoenix"
"242841733-0-87803","Sword of the Potentates","Sword of the Potentates"
"242841733-0-148585","Senche-raht's Sword","Senche-raht's Sword"
"242841733-0-58491","Sword of the Twice-Born Star","Sword of the Twice-Born Star"
"242841733-0-103678","Sword of the Undaunted Bastion","Sword of the Undaunted Bastion"
"242841733-0-106706","Sword of Medusa","Medusa: 검"
"242841733-0-150898","Perfected Yolnahkriin's Sword","Perfected Yolnahkriin's Sword"
"242841733-0-127647","Pillar Of Nirn Sword","Pillar Of Nirn Sword"
"242841733-0-101018","Smuggler's Sword","Smuggler's Sword"
"242841733-0-160218","Temp_Z_Tank's Sword","Temp_Z_Tank's Sword"
"242841733-0-70125","Sword of Trials","Sword of Trials"
"242841733-0-69141","Sword of Endurance","Sword of Endurance"
"242841733-0-128971","Curse of Doylemish Sword","Curse of Doylemish Sword"
"242841733-0-162876","Vrol's Perfect Sword","Vrol's Perfect Sword"
"242841733-0-45160","sword^n","sword"
"242841733-0-113002","Aether Sword of Destruction","Destruction: 천공 검"
"242841733-0-102357","Blessed Sword","Blessed Sword"
"242841733-0-91056","Sword of Almalexia's Mercy","Sword of Almalexia's Mercy"
"242841733-0-95414","Sword of the Fire","Sword of the Fire"
"242841733-0-152605","Hollowfang Sword","할로우팽 검 (Hollowfang Sword)"
"242841733-0-92389","Sword of the Twin Sisters","Sword of the Twin Sisters"
"242841733-0-123270","Vanguard's Challenge Sword^n","Vanguard's Challenge Sword"
"242841733-0-84772","Sword of the Sun","Sword of the Sun"
"242841733-0-161558","Stuhn's Sword","Stuhn's Sword"
"242841733-0-69154","Sword of Endurance","Sword of Endurance"
"242841733-0-135286","Gloom-Graced Sword","Gloom-Graced Sword"
"242841733-0-138310","Relequen's Perfected Sword","Relequen's Perfected Sword"
"242841733-0-80399","Sword Of The Knightmare","The Knightmare: 검"
"242841733-0-45195","sword^n","sword"
"242841733-0-60788","Sword of the Armor Master","Sword of the Armor Master"
"242841733-0-106726","Sword of Medusa","Sword of Medusa"
"242841733-0-127667","Pillar Of Nirn Sword","Pillar Of Nirn Sword"
"242841733-0-69128","Sword of Endurance","Sword of Endurance"
"242841733-0-103698","Sword of the Undaunted Bastion","Sword of the Undaunted Bastion"
"242841733-0-150878","Perfected Yolnahkriin's Sword","Perfected Yolnahkriin's Sword"
"242841733-0-101039","Smuggler's Sword","Smuggler's Sword"
"242841733-0-96731","Shalk's Sword","Shalk's Sword"
"242841733-0-128991","Curse of Doylemish Sword","Curse of Doylemish Sword"
"242841733-0-162856","Vrol's Perfect Sword","Vrol's Perfect Sword"
"242841733-0-149899","Lokkestiiz's Sword","Lokkestiiz's Sword"
"242841733-0-161523","Stuhn's Sword","Stuhn's Sword"
"242841733-0-78085","Galerion's Sword","Galerion's Sword"
"242841733-0-123290","Vanguard's Challenge Sword^n","Vanguard's Challenge Sword"
"242841733-0-159226","Dauntless Combatant's Sword","Dauntless Combatant's Sword"
"242841733-0-113023","Aether Sword of Destruction","Aether Sword of Destruction"
"242841733-0-105405","Treasure Hunter's Sword","Treasure Hunter: 보물사냥꾼의 검"
"242841733-0-75808","Sword of Varen's Legacy","Sword of Varen's Legacy"
"242841733-0-102377","Blessed Sword","Blessed Sword"
"242841733-0-92369","Sword of the Twin Sisters","Sword of the Twin Sisters"
"242841733-0-84751","Sword of the Sun","Sword of the Sun"
"242841733-0-91035","Sword of Almalexia's Mercy","Sword of Almalexia's Mercy"
"242841733-0-161597","Sword of Dragon's Appetite","Sword of Dragon's Appetite"
"242841733-0-56700","Sword of Orgnum's Scales","Sword of Orgnum's Scales"
"242841733-0-138332","Siroria's Perfected Sword","Siroria's Perfected Sword"
"242841733-0-140656","Sword of Ursus","Sword of Ursus"
"242841733-0-73287","Sword of Twilight Remedy","Twilight Remedy: 검"
"242841733-0-89627","Sword of the Sergeant","The Sergeant: 검"
"242841733-0-85273","Sword of Nikulas","Nikulas: 검"
"242841733-0-90611","Sword of the Onslaught","The Onslaught: 검"
"242841733-0-151308","Perfected False God's Sword","Perfected False God's Sword"
"242841733-0-106746","Sword of Medusa","Sword of Medusa"
"242841733-0-91948","Sword of the Swift","The Swift: 검"
"242841733-0-97242","Sword of a Mother's Sorrow","Sword of a Mother's Sorrow"
"242841733-0-98573","Sword of the Vampire's Cloak","Sword of the Vampire's Cloak"
"242841733-0-113044","Aether Sword of Destruction","Aether Sword of Destruction"
"242841733-0-105426","Treasure Hunter's Sword","Treasure Hunter's Sword"
"242841733-0-152647","Hollowfang Sword","할로우팽 검 (Hollowfang Sword)"
"242841733-0-101060","Smuggler's Sword","Smuggler's Sword"
"242841733-0-102397","Blessed Sword","Blessed Sword"
"242841733-0-78978","Sword of Imperial Physique","Sword of Imperial Physique"
"242841733-0-73261","Moondancer Sword","Moondancer Sword"
"242841733-0-138353","Siroria's Perfected Sword","Siroria's Perfected Sword"
"242841733-0-140636","Sword of Ursus","Sword of Ursus"
"242841733-0-117413","Reactive Sword","Reactive Sword"
"242841733-0-129404","Plague Slinger Sword","Plague Slinger Sword"
"242841733-0-106766","Sword of Medusa","Sword of Medusa"
"242841733-0-86585","Sword of the Storm Knight","Sword of the Storm Knight"
"242841733-0-131714","Sword of Glory","Sword of Glory"
"242841733-0-160238","Temp_Z_Tank's Sword","Temp_Z_Tank's Sword"
"242841733-0-52359","Sword of Alessia's Bulwark","Sword of Alessia's Bulwark"
"242841733-0-162896","Vrol's Perfect Sword","Vrol's Perfect Sword"
"242841733-0-73274","Moondancer Sword","Moondancer Sword"
"242841733-0-137013","Relequen's Sword","Relequen's Sword"
"242841733-0-97221","Sword of a Mother's Sorrow","Mother's Sorrow: 검"
"242841733-0-99882","Thunderbug's Sword","Thunderbug's Sword"
"242841733-0-159261","Dauntless Combatant's Sword","Dauntless Combatant's Sword"
"242841733-0-98553","Sword of the Vampire's Cloak","Sword of the Vampire's Cloak"
"242841733-0-101081","Smuggler's Sword","Smuggler's Sword"
"242841733-0-113065","Aether Sword of Destruction","Aether Sword of Destruction"
"242841733-0-105447","Treasure Hunter's Sword","Treasure Hunter's Sword"
"242841733-0-152626","Hollowfang Sword","할로우팽 검 (Hollowfang Sword)"
"242841733-0-44728","Omen's Edge","Rattlecage: Omen's Edge"
"242841733-0-131701","Sword of Glory","Sword of Glory"
"242841733-0-104113","Sword of the Netch's Touch","Netch's Touch: 검"
"242841733-0-140698","Hanu's Sword","Hanu's Sword"
"242841733-0-138374","Siroria's Perfected Sword","Siroria's Perfected Sword"
"242841733-0-143728","Might of the Lost Legion Sword","Might of the Lost Legion Sword"
"242841733-0-131740","Sword of Glory","Sword of Glory"
"242841733-0-151350","Perfected False God's Sword","Perfected False God's Sword"
"242841733-0-85229","Sword of Syrabane","Sword of Syrabane"
"242841733-0-150023","False God's Sword","False God's Sword"
"242841733-0-87896","Deadly Sword","Deadly Sword"
"242841733-0-155706","Daring Corsair's Sword","Daring Corsair's Sword"
"242841733-0-130407","Innate Axiom Sword","Innate Axiom Sword"
"242841733-0-86565","Sword of the Storm Knight","Storm Knight: 검"
"242841733-0-91904","Sword of Cyrodiil's Light","Sword of Cyrodiil's Light"
"242841733-0-106786","Sword of Medusa","Sword of Medusa"
"242841733-0-73235","Sword of Syvarra's Scales","Sword of Syvarra's Scales"
"242841733-0-129424","Plague Slinger Sword","Plague Slinger Sword"
"242841733-0-78943","Sword of Imperial Physique","Sword of Imperial Physique"
"242841733-0-137033","Relequen's Sword","Relequen's Sword"
"242841733-0-162011","Roaring Opportunist's Sword","Roaring Opportunist's Sword"
"242841733-0-99862","Thunderbug's Sword","Thunderbug's Sword"
"242841733-0-98533","Sword of the Vampire's Cloak","Sword of the Vampire's Cloak"
"242841733-0-48276","Sword of Vampire's Kiss","Sword of Vampire's Kiss"
"242841733-0-113086","Aether Sword of Destruction","Aether Sword of Destruction"
"242841733-0-42966","Fang of Scrag of the Storm Knight","Storm Knight: 스크랙의 이빨"
"242841733-0-152689","Hollowfang Sword","할로우팽 검 (Hollowfang Sword)"
"242841733-0-131727","Sword of Glory","Sword of Glory"
"242841733-0-110806","Sword of the Worm Cult","Sword of the Worm Cult"
"242841733-0-105468","Treasure Hunter's Sword","Treasure Hunter's Sword"
"242841733-0-87883","Deadly Sword","Deadly Sword"
"242841733-0-53619","Sword of Kagrenac's Hope","Sword of Kagrenac's Hope"
"242841733-0-73248","Moondancer Sword","Moondancer: 달무희의 검"
"242841733-0-104134","Sword of the Netch's Touch","Sword of the Netch's Touch"
"242841733-0-53654","Sword of Kagrenac's Hope","Sword of Kagrenac's Hope"
"242841733-0-73222","Sword of Syvarra's Scales","Sword of Syvarra's Scales"
"242841733-0-70195","Sword of Trials","Sword of Trials"
"242841733-0-159296","Dauntless Combatant's Sword","Dauntless Combatant's Sword"
"242841733-0-138395","Siroria's Perfected Sword","Siroria's Perfected Sword"
"242841733-0-95498","Sword of Martial Knowledge","Sword of Martial Knowledge"
