"Location","Source","Target"
"263796174-0-359","Alter your armor's appearance by using this complete set of Ancient Dragon Hunter Outfit styles.","이 완전한 고대 드래곤 사냥꾼 아웃핏 양식을 사용하여, 갑옷의 외관을 바꿔 보십시오."
"263796174-0-238","Four more melodramatic House of Reveries Masks, including the Flowervine, Red Visage, Quarto, and Veiled Masks.","Four more melodramatic House of Reveries Masks, including the Flowervine, Red Visage, Quarto, and Veiled Masks."
"263796174-0-117","A variety of household necessities of aristocratic quality, as seen in the homes of high-ranking Nibenese.","A variety of household necessities of aristocratic quality, as seen in the homes of high-ranking Nibenese."
"263796174-0-358","Use to learn the Moongrave Fane crafting style. Also has a chance to drop by killing the |cfffffffinal boss|r in |cffffffMoongrave Fane|r.","달무덤 신전 제작 양식을 사용하여 배웁니다."
"263796174-0-237","Includes the Breath of Y'ffre, Tranquil Reverie, Enigmatic Mood, and Garden Serenade Masks.","Includes the Breath of Y'ffre, Tranquil Reverie, Enigmatic Mood, and Garden Serenade Masks."
"263796174-0-116","Furnishings for the living room in an aristocratic manner, as seen in the homes of high-ranking Nibenese.","Furnishings for the living room in an aristocratic manner, as seen in the homes of high-ranking Nibenese."
"263796174-0-357","Alter your two-handed weapon's Outfit style with a replica of the Ebony Blade Elder Scrolls Artifact, a weapon forged by the Daedric Prince Mephala.\n\n|cff0000This item cannot be dyed.|r","Alter your two-handed weapon's Outfit style with a replica of the Ebony Blade Elder Scrolls Artifact, a weapon forged by the Daedric Prince Mephala.\n\n|cff0000This item cannot be dyed.|r"
"263796174-0-115","Furnishings for the bedroom in an aristocratic manner, as seen in the homes of high-ranking Nibenese.","Furnishings for the bedroom in an aristocratic manner, as seen in the homes of high-ranking Nibenese."
"263796174-0-119","A selection of mainly Ra Gada-inspired cross-cultural kitchen furnishings, ideal for Earthtear Cavern.","A selection of mainly Ra Gada-inspired cross-cultural kitchen furnishings, ideal for Earthtear Cavern."
"263796174-0-110","A selection of bedroom furnishings drawn from cultures across southern Tamriel, ideal for the Grand Topal Hideaway.","A selection of bedroom furnishings drawn from cultures across southern Tamriel, ideal for the Grand Topal Hideaway."
"263796174-0-350","Polish your ladle and set out on a grand culinary adventure with this Provisioning-themed bundle! Whether baking at home or hunting for recipes abroad, this assortment of cooking paraphernalia ensures your heroic exploits never come out undercooked!","Polish your ladle and set out on a grand culinary adventure with this Provisioning-themed bundle! Whether baking at home or hunting for recipes abroad, this assortment of cooking paraphernalia ensures your heroic exploits never come out undercooked!"
"263796174-0-367","You have earned a share of the Dragon's Treasure. This reward bundle includes the Dragon's Treasure Trove Furnishing, Green Dragon Imp Pet, Grim Harvester Costume, and 10 cascading reward boxes.","You have earned a share of the Dragon's Treasure. This reward bundle includes the Dragon's Treasure Trove Furnishing, Green Dragon Imp Pet, Grim Harvester Costume, and 10 cascading reward boxes."
"263796174-0-246","Alter your weapon's appearance to match the Undaunted Grothdarr awards by using this complete set of Outfit styles.","Alter your weapon's appearance to match the Undaunted Grothdarr awards by using this complete set of Outfit styles."
"263796174-0-125","Erect the spine of moist repose with this sun-blessed selection of furnishings for the bedroom.","Erect the spine of moist repose with this sun-blessed selection of furnishings for the bedroom."
"263796174-0-366","Moon-sugar farming implements and wares, an alchemy station, a merchant tent, and more await you in this bundle. Each item represents a slice of Khajiiti life, enabling you to live like the Moons-blessed moon-sugar lover you are!","Moon-sugar farming implements and wares, an alchemy station, a merchant tent, and more await you in this bundle. Each item represents a slice of Khajiiti life, enabling you to live like the Moons-blessed moon-sugar lover you are!"
"263796174-0-124","Enter the wallow of the pleasantly-filled abdomen with this sun-blessed selection of accessories for the kitchen.","Enter the wallow of the pleasantly-filled abdomen with this sun-blessed selection of accessories for the kitchen."
"263796174-0-365","Alter your one-handed weapon's Outfit style with a replica of the Fork of Horripilation Elder Scrolls Artifact, a weapon created by the Daedric Prince Sheogorath.\n\n|cff0000This item cannot be dyed.|r","Alter your one-handed weapon's Outfit style with a replica of the Fork of Horripilation Elder Scrolls Artifact, a weapon created by the Daedric Prince Sheogorath.\n\n|cff0000This item cannot be dyed.|r"
"263796174-0-123","A generous amplitude of egg-endorsed furniture and accessories for every room in your mud-home!","A generous amplitude of egg-endorsed furniture and accessories for every room in your mud-home!"
"263796174-0-364","Express yourself with these three Dragon hunter-themed emotes.","세 명의 드래곤 사냥꾼을 주제로 한 감정표현으로 자신을 표현하세요."
"263796174-0-243","Face marking bundle including the Verdant, Floral, and Spoked Skull Face Tattoos.","Face marking bundle including the Verdant, Floral, and Spoked Skull Face Tattoos."
"263796174-0-122","A selection of mainly Ra Gada-inspired cross-cultural household necessities, ideal for Earthtear Cavern.","A selection of mainly Ra Gada-inspired cross-cultural household necessities, ideal for Earthtear Cavern."
"263796174-0-129","Sweeten up your kitten kitchen with this fine assortment of Khajiiti cookery furnishings.","Sweeten up your kitten kitchen with this fine assortment of Khajiiti cookery furnishings."
"263796174-0-249","Use to learn the Huntsman crafting style.","사냥꾼 제작 양식을 사용하여 배웁니다."
"263796174-0-128","""This is not a complete collection of fine furnishings for a Khajiiti home, no."" —M'aiq the Liar","\"\"This is not a complete collection of fine furnishings for a Khajiiti home, no.\"\" —M'aiq the Liar"
"263796174-0-369","Alter your weapon's appearance to match the Undaunted Kra'gh awards by using this set of Outfit styles.","Alter your weapon's appearance to match the Undaunted Kra'gh awards by using this set of Outfit styles."
"263796174-0-248","Alter your weapon's appearance to match the Undaunted Iceheart awards by using this complete set of Outfit styles.","Alter your weapon's appearance to match the Undaunted Iceheart awards by using this complete set of Outfit styles."
"263796174-0-127","An assortment of basic necessities to make one's mud-home cozy and convenient.","An assortment of basic necessities to make one's mud-home cozy and convenient."
"263796174-0-368","Use to learn the Stags of Z'en Crafting Style. Also has a chance to drop by killing the |cfffffffinal boss|r in |cffffffLair of Maarselok|r.","Use to learn the Stags of Z'en Crafting Style. Also has a chance to drop by killing the |cfffffffinal boss|r in |cffffffLair of Maarselok|r."
"263796174-0-247","Bundle including three Flatbrim Hats: the Modest Mourning Hat, Deluxe Mourning Hat, and Plumed Mourning Hat.","Bundle including three Flatbrim Hats: the Modest Mourning Hat, Deluxe Mourning Hat, and Plumed Mourning Hat."
"263796174-0-126","Erect the spine of reptilian comfort with this sun-blessed selection of furnishings for the living room.","Erect the spine of reptilian comfort with this sun-blessed selection of furnishings for the living room."
"263796174-0-363","|cFFFFFFAn 8,100 Crown Value for 1,900 Crowns! Over|r |c76BCC375%|r |cFFFFFFoff!|r\n Oak-Ember Forge Wolf mount\n 10 Experience Scrolls\n 10 Riding Speed Lessons\n 10 Riding Capacity Lessons\n 10 Fortifying Meals\n 10 Soul Gems\n 50 Tri-Restoration Potions","|cFFFFFFAn 8,100 Crown Value for 1,900 Crowns! Over|r |c76BCC375%|r |cFFFFFFoff!|r\n Oak-Ember Forge Wolf mount\n 10 Experience Scrolls\n 10 Riding Speed Lessons\n 10 Riding Capacity Lessons\n 10 Fortifying Meals\n 10 Soul Gems\n 50 Tri-Restoration Potions"
"263796174-0-242","A collection of 3 Summerset Treasure Maps.","A collection of 3 Summerset Treasure Maps."
"263796174-0-121","A selection of mainly Ra Gada-inspired cross-cultural living room furnishings, ideal for Earthtear Cavern.","A selection of mainly Ra Gada-inspired cross-cultural living room furnishings, ideal for Earthtear Cavern."
"263796174-0-362","Alter your weapon's appearance by using this complete set of Ancient Dragon Hunter Outfit styles.","이 완전한 고대 드래곤 사냥꾼 아웃핏 양식을 사용하여, 무기의 외관을 바꿔 보십시오."
"263796174-0-120","A selection of mainly Ra Gada-inspired cross-cultural bedroom furnishings, ideal for Earthtear Cavern.","A selection of mainly Ra Gada-inspired cross-cultural bedroom furnishings, ideal for Earthtear Cavern."
"263796174-0-240","Find buried treasure, and more!","Find buried treasure, and more!"
"263796174-0-22","Use to learn the Barbaric crafting style.","야만인 제작 양식을 사용하여 배웁니다."
"263796174-0-257","This includes a complete set of Outfit styles for NEXT weapons that match the Undaunted awards.","This includes a complete set of Outfit styles for NEXT weapons that match the Undaunted awards."
"263796174-0-136","This bundle includes the Warrior-Poet tattoo markings for both face and body. Vehk yourself!","This bundle includes the Warrior-Poet tattoo markings for both face and body. Vehk yourself!"
"263796174-0-21","Use to learn the Primal crafting style.","원시 제작 양식을 사용하여 배웁니다."
"263796174-0-377","Alter your armor's appearance by using this complete set of Black Kiergo Brigand Outfit styles.","Alter your armor's appearance by using this complete set of Black Kiergo Brigand Outfit styles."
"263796174-0-256","Use to learn the Scalecaller crafting style.","비늘소환자 제작 양식을 사용하여 배웁니다."
"263796174-0-135","Why would anyone want the Broom without the Bucket, or the Bucket without the Broom? They would not. So everyone should get this bundle. Right? Right.","Why would anyone want the Broom without the Bucket, or the Bucket without the Broom? They would not. So everyone should get this bundle. Right? Right."
"263796174-0-24","Use to learn the Daedric crafting style.","데이드릭 제작 양식을 사용하여 배웁니다."
"263796174-0-255","Use to learn the Fang Lair crafting style.","송곳니 둥지 제작 양식을 사용하여 배웁니다."
"263796174-0-134","Trimmed topiaries and sculpted shrubs for those who prefer the esthetic of a more refined garden.","Trimmed topiaries and sculpted shrubs for those who prefer the esthetic of a more refined garden."
"263796174-0-23","Use to learn the Ancient Elf crafting style.","고대 엘프 제작 양식을 사용하여 배웁니다."
"263796174-0-375","Use to learn the Dragonguard Crafting Style. Also has a chance to drop by completing |cffffffDragon Hunt and Dragonhold|r daily quests in |cffffffSouthern Elsweyr.|r","Use to learn the Dragonguard Crafting Style. Also has a chance to drop by completing |cffffffDragon Hunt and Dragonhold|r daily quests in |cffffffSouthern Elsweyr.|r"
"263796174-0-254","With these furnishings, some from Mephala cultists, some that replicate the bizarre environment of the Spiral Skein, you can adopt the ambience of the realm of the Webspinner.","With these furnishings, some from Mephala cultists, some that replicate the bizarre environment of the Spiral Skein, you can adopt the ambience of the realm of the Webspinner."
"263796174-0-133","An assortment of basic trees, shrubs, and bushes for greening up the homestead.","An assortment of basic trees, shrubs, and bushes for greening up the homestead."
"263796174-0-26","Use to learn the Yokudan crafting style.","요쿠단 제작 양식을 사용하여 배웁니다."
"263796174-0-25","When the Soul-Shriven arrive in Coldharbour, they are garbed in cast-off armor taken from the dead. This pack includes costumes in various states of raggedness.","영혼 없는 자가 콜드하버에 도착했을때, 그들은 죽은 자들에게서 벗겨낸 방어구를 입어야 했습니다. 이 꾸러미에는 각양각색으로 너덜거리는 상태의 복장이 포함되어 있습니다."
"263796174-0-139","Use to learn the Silken Ring crafting style.","실켄 링 제작 양식을 사용하여 배웁니다."
"263796174-0-28","Use to learn the Glass crafting style.","글래스 제작 양식을 사용하여 배웁니다."
"263796174-0-259","Alter your weapon's appearance to match the Undaunted Swarm Mother awards by using this complete set of Outfit styles.","Alter your weapon's appearance to match the Undaunted Swarm Mother awards by using this complete set of Outfit styles."
"263796174-0-138","Use to learn the Ra Gada crafting style.","라 가다 제작 양식을 사용하여 배웁니다."
"263796174-0-27","Use to learn the Akaviri crafting style.","아카비리 제작 양식을 사용하여 배웁니다."
"263796174-0-258","Alter your weapon's appearance to match the Undaunted Bloodspawn awards by using this complete set of Outfit styles.","Alter your weapon's appearance to match the Undaunted Bloodspawn awards by using this complete set of Outfit styles."
"263796174-0-137","This bundle includes machinery-inspired tattoos for both face and body.","This bundle includes machinery-inspired tattoos for both face and body."
"263796174-0-29","These costumes replicate the armor Nord and Orcish scouts wear in northern Tamriel.","이 코스튬은 노드와 오크 스카우트가 탐리엘의 북쪽에서 입는 아머를 본 떴습니다."
"263796174-0-370","Alter your weapon's appearance to match the Undaunted Infernal Guardian awards by using this set of Outfit styles.","Alter your weapon's appearance to match the Undaunted Infernal Guardian awards by using this set of Outfit styles."
"263796174-0-374","Can't decide which Dragon priest you want to be? We've assembled the full array of intimidating masks in this pack, which includes the Dread-Etched Dragon Priest Mask, the Scorched Dragon Priest Mask, and the Terrorgleam Dragon Priest Mask.","Can't decide which Dragon priest you want to be? We've assembled the full array of intimidating masks in this pack, which includes the Dread-Etched Dragon Priest Mask, the Scorched Dragon Priest Mask, and the Terrorgleam Dragon Priest Mask."
"263796174-0-132","The Mane himself could outfit his home with no better selection of feline household necessities!","The Mane himself could outfit his home with no better selection of feline household necessities!"
"263796174-0-373","Alter your weapon's appearance by using this complete set of Legendary Dragon Outfit styles.","Alter your weapon's appearance by using this complete set of Legendary Dragon Outfit styles."
"263796174-0-252","Includes all the bonus content of the Summerset Digital Collector's Edition, as well as the Summerset pre-order digital items.\n\n|cFFFFFFDoes not include the Nightmare Senche mount or Summerset DLC","서머셋 디지털 수집가 에디션의 모든 보너스 콘텐츠가 포함되어 있으며, 서머셋 사전 예약 디지털 아이템도 포함되어 있습니다.\n\n|cFFFFFF서머셋 DLC는 포함되어 있지 않습니다.|r"
"263796174-0-131","Bright moons shine upon this glossy array of fine Khajiiti living room furnishings.","Bright moons shine upon this glossy array of fine Khajiiti living room furnishings."
"263796174-0-31","The costumes in this pack replicate the garb of the nomadic Ashlander tribes of Morrowind, including the travel and hunting clothes of the Mabrigash tribe, and the armor of the Kagesh.","이 패키지에 포함된 코스튬들은 모로윈드 애쉬랜드의 유목민 의복을 복제한 것으로, 마브리가쉬 (Mabrigash) 부족의 여행용, 사냥용 의복과 카게쉬 (Kagesh)의 갑옷을 포함합니다."
"263796174-0-372","Alter your armor's appearance by using this complete set of Legendary Dragon Outfit styles.","Alter your armor's appearance by using this complete set of Legendary Dragon Outfit styles."
"263796174-0-251","Alter your weapon's appearance by using this complete set of Troll King Outfit styles.","Alter your weapon's appearance by using this complete set of Troll King Outfit styles."
"263796174-0-130","""This one advises you to purchase these quality bedroom furnishings acquired off a cart at a five-claw discount. Sweet price, yes?""","\"\"This one advises you to purchase these quality bedroom furnishings acquired off a cart at a five-claw discount. Sweet price, yes?\"\""
"263796174-0-30","When the Akaviri invaded Tamriel, their troops were accompanied by mysterious dark-clad assassins. These costumes replicate those outfits.","아키비리가 탐리엘을 침공했을때, 그들의 군대는 불가사의한 어둠으로 덮인 암살자를 데려왔습니다. 이 코스튬은 그 복장을 본뜬 것입니다."
"263796174-0-371","Alter your weapon's appearance to match the Undaunted Sentinel of Rkugamz awards by using this set of Outfit styles.","Alter your weapon's appearance to match the Undaunted Sentinel of Rkugamz awards by using this set of Outfit styles."
"263796174-0-250","Use to learn the Silver Dawn crafting style.","은빛 여명 제작 양식을 사용하여 배웁니다."
"263796174-0-389","Begin your Dark Heart of Skyrim year-long adventure with Harrowstorm and two new dungeons: Icereach and Unhallowed Grave. Includes the DLC game pack and exclusive Hallin's Jackal Pet, Pyre Watch Jackal Mount, and more!","Begin your Dark Heart of Skyrim year-long adventure with Harrowstorm and two new dungeons: Icereach and Unhallowed Grave. Includes the DLC game pack and exclusive Hallin's Jackal Pet, Pyre Watch Jackal Mount, and more!"
"263796174-0-268","Take down those afflicted with the lycanthropic curse and come face-to-face with the Daedric Prince Hircine in Moon Hunter Keep and March of Sacrifices. Includes the exclusive Silver Dawn Argent Charger Mount, Silver Daenian Werewolf Tracker, and more.","Take down those afflicted with the lycanthropic curse and come face-to-face with the Daedric Prince Hircine in Moon Hunter Keep and March of Sacrifices. Includes the exclusive Silver Dawn Argent Charger Mount, Silver Daenian Werewolf Tracker, and more."
"263796174-0-147","Utility pack of consumables such as Potions, Foods, Soul Gems, Repair Kits, XP Scrolls, and Poisons—plus a Black Panther Cub Pet!","물약, 음식, 소울 젬, 수리 도구, 경험치 두루마리, 그리고 독 같은 소모품이 들어있는 유용한 꾸러미입니다. 거기다 검은 새끼 표범 펫은 덤이죠!"
"263796174-0-388","Begin your Dark Heart of Skyrim adventure with two exciting new Dungeons: Icereach and Unhallowed Grave. Venture to a storm-cursed island and unholy burial ground, battle cunning witches and vile necromancers, and experience an all-new story!","Begin your Dark Heart of Skyrim adventure with two exciting new Dungeons: Icereach and Unhallowed Grave. Venture to a storm-cursed island and unholy burial ground, battle cunning witches and vile necromancers, and experience an all-new story!"
"263796174-0-267","Dive into all-new stories themed around Tamriel's werewolves and the Daedric Prince Hircine. Two dungeons, two very different environments filled with hordes of monsters, tricky boss encounters, and unique rewards for heroes who accept the challenge.","Dive into all-new stories themed around Tamriel's werewolves and the Daedric Prince Hircine. Two dungeons, two very different environments filled with hordes of monsters, tricky boss encounters, and unique rewards for heroes who accept the challenge."
"263796174-0-146","Use to learn the Order of the Hour crafting style.","시간의 기사단 제작 양식을 사용하여 배웁니다."
"263796174-0-13","Three different armor sets from the Imperial Battlemages of Cyrodiil, from the sensible field outfit of the Battlemage Scout Captain to the magnificent gilt armor of the Battlemage Palatine.","배틀메이지의 현명한 전장 옷과 스카우트 대장 옷 부터 장엄한 팔라틴의 금도금된 옷까지 ,시로딜의 임페리얼 배틀메이지의 세가지 다른 아머 셋입니다."
"263796174-0-387","Set the scene properly for Heart's Day with this romantic furniture bundle, which includes flowers, sweetrolls, and more! Each item helps those so inclined fulfill on the day's delightful promise with their partners in the adventure called life.","Set the scene properly for Heart's Day with this romantic furniture bundle, which includes flowers, sweetrolls, and more! Each item helps those so inclined fulfill on the day's delightful promise with their partners in the adventure called life."
"263796174-0-266","Whether bathing in luxurious solitude or relaxing with a partner, this two-person sauna and selection of washroom accessories is perfect for those leisurely afternoon soaks.","Whether bathing in luxurious solitude or relaxing with a partner, this two-person sauna and selection of washroom accessories is perfect for those leisurely afternoon soaks."
"263796174-0-145","Use to learn the Militant Ordinator crafting style.","전투적인 오디네이터 제작 양식을 사용하여 배웁니다."
"263796174-0-12","The best way to intimidate criminal scum is to wear the armor of a Mournhold Ordinator. Three-pack includes Classic, Night-Raid, and Hand of Almalexia outfits.","범죄를 일으킨 인간 쓰래기들을 위협하는 가장 좋은 방법은 모운홀드 신성 집행관의 방어구를 입는것입니다. 세 가지 꾸러미는 클래식, 나이트-레이드, 그리고 아말렉시아의 핸드의 의상을 포함하고 있습니다."
"263796174-0-265","Hold court in your own living room with this selection of elegant furnishings in the style of Alinor nobility.","Hold court in your own living room with this selection of elegant furnishings in the style of Alinor nobility."
"263796174-0-144","Use to learn the Buoyant Armiger crafting style.","부얀트 아미거 제작 양식을 사용하여 배웁니다."
"263796174-0-15","Used to learn the Breton, Orc, and Redguard crafting styles.","브레튼, 오크, 레드가드의 양식을 배우기 위해 쓰입니다."
"263796174-0-14","This pack includes costumes of three different armor sets as worn by Tribunes and Centurions of the Imperial Legions. Hail the Red Diamond!","임페리얼 진영의 지도자들과 백부장들이 입는 세가지 다른 옷을 제공하는 코스튬 꾸러미입니다. 레드 다이아몬드 만세!"
"263796174-0-17","Used to learn the Argonian, Dark Elf, and Nord crafting styles.","아르고니안, 다크 엘프, 노드 양식을 배우기 위해 사용합니다."
"263796174-0-149","Use to learn the Ashlander crafting style.","애쉬랜더 제작 양식을 사용하여 배웁니다."
"263796174-0-16","Used to learn the High Elf, Wood Elf, and Khajiit crafting styles.","하이 엘프, 우드 엘프, 카짓의 양식을 배우기 위해 사용합니다."
"263796174-0-148","Utility pack of consumables such as Potions, Foods, Soul Gems, Repair Kits, XP Scrolls, Riding Lessons, and Poisons—plus a White Mane Horse and 3 Costumes!","물약, 음식, 소울 젬, 수리 도구, 경험치 두루마리, 탈것 훈련, 그리고 독 같은 소모품이 들어있는 유용한 꾸러미입니다. 거기다 흰 갈기 말에 코스튬 3개는 덤이죠!"
"263796174-0-19","Use to learn the Dwemer crafting style.","드웨머 제작 양식을 사용하여 배웁니다."
"263796174-0-18","Used to learn the Ancient Elf, Barbaric, Daedric, and Primal crafting styles.","고대 엘프, 야만인, 데이드릭, 그리고 원시 양식을 배우기 위해 사용합니다."
"263796174-0-260","Alter your weapon's appearance to match the Undaunted Sellistrix awards by using this complete set of Outfit styles.","Alter your weapon's appearance to match the Undaunted Sellistrix awards by using this complete set of Outfit styles."
"263796174-0-264","Sup in Elven sophistication with this selection of everything needed to emulate the ambience of Alinor fine dining.","Sup in Elven sophistication with this selection of everything needed to emulate the ambience of Alinor fine dining."
"263796174-0-143","Use to learn the Telvanni crafting style.","텔바니 제작 양식을 사용하여 배웁니다."
"263796174-0-384","Alter your weapon's appearance to match the Undaunted Stormfist awards by using this complete set of Outfit styles.","Alter your weapon's appearance to match the Undaunted Stormfist awards by using this complete set of Outfit styles."
"263796174-0-263","Decorate your bedchambers in the style of Alinor nobility with this selection of masterfully crafted furnishings.","Decorate your bedchambers in the style of Alinor nobility with this selection of masterfully crafted furnishings."
"263796174-0-142","Use to learn the Morag Tong crafting style.","모락 통 제작 양식을 사용하여 배웁니다."
"263796174-0-20","Use to learn the Imperial crafting style.","임페리얼 제작 양식을 사용하여 배웁니다."
"263796174-0-383","A collection of 3 Western Skyrim Treasure Maps.\n\n|c22ADDCThis is a pre-order bonus item|r","A collection of 3 Western Skyrim Treasure Maps.\n\n|c22ADDCThis is a pre-order bonus item|r"
"263796174-0-262","Use to learn the Dremora crafting style.","드레모라 제작 양식을 사용하여 배웁니다."
"263796174-0-141","Use to learn the Ebony crafting style.","에보니 제작 양식을 사용하여 배웁니다."
"263796174-0-261","Use to learn the Welkynar crafting style.","웰키나 제작 양식을 사용하여 배웁니다."
"263796174-0-140","Use to learn the Mazzatun crafting style.","마짜툰 제작 양식을 사용하여 배웁니다."
"263796174-0-44","Take home the Orsinium DLC along with a Cave Bear Mount and her Cub, plus 5 Experience Scrolls!","동굴 곰 탈것과 아기 동굴 곰 펫, 그리고 경험치 두루마리 다섯 개를 오니시움 DLC와 함께 가져가세요!"
"263796174-0-158","This bundle includes the Dibella's Doll Mask for Humans and Elves as well as two variations, for Khajiiti and Argonians.","This bundle includes the Dibella's Doll Mask for Humans and Elves as well as two variations, for Khajiiti and Argonians."
"263796174-0-43","Get the first four ESO DLC packs for one bargain price! Treat yourself to a broad array of new content for every play style.","ESO의 최초 DLC 4개를 할인된 가격에 구매하세요! 모든 플레이 스타일에 맞춰진 다양한 새로운 콘텐츠를 당신에게 즐거움을 선사해보세요."
"263796174-0-399","Use to learn the Pyre Watch crafting style. The Pyre Watch Motif has a chance to drop by killing the |cfffffffinal boss|r in |cffffffUnhallowed Grave|r.","Use to learn the Pyre Watch crafting style. The Pyre Watch Motif has a chance to drop by killing the |cfffffffinal boss|r in |cffffffUnhallowed Grave|r."
"263796174-0-157","This bundle includes the Nightmare Daemon Mask for Humans and Elves along with the variations for Khajiiti and Argonians.","This bundle includes the Nightmare Daemon Mask for Humans and Elves along with the variations for Khajiiti and Argonians."
"263796174-0-46","A crate of handy supplies: 10 Tri-Restoration Potions, 80 Crown Lethal Poisons, plus a Fortifying Meal, an Experience Scroll, a full Soul Gem, and a Repair Kit.","A crate of handy supplies: 10 Tri-Restoration Potions, 80 Crown Lethal Poisons, plus a Fortifying Meal, an Experience Scroll, a full Soul Gem, and a Repair Kit."
"263796174-0-398","Use to learn the New Moon Priest crafting style. Also acquired from the Dragonguard Supply Chest in the Dragonguard Santum.","Use to learn the New Moon Priest crafting style. Also acquired from the Dragonguard Supply Chest in the Dragonguard Santum."
"263796174-0-277","By royal decree, the once-forbidden island of the High Elves has been opened, its Crystal Tower drawing travelers to its light. But dark forces from beyond and below are also interested in the mystic location in this new adventure set in Summerset Isle.","By royal decree, the once-forbidden island of the High Elves has been opened, its Crystal Tower drawing travelers to its light. But dark forces from beyond and below are also interested in the mystic location in this new adventure set in Summerset Isle."
"263796174-0-156","Wear the barbaric Sidelong Sweep cascading down one side of your face, while this thorny briar tattoo climbs up the other!","Wear the barbaric Sidelong Sweep cascading down one side of your face, while this thorny briar tattoo climbs up the other!"
"263796174-0-45","A giant's trove of supplies: 20 Tri-Restoration Potions, 160 Crown Lethal Poisons, 5 Fortifying Meals, 5 Experience Scrolls, 5 full Soul Gems, and 5 Repair Kits.","A giant's trove of supplies: 20 Tri-Restoration Potions, 160 Crown Lethal Poisons, 5 Fortifying Meals, 5 Experience Scrolls, 5 full Soul Gems, and 5 Repair Kits."
"263796174-0-397","Use to learn the Shield of Senchal crafting style. Also acquired from Senchal Reward Chests, awarded for assisting the city of Senchal.","Use to learn the Shield of Senchal crafting style. Also acquired from Senchal Reward Chests, awarded for assisting the city of Senchal."
"263796174-0-276","Travel to Murkmire, the southernmost region of mysterious Black Marsh, and venture into the deep swamps to learn some of the hidden secrets of the Argonians! Includes the Shellback Warhorse, Cantaloupe Swamp Jelly pet, and a stack of Experience Scrolls.","Travel to Murkmire, the southernmost region of mysterious Black Marsh, and venture into the deep swamps to learn some of the hidden secrets of the Argonians! Includes the Shellback Warhorse, Cantaloupe Swamp Jelly pet, and a stack of Experience Scrolls."
"263796174-0-155","Naryu Virian the Morag Tong assassin is nothing if not practical, and her functional, low-profile leather armor provides vital protection without compromising her agile acrobatics.","Naryu Virian the Morag Tong assassin is nothing if not practical, and her functional, low-profile leather armor provides vital protection without compromising her agile acrobatics."
"263796174-0-48","Includes the garb of three variations of the Khajiiti Lost Cats: the spellcasting jo-m'Athra, stealthy dar-m'Athra, and warrior do-m'Athra.","Includes the garb of three variations of the Khajiiti Lost Cats: the spellcasting jo-m'Athra, stealthy dar-m'Athra, and warrior do-m'Athra."
