"Location","Source","Target"
"242841733-0-98145","Ring of the Ranger","The Ranger: 반지"
"242841733-0-10986","Fascinating Ring","Fascinating Ring"
"242841733-0-55891","Ravaging Band","Ravaging Band"
"242841733-0-55890","Ravaging Ring","Ravaging Ring"
"242841733-0-73081","Ring of the Lunar Bastion","Lunar Bastion: 반지"
"242841733-0-157729","Aegis Caller's Ring","Aegis Caller's Ring"
"242841733-0-140060","Ring of Redistribution","Ring of Redistribution"
"242841733-0-143570","Might of the Lost Legion Ring","Might of the Lost Legion Ring"
"242841733-0-85078","Ring of Syrabane","Ring of Syrabane"
"242841733-0-140062","Ring of Julianos","Ring of Julianos"
"242841733-0-87498","Ring of the Archer's Mind","Archer's Mind: 반지"
"242841733-0-140061","Ring of the Armor Master","Ring of the Armor Master"
"242841733-0-140064","Ring of the Code","Ring of the Code"
"242841733-0-10994","Bloodstone Ring","Bloodstone: 반지"
"242841733-0-106147","Ebon Ring","Ebon Ring"
"242841733-0-143574","Might of the Lost Legion Ring","Might of the Lost Legion Ring"
"242841733-0-140063","Ring of Trials","Ring of Trials"
"242841733-0-140066","Ring of Tava's Favor","Ring of Tava's Favor"
"242841733-0-143572","Might of the Lost Legion Ring","Might of the Lost Legion Ring"
"242841733-0-10996","Pact Signet","Pact: 인장"
"242841733-0-140065","Ring of Morkuldin","Ring of Morkuldin"
"242841733-0-112816","Ring of the Resilient Yokeda","Ring of the Resilient Yokeda"
"242841733-0-123721","Wizard's Riposte Ring^n","Wizard's Riposte: 마법사의 응수 반지"
"242841733-0-140068","Eternal Hunt Ring","Eternal Hunt Ring"
"242841733-0-140067","Clever Alchemist Ring","Clever Alchemist Ring"
"242841733-0-143578","Might of the Lost Legion Ring","Might of the Lost Legion Ring"
"242841733-0-140069","Gladiator's Ring","Gladiator's Ring"
"242841733-0-143576","Might of the Lost Legion Ring","Might of the Lost Legion Ring"
"242841733-0-90416","Ring of Prayer","Prayer: 반지"
"228378404-0-27269","A signet ring the Prophet has carried with him since his days in the Moth Priest's library.","A signet ring the Prophet has carried with him since his days in the Moth Priest's library."
"242841733-0-99465","Ring of the Order of Diagna","Order of Diagna: 반지"
"228378404-0-164292","Orcs in ancient times relied on brute strength to smash their enemies to bits.  This ring was worn by elite warriors who had shown their ability to crush their enemies.","Orcs in ancient times relied on brute strength to smash their enemies to bits.  This ring was worn by elite warriors who had shown their ability to crush their enemies."
"242841733-0-132666","Livewire Ring","Livewire: 반지"
"242841733-0-7332","Caravan Master's Ring","Caravan Master's Ring"
"242841733-0-44995","Signet of Sancre Tor","생커 토르의 인장"
"242841733-0-44996","Band of the Companions","동료들의 반지"
"242841733-0-74181","Ring of Vicious Death","Vicious Death: 반지"
"242841733-0-143582","Might of the Lost Legion Ring","Might of the Lost Legion Ring"
"242841733-0-140071","Pelinal's Ring","Pelinal's Ring"
"242841733-0-140070","Ring of Varen's Legacy","Ring of Varen's Legacy"
"242841733-0-143580","Might of the Lost Legion Ring","Might of the Lost Legion Ring"
"242841733-0-140073","Ring of Daedric Trickery","Ring of Daedric Trickery"
"242841733-0-140072","Assassin's Ring","Assassin's Ring"
"242841733-0-140075","Innate Axiom Ring","Innate Axiom Ring"
"242841733-0-140074","Shacklebreaker Ring","Shacklebreaker Ring"
"228378404-0-27271","Lyris kept this with her for years, as she trained relentlessly with the members of her mercenary company.","리리스는 그녀가 용병 회사의 단원으로 가차없이 훈련받는 수 년 동안 이것을 소중히 보관하고 있었다."
"242841733-0-143584","Might of the Lost Legion Ring","Might of the Lost Legion Ring"
"242841733-0-140077","Ring of Mechanical Acuity","Ring of Mechanical Acuity"
"242841733-0-140076","Fortified Brass Ring","Fortified Brass Ring"
"228378404-0-27273","Worn by the upper ranks of Mannimarco's followers, this simple ring is stained with necromantic fluids.","이 단순하게 생긴 반지는 매니마코의 추종자 중 높은 계급의 추종자가 끼고 다니던 것으로, 강령술 유체로 얼룩져 있다."
"228378404-0-27274","Emblazoned with the symbol of the ancient Tharn family, and most likely hundreds of years old.","고대의 탄 가문 상징이 새겨져 있습니다. 거의 수백 년은 된 것 처럼 보입니다."
"228378404-0-27275","This simple band allowed the Daedra working for the Duchess to withstand the agony of her mere presence.","이 단순한 반지는 여공작을 위해 일하는 데이드라가 그녀의 존재만으로 생기는 고통을 견딜 수 있게 해줍니다."
"242841733-0-140039","Whitestrake's Ring","Whitestrake's Ring"
"242841733-0-140038","Ring of Night's Silence","Ring of Night's Silence"
"242841733-0-97035","Plague Doctor's Ring","Plague Doctor: 역병의사의 반지"
"242841733-0-7345","Gloo's Primer","글루의 도화선"
"242841733-0-151178","Perfected False God's Ring","Perfected False God's Ring"
"242841733-0-92811","Ring of the Shadow Walker","Ring of the Shadow Walker"
"242841733-0-140040","Ring of the Seducer","Ring of the Seducer"
"242841733-0-140042","Magnus' Ring","Magnus' Ring"
"242841733-0-107257","Ring of the Undaunted Unweaver","Undaunted Unweaver: 반지"
"242841733-0-140041","Ring of Vampire's Kiss","Ring of Vampire's Kiss"
"242841733-0-140044","Ring of Ashen Grip","Ring of Ashen Grip"
"242841733-0-111506","Ring of Sheer Venom","Sheer Venom: 반지"
"242841733-0-113926","Ring of the Immortal Yokeda","Immortal Yokeda: 반지"
"242841733-0-140043","Ring of the Night Mother","Ring of the Night Mother"
"242841733-0-93903","Ring of the Sentry","The Sentry: 반지"
"242841733-0-140046","Ring of the Spectre's Eye","Ring of the Spectre's Eye"
"242841733-0-140045","Ring of Oblivion's Foe","Ring of Oblivion's Foe"
"242841733-0-140048","Ring of Hist Bark","Ring of Hist Bark"
"242841733-0-140047","Ring of Torug's Pact","Ring of Torug's Pact"
"242841733-0-140049","Ring of the Willow's Path","Ring of the Willow's Path"
"242841733-0-144647","Steadfast Hero Ring","Steadfast Hero Ring"
"242841733-0-102808","Ring of the Tormentor","The Tormentor: 반지"
"242841733-0-86379","Ice Furnace Ring","Ice Furnace: 반지"
"242841733-0-140051","Ring of the Song of Lamae","Ring of the Song of Lamae"
"242841733-0-140050","Ring of Hunding's Rage","Hunding's Rage: 반지"
"242841733-0-140053","Ring of Orgnum's Scales","Ring of Orgnum's Scales"
"242841733-0-140052","Ring of Alessia's Bulwark","Ring of Alessia's Bulwark"
"242841733-0-140055","Ring of Kagrenac's Hope","Ring of Kagrenac's Hope"
"242841733-0-140054","Ring of the Eyes of Mara","Ring of the Eyes of Mara"
"242841733-0-142236","Champion of the Hist Ring","Champion of the Hist Ring"
"242841733-0-143568","Might of the Lost Legion Ring","Might of the Lost Legion Ring"
"242841733-0-140057","Ring of the Arena","Ring of the Arena"
"242841733-0-54329","Dominion's Band","Dominion's Band"
"242841733-0-140056","Ring of Shalidor's Curse","Ring of Shalidor's Curse"
"242841733-0-143566","Might of the Lost Legion Ring","Might of the Lost Legion Ring"
"242841733-0-140059","Ring of the Noble's Conquest","Ring of the Noble's Conquest"
"242841733-0-55899","Band of Cyrodiil's Light","Band of Cyrodiil's Light"
"242841733-0-140058","Ring of the Twice-Born Star","Ring of the Twice-Born Star"
"242841733-0-110205","Overwhelming Ring","Overwhelming: 반지"
"242841733-0-156203","New Moon Acolyte's Ring","New Moon Acolyte's Ring"
"242841733-0-156201","New Moon Acolyte's Ring","New Moon Acolyte's Ring"
"242841733-0-157535","Draugrkin Ring","Draugrkin Ring"
"242841733-0-156205","New Moon Acolyte's Ring","New Moon Acolyte's Ring"
"242841733-0-32181","Gem of Madness","Nightmare: Gem of Madness"
"242841733-0-32182","Signet of the Stalker","Nightmare: Signet of the Stalker"
"242841733-0-144465","Soldier of Anguish Ring","Soldier of Anguish Ring"
"242841733-0-109459","Ring of the Warlock","Ring of the Warlock"
"242841733-0-73956","Leki's Ring","Leki: 반지"
"242841733-0-89077","Ring of Truth","Truth: 반지"
"242841733-0-108367","Ring of the Dreugh King Slayer","Dreugh King Slayer: 반지"
"242841733-0-44150","Ring of the Unassailable","The Unassailable: 난공불락의 반지"
"242841733-0-44151","Band of the Unassailable","The Unassailable: 난공불락의 띠"
"242841733-0-112634","Ophidian Ring of Celerity","Ophidian Celerity: 오피디아인의 반지"
"242841733-0-159725","Hircine's Moonring","Hircine's Moonring"
"242841733-0-117087","Ring of the Powerful Assault","Powerful Assault: 반지"
"242841733-0-159727","Deathstone Spiral","Deathstone Spiral"
"242841733-0-44158","Ring of the Magicka Furnace","Magicka Furnace: 반지"
"242841733-0-44159","Loop of the Magicka Furnace","Magicka Furnace: 고리"
"242841733-0-32176","Mender's Mark","Mender's Mark"
"242841733-0-71300","Signet of Succession","Signet of Succession"
"242841733-0-15616","A Cheap Trinket","A Cheap Trinket"
"242841733-0-147987","Coldharbour's Favorite Ring","Coldharbour's Favorite Ring"
"242841733-0-32178","Areldur's Ring","Sanctuary: 아렐두어의 반지"
"242841733-0-71302","Ring of the Hunt","Ring of the Hunt"
"242841733-0-71301","Band of Permafrost","Band of Permafrost"
"242841733-0-32177","Band of the Breaker","Spider Cultist: Band of the Breaker"
"242841733-0-147989","Coldharbour's Favorite Ring","Coldharbour's Favorite Ring"
"242841733-0-147983","Coldharbour's Favorite Ring","Coldharbour's Favorite Ring"
"242841733-0-32179","Keeper's Insignia","The Tormentor: Keeper's Insignia"
"242841733-0-147985","Coldharbour's Favorite Ring","Coldharbour's Favorite Ring"
"242841733-0-111315","Ring of the Scathing Mage","Scathing Mage: 반지"
"242841733-0-91371","Ring of Alteration Mastery","Alteration Mastery: 반지"
"242841733-0-103927","Toothrow Ring","Toothrow 반지"
"242841733-0-135526","Vanus's Ring","바누스의 반지 (Vanus's Ring)"
"242841733-0-22156","First Mate's Mark","Bone Pirate: First Mate's Mark"
"242841733-0-82411","Amber Plasm Ring","Amber Plasm: 반지"
"242841733-0-134673","Automaton Gem","Automaton Gem"
"242841733-0-101515","Witchman's Ring","Witchman: 부족주술사의 반지"
"242841733-0-159929","Temp_Z_Stam's Ring","Temp_Z_Stam's Ring"
"242841733-0-146862","Ring of Scavenging Demise","Ring of Scavenging Demise"
"242841733-0-113744","Ring of the Two-Fanged Snake","Ring of the Two-Fanged Snake"
"242841733-0-164292","Malacath's Band of Brutality (OLD)","Malacath's Band of Brutality (OLD)"
"242841733-0-44179","Ring of Kyne's Flight","Kyne's Flight: 반지"
"242841733-0-92447","Barkskin Ring","Barkskin: 반지"
"242841733-0-33284","Matriarch's Ring","Jolting: Matriarch의 반지"
"242841733-0-33285","Speaker's Band","Speaker's Band"
"242841733-0-33288","Beetle Eye Ring","Treasure Hunter: Beetle Eye 반지"
"242841733-0-33289","Ancient Ring","Ancient: 반지"
"242841733-0-33286","Dreadlord's Mark","Hulking Draugr: Dreadlord's Mark"
"242841733-0-33287","Snowy Signet","Magicka Furnace: Snowy Signet"
"242841733-0-123530","Knight Slayer Ring^n","기사 살해자 반지 (Knight Slayer Ring)"
"242841733-0-93539","Ring of Kyne's Kiss","Kyne's Kiss: 반지"
"242841733-0-107075","Hulking Draugr's Ring","Hulking Draugr: 거대 드로거의 반지"
"242841733-0-23663","Thoran's Bond-Ring","Noble Duelist: Thoran's Bond-Ring"
"242841733-0-137964","Galenwe's Perfected Ring","Galenwe's Perfected Ring"
"242841733-0-43037","Mammoth Band of the Dragon","Mammoth Band of the Dragon"
"242841733-0-43038","Fiord's Ammabani's Pride","Fiord's Ammabani's Pride"
"242841733-0-146441","Icy Conjuror's Ring","Icy Conjuror's Ring"
"242841733-0-102626","Jailbreaker Ring","Jailbreaker: 반지"
"242841733-0-162917","Perfect Ring of Kyne's Wind","Perfect Ring of Kyne's Wind"
"242841733-0-146680","Frozen Watcher's Ring","Frozen Watcher's Ring"
"228378404-0-4280","This ring was given to you for returning Risa's amulet to her mother.","This ring was given to you for returning Risa's amulet to her mother."
"242841733-0-133596","Livewire Ring","Livewire Ring"
"242841733-0-43027","Bittergreen's Scale of Mother's Sorrow","Bittergreen's Scale of Mother's Sorrow"
"242841733-0-133598","Mad Tinkerer's Ring","Mad Tinkerer's Ring"
"242841733-0-99064","Ring of the Hatchling's Shell","Hatchling's Shell: 반지"
"242841733-0-100211","Fiord's Ring","Fiord's Ring"
"242841733-0-108185","Ring of the Viper","The Viper[1]: 반지"
"242841733-0-112443","Ring of Mending","Mending: 반지"
"242841733-0-159735","Temp_Z_Magi's Ring","Temp_Z_Magi's Ring"
"242841733-0-110023","Ring of Nikulas","Ring of Nikulas"
"228378404-0-7332","For recovering House Hlaalu's cargo and manifest, Caravan Master Girano rewarded you with this ring.","For recovering House Hlaalu's cargo and manifest, Caravan Master Girano rewarded you with this ring."
"242841733-0-147991","Coldharbour's Favorite Ring","Coldharbour's Favorite Ring"
"242841733-0-88167","Ring of Durok's Bane","Durok's Bane: 반지"
"242841733-0-147993","Coldharbour's Favorite Ring","Coldharbour's Favorite Ring"
"242841733-0-91562","Ring of the Arch-Mage","The Arch-Mage: 반지"
"242841733-0-103736","Ring of the Combat Physician","Combat Physician: 반지"
"242841733-0-89259","Afflicted Ring","Afflicted: 반지"
"242841733-0-147999","Coldharbour's Favorite Ring","Coldharbour's Favorite Ring"
"242841733-0-123348","Coward's Gear Ring^n","겁쟁이의 장비 반지 (Coward's Gear Ring)"
"242841733-0-147995","Coldharbour's Favorite Ring","Coldharbour's Favorite Ring"
"242841733-0-109277","Ice Furnace Ring","Ice Furnace Ring"
"242841733-0-147997","Coldharbour's Favorite Ring","Coldharbour's Favorite Ring"
"242841733-0-147512","Deadly Ring","Deadly Ring"
"242841733-0-7515","Wildur's Oath-Ring","Wildur's Oath-Ring"
"242841733-0-99283","Sword-Singer's Ring","Sword-Singer: 소드싱어의 반지"
"242841733-0-82602","Heem-Jas' Ring","Heem-Jas: 반지"
"242841733-0-44138","Ring of the Hawk's Eye","Hawk's Eye: 반지"
"228378404-0-7345","This small band still smells of potentially flammable reagents.","이 작은 반지에서 아직도 가연성 시약 냄새가 납니다."
"242841733-0-101324","Ysgramor's Ring","Ysgramor: 이스그라모어의 반지"
"242841733-0-90225","Ring of the Desert Rose","Desert Rose: 반지"
"242841733-0-127935","Flame Blossom Ring","Flame Blossom: 반지"
"242841733-0-34577","Drulshasa's Dark Band of Mother's Sorrow","Drulshasa's Dark Band of Mother's Sorrow"
"242841733-0-138731","Nocturnal's Favored Ring","Nocturnal's Favored Ring"
"242841733-0-137642","Ring of Twilight's Embrace","Ring of Twilight's Embrace"
"242841733-0-137641","Ring of Death's Wind","Ring of Death's Wind"
"242841733-0-29963","Ring of Grounding","기초 교육의 반지"
"242841733-0-137640","Ring of Mechanical Acuity","Ring of Mechanical Acuity"
"242841733-0-71261","Signet of the Pariah","The Pariah: 인장"
"242841733-0-71260","Winterborn Ring","Winterborn: 반지"
"242841733-0-71263","Ring of Glory","Glory: 반지"
"242841733-0-116705","Ring of Meritorious Service","Meritorious Service: 반지"
"242841733-0-71262","Para Bellum Band","Para Bellum Band"
"242841733-0-71265","Band of Permafrost","Permafrost: 끈"
"242841733-0-71264","Signet of Succession","Succession: 인장반지"
"242841733-0-137649","Ring of Ashen Grip","Ring of Ashen Grip"
"242841733-0-137648","Ring of the Night Mother","Ring of the Night Mother"
"242841733-0-137647","Magnus' Ring","Magnus' Ring"
"242841733-0-138735","Nocturnal's Favored Ring","Nocturnal's Favored Ring"
"242841733-0-137646","Ring of Vampire's Kiss","Ring of Vampire's Kiss"
"242841733-0-137645","Ring of the Seducer","Ring of the Seducer"
"242841733-0-138733","Nocturnal's Favored Ring","Nocturnal's Favored Ring"
"242841733-0-137644","Whitestrake's Ring","Whitestrake's Ring"
"242841733-0-137643","Ring of Night's Silence","Ring of Night's Silence"
"242841733-0-101697","Ring of Draugr Heritage","Draugr Heritage: 반지"
"228378404-0-43038","A ring awarded for defeating the giant sabre cat, Ammabani.","A ring awarded for defeating the giant sabre cat, Ammabani."
"242841733-0-138729","Nocturnal's Favored Ring","Nocturnal's Favored Ring"
"242841733-0-54915","Ophidian Ring of Spirit","Ophidian Ring of Spirit"
"242841733-0-54916","Ophidian Ring of Energy","Ophidian Ring of Energy"
"242841733-0-71258","Ring of Trinimac's Valor","Trinimac's Valor: 반지"
"242841733-0-71259","Briarheart Band","Briarheart Band"
"228378404-0-43037","A ring awarded for defeating the giant mammoth, Mannskadi.","A ring awarded for defeating the giant mammoth, Mannskadi."
"242841733-0-97408","Ring of the Wilderqueen","Wilderqueen: 반지"
"242841733-0-71019","Ring of the Furious One","Ring of the Furious One"
"242841733-0-137631","Eternal Hunt Ring","Eternal Hunt Ring"
"242841733-0-158351","Ring of Critical Riposte","Ring of Critical Riposte"
"242841733-0-137630","Clever Alchemist Ring","Clever Alchemist Ring"
"242841733-0-158355","Ring of Critical Riposte","Ring of Critical Riposte"
"242841733-0-158353","Ring of Critical Riposte","Ring of Critical Riposte"
"242841733-0-71276","Ring of Trinimac's Valor","Ring of Trinimac's Valor"
"242841733-0-137639","Fortified Brass Ring","Fortified Brass Ring"
"242841733-0-158359","Ring of Critical Riposte","Ring of Critical Riposte"
"242841733-0-133039","Ring of Unfathomable Darkness","Unfathomable Darkness: 불가해한 어둠의 반지"
"242841733-0-137638","Innate Axiom Ring","Innate Axiom Ring"
"242841733-0-86743","Ring of Necropotence","Necropotence: 반지"
"242841733-0-138727","Sload's Ring","Sload's Ring"
"242841733-0-158357","Ring of Critical Riposte","Ring of Critical Riposte"
"242841733-0-137637","Shacklebreaker Ring","Shacklebreaker Ring"
"242841733-0-137636","Ring of Daedric Trickery","Ring of Daedric Trickery"
"242841733-0-138725","Sload's Ring","Sload's Ring"
"242841733-0-137635","Assassin's Ring","Assassin's Ring"
"242841733-0-137634","Pelinal's Ring","Pelinal's Ring"
"242841733-0-138723","Sload's Ring","Sload's Ring"
"242841733-0-137633","Ring of Varen's Legacy","Ring of Varen's Legacy"
"242841733-0-137632","Gladiator's Ring","Gladiator's Ring"
"242841733-0-138721","Sload's Ring","Sload's Ring"
"228378404-0-43027","A ring awarded for defeating the giant guar, Bittergreen the Wild.","A ring awarded for defeating the giant guar, Bittergreen the Wild."
"242841733-0-138719","Adept Rider's Ring","Adept Rider's Ring"
"242841733-0-128927","Curse of Doylemish Ring","Doylemish: 돌레미쉬의 저주 반지"
"242841733-0-139807","Ring of Mechanical Acuity","Ring of Mechanical Acuity"
"242841733-0-137629","Ring of Tava's Favor","Ring of Tava's Favor"
"242841733-0-54904","Aether Ring of Restoration","Aether Ring of Restoration"
"242841733-0-54905","Aether Ring of Mending","Aether Ring of Mending"
"242841733-0-71266","Ring of the Hunt","The Hunt: 반지"
"242841733-0-54900","Energizing Aether Ring","Energizing Aether Ring"
"242841733-0-54901","Aether Ring of Empowerment","Aether Ring of Empowerment"
"242841733-0-137664","Ring of the Noble's Conquest","Ring of the Noble's Conquest"
"242841733-0-137663","Ring of the Twice-Born Star","Ring of the Twice-Born Star"
"242841733-0-137662","Ring of the Arena","Ring of the Arena"
"242841733-0-137661","Ring of Shalidor's Curse","Ring of Shalidor's Curse"
"242841733-0-137660","Ring of Kagrenac's Hope","Ring of Kagrenac's Hope"
"242841733-0-138519","Olorime's Perfected Ring","Olorime's Perfected Ring"
"242841733-0-42958","Werewolf Hide Wolf's-Head Ring","Werewolf Hide Wolf's-Head Ring"
"242841733-0-95452","Ring of Martial Knowledge","Martial Knowledge: 반지"
"242841733-0-137669","Ring of the Code","Ring of the Code"
"242841733-0-137668","Ring of Trials","Ring of Trials"
"242841733-0-137667","Ring of Julianos","Ring of Julianos"
"242841733-0-137666","Ring of the Armor Master","Ring of the Armor Master"
"242841733-0-137665","Ring of Redistribution","Ring of Redistribution"
"242841733-0-15583","Arithiel's Ring","아리씨엘의 반지"
"242841733-0-125689","Impregnable Armor Ring^n","Impregnable Armor: 반지"
"242841733-0-69169","Ring of Endurance","Endurance: 반지"
"242841733-0-69167","Ring of Endurance","Endurance: 반지"
"242841733-0-69165","Ring of Endurance","Endurance: 반지"
"242841733-0-161965","Roaring Opportunist's Ring","Roaring Opportunist's Ring"
"242841733-0-149613","Yolnahkriin's Ring","Yolnahkriin's Ring"
"242841733-0-137653","Ring of Hist Bark","Ring of Hist Bark"
"242841733-0-137652","Ring of Torug's Pact","Ring of Torug's Pact"
"242841733-0-137651","Ring of the Spectre's Eye","Ring of the Spectre's Eye"
"242841733-0-137650","Ring of Oblivion's Foe","Ring of Oblivion's Foe"
"242841733-0-85633","Ring of the Warlock","The Warlock: 반지"
"242841733-0-137659","Ring of the Eyes of Mara","Ring of the Eyes of Mara"
"242841733-0-137658","Ring of Orgnum's Scales","Ring of Orgnum's Scales"
"242841733-0-137657","Ring of Alessia's Bulwark","Ring of Alessia's Bulwark"
"242841733-0-137656","Ring of the Song of Lamae","Ring of the Song of Lamae"
"242841733-0-29516","Signet of the Warlock","The Warlock: 인장"
"242841733-0-137655","Ring of Hunding's Rage","Hunding's Rage: 반지"
"242841733-0-137654","Ring of the Willow's Path","Ring of the Willow's Path"
"242841733-0-16202","Uulgarg's Charm","Toothrow: Uulgarg's Charm"
"228378404-0-43008","This ring bears the mark of one of high military rank.","This ring bears the mark of one of high military rank."
"228378404-0-7300","A ring received for saving the villagers of Silverhoof Vale.","A ring received for saving the villagers of Silverhoof Vale."
"242841733-0-16209","Kwama Shepherd's Charm","Truth: Kwama Shepherd's Charm"
"242841733-0-2538","King Aphren's Seal","King Aphren's Seal"
"242841733-0-96769","Ring of the Wyrd Tree","Wyrd Tree: 반지"
"242841733-0-54920","Ring of the Two-Fanged Snake","Ring of the Two-Fanged Snake"
"242841733-0-100396","Vampire Lord's Ring","Vampire Lord: 뱀파이어 군주의 반지"
"242841733-0-139864","Ring of Ashen Grip","Ring of Ashen Grip"
"242841733-0-139863","Ring of the Night Mother","Ring of the Night Mother"
"242841733-0-139862","Magnus' Ring","Magnus' Ring"
"242841733-0-139861","Ring of Vampire's Kiss","Ring of Vampire's Kiss"
"242841733-0-137682","Ring of Mechanical Acuity","Ring of Mechanical Acuity"
"242841733-0-139860","Ring of the Seducer","Ring of the Seducer"
"242841733-0-137681","Fortified Brass Ring","Fortified Brass Ring"
"242841733-0-137680","Innate Axiom Ring","Innate Axiom Ring"
"242841733-0-150418","Hidden Moon Band","Hidden Moon Band"
"242841733-0-79186","Ring of Imperial Physique","Imperial Physique: 반지"
"242841733-0-79188","Ring of Imperial Physique","Ring of Imperial Physique"
"242841733-0-139869","Ring of the Willow's Path","Ring of the Willow's Path"
"242841733-0-139868","Ring of Hist Bark","Ring of Hist Bark"
"242841733-0-139867","Ring of Torug's Pact","Ring of Torug's Pact"
"242841733-0-139866","Ring of the Spectre's Eye","Ring of the Spectre's Eye"
"242841733-0-139865","Ring of Oblivion's Foe","Ring of Oblivion's Foe"
"228378404-0-139653","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Protective Trait for Rings.","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Protective Trait for Rings."
"242841733-0-149431","Darloc Brae's Ring","Darloc Brae's Ring"
"228378404-0-139652","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Triune Trait for Rings.","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Triune Trait for Rings."
"228378404-0-139657","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Bloodthirsty Trait for Rings.","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Bloodthirsty Trait for Rings."
"228378404-0-139656","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Harmony Trait for Rings.","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Harmony Trait for Rings."
"228378404-0-139655","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Swift Trait for Rings.","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Swift Trait for Rings."
"242841733-0-69389","Ring of Agility","Agility: 반지"
"242841733-0-106702","Ring of Medusa","Medusa: 반지"
"228378404-0-139654","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Infused Trait for Rings.","This ring is intended to be researched at a Jewelry Crafting station. By researching it, you can learn the Infused Trait for Rings."
"242841733-0-69387","Ring of Agility","Agility: 반지"
"242841733-0-69385","Ring of Agility","Agility: 반지"
"242841733-0-15526","Sapmagic Ring","수액마법 반지"
"242841733-0-137675","Ring of Varen's Legacy","Ring of Varen's Legacy"
"242841733-0-137674","Gladiator's Ring","Gladiator's Ring"
"242841733-0-139852","Sload's Ring","Sload's Ring"
