"Location","Source","Target"
"242841733-0-156848","Bloodstone Chalice","Bloodstone Chalice"
"242841733-0-156847","Amulet of Bats","Amulet of Bats"
"242841733-0-133946","Psijic Codex Transcription","Psijic Codex Transcription"
"228378404-0-124660","This is one of seven parts of the Dwarven Theodolite Pet Runebox.","This is one of seven parts of the Dwarven Theodolite Pet Runebox."
"228378404-0-124663","This is one of seven parts of the Dwarven Theodolite Pet Runebox.","This is one of seven parts of the Dwarven Theodolite Pet Runebox."
"228378404-0-124664","This is one of seven parts of the Dwarven Theodolite Pet Runebox.","This is one of seven parts of the Dwarven Theodolite Pet Runebox."
"228378404-0-124661","This is one of seven parts of the Dwarven Theodolite Pet Runebox.","This is one of seven parts of the Dwarven Theodolite Pet Runebox."
"228378404-0-124662","This is one of seven parts of the Dwarven Theodolite Pet Runebox.","This is one of seven parts of the Dwarven Theodolite Pet Runebox."
"242841733-0-44583","Yenadar's Journal","Yenadar's Journal"
"228378404-0-112431","This tangle of cogs, springs, and wire was clearly made with some purpose in mind. Whatever that purpose could be, is anyone's guess.","This tangle of cogs, springs, and wire was clearly made with some purpose in mind. Whatever that purpose could be, is anyone's guess."
"228378404-0-124667","This is one of seven parts of the Sixth House Robe Costume Runebox.","This is one of seven parts of the Sixth House Robe Costume Runebox."
"228378404-0-124668","This is one of seven parts of the Sixth House Robe Costume Runebox.","This is one of seven parts of the Sixth House Robe Costume Runebox."
"228378404-0-124665","This is one of seven parts of the Dwarven Theodolite Pet Runebox.","This is one of seven parts of the Dwarven Theodolite Pet Runebox."
"228378404-0-124666","This is one of seven parts of the Dwarven Theodolite Pet Runebox.","This is one of seven parts of the Dwarven Theodolite Pet Runebox."
"228378404-0-124669","This is one of seven parts of the Sixth House Robe Costume Runebox.","This is one of seven parts of the Sixth House Robe Costume Runebox."
"242841733-0-121505","Blacksmith Survey: Wrothgar III","대장장이 조사 보고서: 로스가 III"
"228378404-0-75329","Meant solely for testing. Grants full skill ranks in all crafting disciplines.","Meant solely for testing. Grants full skill ranks in all crafting disciplines."
"228378404-0-145571","This letter bears the seal of the Chancellor of the Elder Council in Cyrodiil.","이 편지에 시로딜 원로 의원회의 수상의 인장이 찍혀있다."
"228378404-0-145579","One of four Legendary Dawnwood Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Dawnwood Indrik, thus removing the Nascent Indrik.","One of four Legendary Dawnwood Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Dawnwood Indrik, thus removing the Nascent Indrik."
"228378404-0-145578","One of four Legendary Dawnwood Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Dawnwood Indrik, thus removing the Nascent Indrik.","One of four Legendary Dawnwood Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Dawnwood Indrik, thus removing the Nascent Indrik."
"228378404-0-4950","Index for activating propylon obelisks","Index for activating propylon obelisks"
"228378404-0-147514","One of four Legendary Luminous Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Luminous Indrik, thus removing the Nascent Indrik.","One of four Legendary Luminous Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Luminous Indrik, thus removing the Nascent Indrik."
"228378404-0-147515","One of four Legendary Luminous Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Luminous Indrik, thus removing the Nascent Indrik.","One of four Legendary Luminous Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Luminous Indrik, thus removing the Nascent Indrik."
"228378404-0-147516","One of four Legendary Luminous Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Luminous Indrik, thus removing the Nascent Indrik.","One of four Legendary Luminous Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Luminous Indrik, thus removing the Nascent Indrik."
"228378404-0-147517","One of four Legendary Luminous Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Luminous Indrik, thus removing the Nascent Indrik.","One of four Legendary Luminous Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Luminous Indrik, thus removing the Nascent Indrik."
"228378404-0-147519","This fragment of an ancient mural depicts the kingdom of Riverhold, known for its hardy farmers.","This fragment of an ancient mural depicts the kingdom of Riverhold, known for its hardy farmers."
"242841733-0-147929","Mummified Alfiq Parts","Mummified Alfiq Parts"
"242841733-0-147927","Riddles of the Rithana-di-Renada","Riddles of the Rithana-di-Renada"
"242841733-0-43670","Shadowfen Treasure Map IV","섀도우펜 보물지도 IV"
"242841733-0-43671","Shadowfen Treasure Map V","섀도우펜 보물지도 V"
"242841733-0-43672","Shadowfen Treasure Map VI","섀도우펜 보물지도 VI"
"242841733-0-43673","Eastmarch Treasure Map I","이스트마치 보물지도 I"
"242841733-0-43674","Eastmarch Treasure Map II","이스트마치 보물지도 II"
"242841733-0-43675","Eastmarch Treasure Map III","이스트마치 보물지도 III"
"242841733-0-43676","Eastmarch Treasure Map IV","이스트마치 보물지도 IV"
"242841733-0-43677","Eastmarch Treasure Map V","이스트마치 보물지도 V"
"242841733-0-43667","Shadowfen Treasure Map I","섀도우펜 보물지도 I"
"242841733-0-43668","Shadowfen Treasure Map II","섀도우펜 보물지도 II"
"242841733-0-43669","Shadowfen Treasure Map III","섀도우펜 보물지도 III"
"228378404-0-43517","This is an obsolete item. It no longer has any in-game value and is safe to destroy.","더 이상 쓸모가 없는 아이템. 게임 내 가치가 없기 때문에 파괴해도 문제없다."
"228378404-0-43518","This seems to be a page from Tappo's journal.","타포의 일지에서 찢겨나온 조각 같습니다."
"242841733-0-121303","""Room to Spare"" Housing Brochure","\"\"빈 방\"\" 하우징 홍보 책자"
"242841733-0-145512","Murkmire Treasure Map II","머크마이어 보물지도 II"
"242841733-0-142006","Emerald Indrik Feather","Emerald Indrik Feather"
"228378404-0-28133","A mysterious letter sealed with red wax","빨간 왁스로 봉인 된 수상한 편지"
"242841733-0-145510","Murkmire Treasure Map I","머크마이어 보물지도 I"
"242841733-0-166459","Alchemist Survey: Western Skyrim","Alchemist Survey: Western Skyrim"
"242841733-0-147930","Plague-Drenched Fabric","Plague-Drenched Fabric"
"242841733-0-142009","Opaline Indrik Feather","Opaline Indrik Feather"
"242841733-0-142007","Gilded Indrik Feather","Gilded Indrik Feather"
"242841733-0-142008","Onyx Indrik Feather","Onyx Indrik Feather"
"242841733-0-27196","Sleezle","Sleezle"
"242841733-0-27195","Woozle","Woozle"
"242841733-0-5159","Daedric Rune zTestContent","Daedric Rune zTestContent"
"242841733-0-43660","Stonefalls Treasure Map VI","스톤폴스 보물지도 VI"
"242841733-0-43661","Deshaan Treasure Map I","데샨 보물지도 I"
"242841733-0-43662","Deshaan Treasure Map II","데샨 보물지도 II"
"242841733-0-43663","Deshaan Treasure Map III","데샨 보물지도 III"
"242841733-0-43664","Deshaan Treasure Map IV","데샨 보물지도 IV"
"228378404-0-30430","An ancient relic of the Companions.","An ancient relic of the Companions."
"242841733-0-43665","Deshaan Treasure Map V","데샨 보물지도 V"
"242841733-0-43666","Deshaan Treasure Map VI","데샨 보물지도 VI"
"242841733-0-43656","Stonefalls Treasure Map II","스톤폴스 보물지도 II"
"242841733-0-43657","Stonefalls Treasure Map III","스톤폴스 보물지도 III"
"242841733-0-43658","Stonefalls Treasure Map IV","스톤폴스 보물지도 IV"
"242841733-0-43659","Stonefalls Treasure Map V","스톤폴스 보물지도 V"
"228378404-0-81189","The rarest crow callers have been known to summon more than just birds during the Witches Festival. See what strange and sinister secrets await you!","가장 희귀한 까마귀 호루라기를 마녀들의 축제 기간에 불면 평범한 새들보다 더한 것을 불러낸다고 알려져 있습니다. 어떤 이상하고 불길한 비밀들이 기다리고 있는지 확인해 보세요!"
"242841733-0-27194","Foozle","Foozle"
"242841733-0-57813","Enchanter Survey: Craglorn I","마법부여가 조사 보고서: 크래글론 I"
"242841733-0-57814","Enchanter Survey: Craglorn II","마법부여가 조사 보고서: 크래글론 II"
"242841733-0-57815","Enchanter Survey: Craglorn III","마법부여가 조사 보고서: 크래글론 III"
"242841733-0-57816","Woodworker Survey: Grahtwood","목세공사 조사 보고서: 그랏우드"
"242841733-0-57817","Woodworker Survey: Deshaan","목세공사 조사 보고서: 데샨"
"242841733-0-57818","Woodworker Survey: Stormhaven","목세공사 조사 보고서: 스톰헤븐"
"242841733-0-43690","Coldharbour Treasure Map VI","콜드하버 보물지도 VI"
"242841733-0-57819","Woodworker Survey: Greenshade","목세공사 조사 보고서: 그린쉐이드"
"242841733-0-43691","Stros M'Kai Treasure Map I","스트로스 므'카이 보물지도 I"
"228378404-0-166461","A rare map indicating a generous cache of raw materials.","A rare map indicating a generous cache of raw materials."
"242841733-0-43692","Stros M'Kai Treasure Map II","스트로스 므'카이 보물지도 II"
"242841733-0-43693","Betnikh Treasure Map I","베스닉 보물지도 I"
"228378404-0-166462","A rare map indicating a generous cache of raw materials.","A rare map indicating a generous cache of raw materials."
"242841733-0-43694","Betnikh Treasure Map II","베스닉 보물지도 II"
"228378404-0-166464","A rare map indicating a generous cache of raw materials.","A rare map indicating a generous cache of raw materials."
"242841733-0-43695","Khenarthi's Roost Treasure Map I","케나티의 횃대 보물지도 I"
"242841733-0-43696","Khenarthi's Roost Treasure Map II","케나티의 횃대 보물지도 II"
"242841733-0-64589","Thukhozod's Bracer","Thukhozod's Bracer"
"242841733-0-43697","Khenarthi's Roost Treasure Map III","케나티의 횃대 보물지도 III"
"242841733-0-43698","Khenarthi's Roost Treasure Map IV","케나티의 횃대 보물지도 IV"
"228378404-0-166460","A rare map indicating a generous cache of raw materials.","A rare map indicating a generous cache of raw materials."
"242841733-0-43699","Bleakrock Treasure Map I","블리크락 보물지도 I"
"242841733-0-43689","Coldharbour Treasure Map V","콜드하버 보물지도 V"
"228378404-0-166469","Your ferocity is widely hailed as being equal to the warriors of the Reach.","Your ferocity is widely hailed as being equal to the warriors of the Reach."
"242841733-0-64592","Eye of Zthenganaz","Eye of Zthenganaz"
"228378404-0-166465","A rare map indicating a generous cache of raw materials.","A rare map indicating a generous cache of raw materials."
"242841733-0-64593","Scepter of the Riekr King-Chief","Scepter of the Riekr King-Chief"
"228378404-0-166466","A shard from a stone husk. If you collected enough of these, you could assemble one of these vessels.","A shard from a stone husk. If you collected enough of these, you could assemble one of these vessels."
"242841733-0-64594","Hammer of Glass","Hammer of Glass"
"242841733-0-64595","Mad Urkazbur's Ice-Effigy","미친 울카즈버의 얼음 모형"
"242841733-0-64590","Liquid Silver","Liquid Silver"
"242841733-0-64591","Black Quill","Black Quill"
"242841733-0-57820","Woodworker Survey: Shadowfen","목세공사 조사 보고서: 섀도우펜"
"242841733-0-57821","Woodworker Survey: Rivenspire","목세공사 조사 보고서: 리븐스파이어"
"242841733-0-57822","Woodworker Survey: Malabal Tor","목세공사 조사 보고서: 말라발 토르"
"242841733-0-57823","Woodworker Survey: Eastmarch","목세공사 조사 보고서: 이스트마치"
"228378404-0-55931","This polished silver charm is covered in delicate etchings depicting the phases of the moons.","This polished silver charm is covered in delicate etchings depicting the phases of the moons."
"242841733-0-57824","Woodworker Survey: Alik'r","목세공사 조사 보고서: 알리키'어"
"242841733-0-57825","Woodworker Survey: Reaper's March","목세공사 조사 보고서: 리퍼스 마치"
"242841733-0-57826","Woodworker Survey: The Rift","목세공사 조사 보고서: 리프트"
"228378404-0-55932","This polished silver charm is covered in delicate etchings depicting the phases of the moons.","This polished silver charm is covered in delicate etchings depicting the phases of the moons."
"242841733-0-57827","Woodworker Survey: Bangkorai","목세공사 조사 보고서: 뱅코라이"
"228378404-0-156666","This lute is said to be cursed with the spirit of a queen betrayed in love.","This lute is said to be cursed with the spirit of a queen betrayed in love."
"242841733-0-57828","Woodworker Survey: Coldharbour I","목세공사 조사 보고서: 콜드하버 I"
"242841733-0-57829","Woodworker Survey: Coldharbour II","목세공사 조사 보고서: 콜드하버 II"
"242841733-0-43680","The Rift Treasure Map II","리프트 보물지도 II"
"242841733-0-43681","The Rift Treasure Map III","리프트 보물지도 III"
"242841733-0-43682","The Rift Treasure Map IV","리프트 보물지도 IV"
"242841733-0-43683","The Rift Treasure Map V","리프트 보물지도 V"
"242841733-0-43684","The Rift Treasure Map VI","리프트 보물지도 VI"
"242841733-0-43685","Coldharbour Treasure Map I","콜드하버 보물지도 I"
"242841733-0-43686","Coldharbour Treasure Map II","콜드하버 보물지도 II"
"242841733-0-43687","Coldharbour Treasure Map III","콜드하버 보물지도 III"
"242841733-0-43688","Coldharbour Treasure Map IV","콜드하버 보물지도 IV"
"242841733-0-43678","Eastmarch Treasure Map VI","이스트마치 보물지도 VI"
"228378404-0-166459","A rare map indicating a generous cache of raw materials.","A rare map indicating a generous cache of raw materials."
"242841733-0-43679","The Rift Treasure Map I","리프트 보물지도 I"
"242841733-0-147922","Northern Elsweyr CE Treasure Map I","Northern Elsweyr CE Treasure Map I"
"242841733-0-147924","Northern Elsweyr CE Treasure Map III","Northern Elsweyr CE Treasure Map III"
"242841733-0-147923","Northern Elsweyr CE Treasure Map II","Northern Elsweyr CE Treasure Map II"
"242841733-0-57830","Woodworker Survey: Craglorn I","목세공사 조사 보고서: 크래글론 I"
"242841733-0-57831","Woodworker Survey: Craglorn II","목세공사 조사 보고서: 크래글론 II"
"242841733-0-57832","Woodworker Survey: Craglorn III","목세공사 조사 보고서: 크래글론 III"
"242841733-0-121550","Scroll of Pelinal's Ferocity","펠리날의 광포 두루마리"
"242841733-0-32313","Lodorr's Crown","로도어의 왕관"
"228378404-0-150771","One of four Legendary Pure-Snow Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Pure-Snow Indrik, thus removing the Nascent Indrik.","One of four Legendary Pure-Snow Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Pure-Snow Indrik, thus removing the Nascent Indrik."
"228378404-0-150770","One of four Legendary Pure-Snow Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Pure-Snow Indrik, thus removing the Nascent Indrik.","One of four Legendary Pure-Snow Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Pure-Snow Indrik, thus removing the Nascent Indrik."
"242841733-0-45010","Khenarthi's Roost CE Treasure Map II","케나티의 횃대 CE 보물지도 II"
"228378404-0-150773","One of four Legendary Pure-Snow Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Pure-Snow Indrik, thus removing the Nascent Indrik.","One of four Legendary Pure-Snow Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Pure-Snow Indrik, thus removing the Nascent Indrik."
"228378404-0-150772","One of four Legendary Pure-Snow Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Pure-Snow Indrik, thus removing the Nascent Indrik.","One of four Legendary Pure-Snow Berries. Feeding all 4 to a Nascent Indrik will force it to evolve into a Pure-Snow Indrik, thus removing the Nascent Indrik."
"228378404-0-135134","The chain of Z'Maja's amulet, which was used to control shadow and darkness. It may still hold a trace of her power.","The chain of Z'Maja's amulet, which was used to control shadow and darkness. It may still hold a trace of her power."
"242841733-0-34363","Battered Bear Trap","닳아빠진 곰덫"
"228378404-0-135135","Z'Maja's amulet, used to control shadows in darkness. It's destroyed beyond repair, but most likely still holds a trace of her magic.","Z'Maja's amulet, used to control shadows in darkness. It's destroyed beyond repair, but most likely still holds a trace of her magic."
"242841733-0-71779","Counterfeit Pardon Edict","위조 사면령"
"228378404-0-146042","This ancient Imperial mockery embodies the hubris of a true Arena Gladiator.","This ancient Imperial mockery embodies the hubris of a true Arena Gladiator."
"242841733-0-34359","Questionable Meat Sack","의심스러운 고기 자루"
"228378404-0-151600","A rare map indicating a generous cache of raw materials.","A rare map indicating a generous cache of raw materials."
"242841733-0-137947","Attunable Jewelry Crafting Station","Attunable Jewelry Crafting Station"
"242841733-0-27845","Gurlisk's Head","Gurlisk's Head"
"228378404-0-151603","A rare report indicating a generous cache of raw materials.","A rare report indicating a generous cache of raw materials."
"228378404-0-151602","A rare map indicating a generous cache of raw materials.","A rare map indicating a generous cache of raw materials."
"228378404-0-151601","A rare map indicating a generous cache of raw materials.","A rare map indicating a generous cache of raw materials."
"242841733-0-27844","Bleiger's Tentacle","Bleiger's Tentacle"
"242841733-0-156666","Lute of Blue Longing","Lute of Blue Longing"
"242841733-0-27843","Varnag's Head","Varnag's Head"
"228378404-0-69060","These gnarled iron shackles are extremely heavy and cold as ice. Gathering 150 will grant access to one of the city's hidden Trophy Vaults.","These gnarled iron shackles are extremely heavy and cold as ice. Gathering 150 will grant access to one of the city's hidden Trophy Vaults."
"228378404-0-27843","This is the severed head of the vicious nix hound known as Varnag. There might be a reward for killing him.","This is the severed head of the vicious nix hound known as Varnag. There might be a reward for killing him."
"228378404-0-27844","This is the severed tentacle of the vicious netch, Bleiger. There might be a reward for killing him.","This is the severed tentacle of the vicious netch, Bleiger. There might be a reward for killing him."
"228378404-0-27845","This is the severed head of the savage clannfear known as Gurlisk. There might be a reward for killing it.","This is the severed head of the savage clannfear known as Gurlisk. There might be a reward for killing it."
"242841733-0-166460","Blacksmith Survey: Western Skyrim","Blacksmith Survey: Western Skyrim"
"242841733-0-166461","Clothier Survey: Western Skyrim","Clothier Survey: Western Skyrim"
"242841733-0-166462","Enchanter Survey: Western Skyrim","Enchanter Survey: Western Skyrim"
"242841733-0-166464","Jewelry Crafting Survey: Western Skyrim","Jewelry Crafting Survey: Western Skyrim"
"228378404-0-69059","These chipped shards of Daedric animus emit a faint glow, like fading blue coals. Gathering 150 will grant access to one of the city's hidden Trophy Vaults.","These chipped shards of Daedric animus emit a faint glow, like fading blue coals. Gathering 150 will grant access to one of the city's hidden Trophy Vaults."
"242841733-0-166465","Woodworker Survey: Western Skyrim","Woodworker Survey: Western Skyrim"
"242841733-0-166466","Stone Husk Fragment","Stone Husk Fragment"
"242841733-0-166469","Reach-Mage's Ferocity","Reach-Mage's Ferocity"
"242841733-0-55013","Celestial Serpent's Trophy","Celestial Serpent's Trophy"
"242841733-0-147529","Corinthe Fragment","Corinthe Fragment"
"242841733-0-55012","Celestial Mage's Gem","Celestial Mage's Gem"
"242841733-0-55011","Celestial Warrior's Trophy","Celestial Warrior's Trophy"
"242841733-0-138814","Research Scroll, Jewelry Crafting, 1 Day","연구 두루마리, 장신구 제작, 1일"
"242841733-0-147531","Bruk'ra Fragment","Bruk'ra Fragment"
"242841733-0-147530","Helkarn Fragment","Helkarn Fragment"
"242841733-0-33233","Frostheart Blossom","Frostheart Blossom"
"228378404-0-159544","This time-honored Imperial recognition fully certifies that you are worthy to be a Knight of the Circle.","This time-honored Imperial recognition fully certifies that you are worthy to be a Knight of the Circle."
"242841733-0-57687","Blacksmith Survey: Auridon","대장장이 조사 보고서: 아우리돈"
"242841733-0-147533","Torval Fragment","Torval Fragment"
"242841733-0-147532","Tenmar Fragment","Tenmar Fragment"
"242841733-0-112431","Incomprehensible Artifact","Incomprehensible Artifact"
"228378404-0-124670","This is one of seven parts of the Sixth House Robe Costume Runebox.","This is one of seven parts of the Sixth House Robe Costume Runebox."
"242841733-0-112432","Incomprehensible Artifact","Incomprehensible Artifact"
"228378404-0-124671","This is one of seven parts of the Sixth House Robe Costume Runebox.","This is one of seven parts of the Sixth House Robe Costume Runebox."
"228378404-0-124672","This is one of seven parts of the Sixth House Robe Costume Runebox.","This is one of seven parts of the Sixth House Robe Costume Runebox."
"228378404-0-124673","This is one of seven parts of the Sixth House Robe Costume Runebox.","This is one of seven parts of the Sixth House Robe Costume Runebox."
"242841733-0-147300","Revelry Pie","Revelry Pie"
"242841733-0-68347","Sigil of Imperial Retreat","제국의 후퇴 인장"
"242841733-0-166040","Western Skyrim Treasure Map I","Western Skyrim Treasure Map I"
"242841733-0-166041","Western Skyrim Treasure Map II","Western Skyrim Treasure Map II"
"242841733-0-69434","Merethic Restorative Resin","Merethic Restorative Resin"
"242841733-0-166042","Western Skyrim Treasure Map III","Western Skyrim Treasure Map III"
"242841733-0-166043","Western Skyrim Treasure Map IV","Western Skyrim Treasure Map IV"
"242841733-0-69432","Glass Style Motif Fragment","글래스 양식 모티프의 조각"
"242841733-0-33222","Lena's Wand of Finding","Lena's Wand of Finding"
"228378404-0-24169","This insignia was dropped by a member of the expeditionary force sent against Doomcrag.","둠크래그에 대항해 파견된 원정대의 일원이 떨어뜨린 휘장입니다."
"228378404-0-129911","A crystal which holds the ability of self reflection.","A crystal which holds the ability of self reflection."
"228378404-0-129910","A crystal which holds knowledge of mathematics.","A crystal which holds knowledge of mathematics."
"228378404-0-147300","Join in the festivities by hurling your Alliance's pie at friends and enemies alike. What are you wearing for the Jester's Festival? Revelry pie!","Join in the festivities by hurling your Alliance's pie at friends and enemies alike. What are you wearing for the Jester's Festival? Revelry pie!"
"242841733-0-124673","Sixth House Tailor's Bell","Sixth House Tailor's Bell"
"242841733-0-69405","Daedric Embers Key","Daedric Embers Key"
"242841733-0-145571","Sealed Imperial Summons","봉인된 임페리얼 소환장"
"242841733-0-124672","Sixth House Ornamental Fasteners","Sixth House Ornamental Fasteners"
"242841733-0-69404","Daedric Shackles Key","Daedric Shackles Key"
"242841733-0-124671","Sixth House Patterned Bolt","Sixth House Patterned Bolt"
"242841733-0-124670","Sixth House Tailor's Hammer","Sixth House Tailor's Hammer"
"228378404-0-5159","This rune radiates with Daedric magic","This rune radiates with Daedric magic"
"242841733-0-145578","Dawnwood Berries of Bloom","Dawnwood Berries of Bloom"
"242841733-0-147515","Luminous Berries of Budding","Luminous Berries of Budding"
"242841733-0-145579","Dawnwood Berries of Budding","Dawnwood Berries of Budding"
"242841733-0-147514","Luminous Berries of Bloom","Luminous Berries of Bloom"
"242841733-0-166035","Western Skyrim CE Treasure Map","Western Skyrim CE Treasure Map"
"242841733-0-166036","Blackreach: Greymoor Caverns CE Treasure Map I","Blackreach: Greymoor Caverns CE Treasure Map I"
"242841733-0-147517","Luminous Berries of Ripeness","Luminous Berries of Ripeness"
"242841733-0-166037","Blackreach: Greymoor Caverns CE Treasure Map II","Blackreach: Greymoor Caverns CE Treasure Map II"
"242841733-0-147516","Luminous Berries of Growth","Luminous Berries of Growth"
"242841733-0-166038","Blackreach: Greymoor Caverns Treasure Map I","Blackreach: Greymoor Caverns Treasure Map I"
"228378404-0-129913","A nullification staff of Dwemer make, but with curious clockwork augments.","이 무효화 지팡이는 드웨머가 만들었지만, 기이한 태엽장치로 확장 되었습니다."
"242841733-0-166039","Blackreach: Greymoor Caverns Treasure Map II","Blackreach: Greymoor Caverns Treasure Map II"
"228378404-0-129912","A crystal which holds the ability to use logic and reason. Strangely dim.","A crystal which holds the ability to use logic and reason. Strangely dim."
"228378404-0-129900","One of the mechanical arms of a humanoid construct.","One of the mechanical arms of a humanoid construct."
"242841733-0-147519","Riverhold Fragment","Riverhold Fragment"
"228378404-0-159535","This time-honored Imperial recognition fully certifies that you have the resolve of a Knight of the Circle.","This time-honored Imperial recognition fully certifies that you have the resolve of a Knight of the Circle."
"242841733-0-145581","Dawnwood Berries of Ripeness","Dawnwood Berries of Ripeness"
"242841733-0-124662","Dwarven Theodolite Shoulder","Dwarven Theodolite Shoulder"
"242841733-0-124661","Dwarven Theodolite Torso","Dwarven Theodolite Torso"
"242841733-0-124660","Dwarven Theodolite Wheels","Dwarven Theodolite Wheels"
"242841733-0-147520","Rimmen Fragment","Rimmen Fragment"
"228378404-0-129909","The source of power for a humanoid construct.","The source of power for a humanoid construct."
"228378404-0-160510","A masterfully crafted fife, bearing the mark of a legendary family of flutemakers.","A masterfully crafted fife, bearing the mark of a legendary family of flutemakers."
"242841733-0-145580","Dawnwood Berries of Growth","Dawnwood Berries of Growth"
"242841733-0-147526","Alabaster Fragment","Alabaster Fragment"
"228378404-0-129906","A metal spine with several interconnected metal dics, belonging to a humanoid construct.","A metal spine with several interconnected metal dics, belonging to a humanoid construct."
"228378404-0-160512","A stunning silver-blue horn of simple design, but has a powerful ringing tone.","A stunning silver-blue horn of simple design, but has a powerful ringing tone."
"228378404-0-129905","The large chestplate of a humanoid construct with Dwarven designs.","드웨머가 설계한 사람형 구성체의 커다란 가슴판입니다."
"242841733-0-147525","Pellitine Fragment","Pellitine Fragment"
"228378404-0-160511","An old vossa-satl, the enchanted frogs that produce its sound may long have died.","An old vossa-satl, the enchanted frogs that produce its sound may long have died."
"242841733-0-124669","Sixth House Incense of Toolwork","Sixth House Incense of Toolwork"
"228378404-0-129908","One of the mechanical hands of a humanoid construct.","One of the mechanical hands of a humanoid construct."
"228378404-0-160514","A lyre of incomprehensible craftsmanship, said to have been swindled from Sheogorath by Callisos.","A lyre of incomprehensible craftsmanship, said to have been swindled from Sheogorath by Callisos."
