"Location","Source","Target"
"228378404-0-34334","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"228378404-0-34335","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"228378404-0-34330","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"242841733-0-28625","saltrice","saltrice"
"228378404-0-26966","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"242841733-0-29030","Rice","쌀 (Rice)"
"228378404-0-26962","This item is no longer used in crafting, and should be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-33758","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-33754","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-33755","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-28603","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-28604","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-33756","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-33757","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"242841733-0-26977","Old Fatback","Old Fatback"
"242841733-0-26976","Old Lard","Old Lard"
"228378404-0-28608","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-33752","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-33753","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-28609","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"242841733-0-26978","Old Pinguis","Old Pinguis"
"242841733-0-26975","Old Suet","Old Suet"
"242841733-0-26974","Old Cooking Fat","Old Cooking Fat"
"242841733-0-27035","Isinglass","한천 (Isinglass)"
"242841733-0-26988","Old Stock","Old Stock"
"242841733-0-26987","Old Broth","Old Broth"
"242841733-0-26989","Old Jus","Old Jus"
"242841733-0-26986","Old Thin Broth","Old Thin Broth"
"242841733-0-64222","Perfect Roe","온전한 어란 (Perfect Roe)"
"228378404-0-44633","Use to make the Breeches of the Shadow Dancer","Use to make the Breeches of the Shadow Dancer"
"228378404-0-40270","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40272","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40271","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40274","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40273","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40276","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-27058","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-27059","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"242841733-0-26990","Old Glace Viande","Old Glace Viande"
"242841733-0-27048","Metheglin","메테글린 (Metheglin)"
"242841733-0-5405","Thin Rawhide","Thin Rawhide"
"242841733-0-27044","Old Saaz Hops","Old Saaz Hops"
"242841733-0-27043","Honey","꿀 (Honey)"
"242841733-0-26999","Old Meal","Old Meal"
"242841733-0-26998","Old Imperial Stock","Old Imperial Stock"
"242841733-0-27049","Lemon","레몬 (Lemon)"
"242841733-0-40266","Old Grasa Grapes^p","Old Grasa Grapes"
"228378404-0-40267","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40266","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"242841733-0-40267","Old Lado Grapes^p","Old Lado Grapes"
"228378404-0-40269","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"242841733-0-40264","Old White Malt","Old White Malt"
"228378404-0-40268","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"242841733-0-40265","Old Wine Grapes^p","Old Wine Grapes"
"242841733-0-40262","Old Caramalt","Old Caramalt"
"242841733-0-40263","Old Wheat Malt","Old Wheat Malt"
"242841733-0-40260","Old Brown Malt","Old Brown Malt"
"242841733-0-40261","Old Amber Malt","Old Amber Malt"
"228378404-0-26999","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-26998","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40261","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-27063","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-27064","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"228378404-0-40260","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40263","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40262","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40265","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-40264","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"242841733-0-27057","Cheese","치즈 (Cheese)"
"228378404-0-27048","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"242841733-0-27059","Bervez Juice","버베즈 즙 (Bervez Juice)"
"228378404-0-27049","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"242841733-0-27058","Seasoning","조미료 (Seasoning)"
"242841733-0-27053","Old Canis Root","옛 카니스 뿌리 (Old Canis Root)"
"242841733-0-27052","Ginger","생강 (Ginger)"
"228378404-0-5405","Use for Crafting Armor and Weapons","Use for Crafting Armor and Weapons"
"228378404-0-27051","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-27052","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"242841733-0-27051","Old Jazbay Grapes","옛 재즈베이 포도 (Old Jazbay Grapes)"
"228378404-0-27053","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"228378404-0-27057","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"242841733-0-27100","Flour","밀가루 (Flour)"
"242841733-0-34322","Old Shank","오래된 정강이 (Old Shank)"
"242841733-0-34323","Corn","옥수수 (Corn)"
"242841733-0-34320","bug parts^p","bug parts"
"242841733-0-34321","Poultry","가금류 고기 (Poultry)"
"242841733-0-34324","Carrots","당근 (Carrots)"
"242841733-0-34308","Melon","멜론 (Melon)"
"242841733-0-34309","Beets","사탕무 (Beets)"
"242841733-0-34307","Radish","무 (Radish)"
"228378404-0-28636","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"228378404-0-28639","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"242841733-0-115026","Aetherial Dust","에테리얼 가루 (Aetherial Dust)"
"228378404-0-64222","Beautiful and fragrant, Perfect Roe is prized by Provisioners the world over as an ingredient in the rarest of recipes.","아름답고 향기로운, 온전한 어란은 가장 진귀한 레시피의 재료로, 전 세계의 요리사들에게 수여되는 상이기도 합니다."
"228378404-0-45524","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"242841733-0-34311","Apples","사과 (Apples)"
"228378404-0-120078","Though Aetherial Dust can be used to open a person's eyes to untold experiences, its powers weaken over time. However, this Diminished Aetherial Dust still can be employed to craft standard Aetherial Ambrosia.","에테리얼 가루는 사람의 눈을 뜨이게 하여 말로 다 할수 없는 경험을 할 수 있게 해 주지만, 그 힘은 시간이 갈수록 약해집니다. 하지만 이 약화된 에테리얼 가루는 여전히 표준형 에테리얼 암브로시아를 만드는 데에 사용될 수 있습니다."
"228378404-0-45523","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"242841733-0-34316","honey comb","honey comb"
"228378404-0-45522","This item is no longer used in crafting, and can be sold.","이 아이템은 더 이상 제작에 사용되지 않습니다. 판매는 할 수 있습니다."
"242841733-0-27002","Old Cake Flour","Old Cake Flour"
"242841733-0-27001","Old Sifted Flour","Old Sifted Flour"
"242841733-0-27004","Old Imperial Flour","Old Imperial Flour"
"242841733-0-27003","Old Baker's Flour","Old Baker's Flour"
"228378404-0-28625","Use to make Saltrice Slurry","Use to make Saltrice Slurry"
"242841733-0-27000","Old Milled Flour","Old Milled Flour"
"228378404-0-33772","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"242841733-0-26954","Garlic","마늘 (Garlic)"
"228378404-0-33773","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"228378404-0-33774","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"228378404-0-33771","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"242841733-0-34345","Surilie Grapes","서릴리 포도 (Surilie Grapes)"
"242841733-0-34348","Wheat","밀 (Wheat)"
"242841733-0-34349","Acai Berry","아사이베리 (Acai Berry)"
"228378404-0-5391","Use for Crafting Armor and Weapons","Use for Crafting Armor and Weapons"
"242841733-0-34346","Ginkgo","은행나무 껍질 (Ginkgo)"
"242841733-0-120078","Diminished Aetherial Dust","약화된 에테리얼 가루 (Diminished Aetherial Dust)"
"242841733-0-34347","Ginseng","인삼 (Ginseng)"
"228378404-0-28610","An ingredient for crafting food.","음식을 만들기 위한 재료입니다."
"242841733-0-34329","Barley","보리 (Barley)"
"228378404-0-28612","Use to make Grilled Shank","Use to make Grilled Shank"
"228378404-0-33768","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"242841733-0-26966","Old Drippings","Old Drippings"
"242841733-0-26962","Old Pepper","오래된 후추 (Old Pepper)"
"242841733-0-34330","Lotus","연 (Lotus)"
"242841733-0-34333","Guarana","과라나 (Guarana)"
"242841733-0-34334","Bittergreen","쓴 채소 (Bittergreen)"
"228378404-0-29030","An ingredient for crafting beverages.","음료를 만들기 위한 재료입니다."
"228378404-0-120894","Used in crafting animated objects, such as ""living"" combat dummies.","\"\"살아있는\"\" 움직이는 전투용 표적더미를 만드는데 사용됩니다."
"242841733-0-34335","Yerba Mate","예르바 마테 (Yerba Mate)"
