"Location","Source","Target"
"242841733-0-57653","Sipping Imga Tonic","Sipping Imga Tonic"
"242841733-0-57654","Nocturnal's Everblack Coffee","녹터널의 칠흑 커피(Nocturnal's Everblack Coffee)"
"242841733-0-37902","flat Spiced Mazte","flat Spiced Mazte"
"242841733-0-33666","Green Scourgut Tea","Green Scourgut Tea"
"242841733-0-37928","Meady-Matey Infusion","Meady-Matey Infusion"
"242841733-0-37807","murky Torval Mint Tea","murky Torval Mint Tea"
"242841733-0-37927","Morning Reveille Tea","Morning Reveille Tea"
"242841733-0-32117","Swill","Swill"
"242841733-0-37806","Swill","Swill"
"242841733-0-37926","Four-Eye Grog","네 눈의 그로그주 (Four-Eye Grog)"
"242841733-0-37808","cloudy Dancing Grandma","cloudy Dancing Grandma"
"228378404-0-112433","A seasonal drink enjoyed during the New Life Festival. This Orc ale is exceptionally foamy, which helps create ""gastric affirmation.""","A seasonal drink enjoyed during the New Life Festival. This Orc ale is exceptionally foamy, which helps create \"\"gastric affirmation.\"\""
"242841733-0-33690","Winter Rose Tea","Winter Rose Tea"
"242841733-0-32121","flat Rye-in-your-Eye","flat Rye-in-your-Eye"
"242841733-0-33696","Acai Tonic Infusion","아사이 강장제 차(Acai Tonic Infusion)"
"242841733-0-33454","Qhalua Liqueur","Qhalua Liqueur"
"242841733-0-32123","cloudy Rihad Qishr","cloudy Rihad Qishr"
"242841733-0-33693","Vigilance Gold Ale","Vigilance Gold Ale"
"242841733-0-33694","Monkeypants Mazte","몽키팬츠 마즈테 (Monkeypants Mazte)"
"242841733-0-32122","murky Puckermint Tea","murky Puckermint Tea"
"242841733-0-37814","cloudy Crystal Clarity","cloudy Crystal Clarity"
"242841733-0-33699","Kagouti Kick Mazte","카고티 킥 마즈테 (Kagouti Kick Mazte)"
"242841733-0-33458","Centurion's Friend Kaveh","Centurion's Friend Kaveh"
"242841733-0-37934","Kelp Kaveh","Kelp Kaveh"
"242841733-0-37813","murky Pink Profundity","murky Pink Profundity"
"242841733-0-37812","flat Nereid Wine","flat Nereid Wine"
"242841733-0-37933","Green Scourgut Tea","Green Scourgut Tea"
"242841733-0-32127","Sour Mash","Sour Mash"
"242841733-0-33697","Surilie Bros. White Merlot","Surilie Bros. White Merlot"
"242841733-0-33456","Hopscotch","Hopscotch"
"242841733-0-33698","Sipping Imga Tonic","홀짝이는 임가 토닉(Sipping Imga Tonic)"
"242841733-0-37932","Swill","마시기"
"242841733-0-37916","Swill","마시기"
"242841733-0-32109","Honey Rye","Honey Rye"
"242841733-0-37915","Mint Chai","박하 차이 (Mint Chai)"
"242841733-0-33438","Fifth Legion Porter","Fifth Legion Porter"
"242841733-0-37914","Red Rye Beer","붉은 호밀 맥주 (Red Rye Beer)"
"242841733-0-33681","Ginger Port","Ginger Port"
"228378404-0-112441","This potent drink is one of the few banned by all fleets in Tamriel. Though a spilled mug doesn't actually strip tar from a ship's deck, it is absolutely capable of removing rational thought from those who imbibe it.","이 독한 술은 탐리엘에 있는 모든 선단에서 금지된 몇 안되는 것들 중 하나입니다. 잔에서 흘린 술이 배 갑판의 타르를 벗겨내지는 않지만, 그걸 마신 사람들의 이성적인 생각은 확실하게 날려버릴 수 있으니까요."
"228378404-0-112440","A hearty mulled wine enjoyed during the New Life Festival. This Nord drink is always served piping hot.","설탕과 향신료를 넣어서 새 생명 축제 기간에 즐기는 따뜻한 포도주입니다. 이 노드 술은 언제나 몹시 뜨겁게 제공됩니다."
"242841733-0-37920","Sour Mazte","시큼한 마즈테 (Sour Mazte)"
"242841733-0-33684","Spiceberry Chai","Spiceberry Chai"
"242841733-0-32110","Swill","Swill"
"242841733-0-33440","Xanmeer Brandy","Xanmeer Brandy"
"242841733-0-32111","greef","greef"
"242841733-0-37802","Swill","Swill"
"242841733-0-37922","Black Coffee","블랙 커피 (Black Coffee)"
"242841733-0-32116","murky Maormer Tea","murky Maormer Tea"
"242841733-0-37801","murky Mead de Menthe","murky Mead de Menthe"
"242841733-0-37921","Bitter Tea","쓰라린 차 (Bitter Tea)"
"242841733-0-37800","flat Ginger Wheat Beer","김빠진 생강 밀 맥주(flat Ginger Whet Beer)"
"242841733-0-32115","flat Sour Mash","flat Sour Mash"
"242841733-0-33687","Vvardenfell Flin","Vvardenfell Flin"
"242841733-0-33626","Horker's Breath","Horker's Breath"
"242841733-0-33624","Barley Nectar","Barley Nectar"
"242841733-0-33987","Comberry Chai","Comberry Chai"
"228378404-0-30443","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"228378404-0-133555","Brewed from potable liquids in the Clockwork City. Probably volatile, and quite eye-opening.","Brewed from potable liquids in the Clockwork City. Probably volatile, and quite eye-opening."
"228378404-0-30441","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-64497","Crown Healthy Vigor Liquor","크라운제 체력 원기 술(Crown Healthy Vigor Liquor)"
"242841733-0-64498","Crown Star-Magic Tea","크라운제 별-마법 차(Crown Star-Magic Tea)"
"242841733-0-64499","Crown Endurance Tonic","Crown Endurance Tonic"
"242841733-0-33630","Mermaid Whiskey","Mermaid Whiskey"
"242841733-0-33993","Sweetsting Tea","Sweetsting Tea"
"242841733-0-33996","Stand-Me-Up Lager","Stand-Me-Up Lager"
"242841733-0-33632","Spriggan Sap","Spriggan Sap"
"242841733-0-33979","Seven Year Beer","Seven Year Beer"
"242841733-0-33614","Clamberskull","Clamberskull"
"242841733-0-33977","Night-Grog","Night-Grog"
"242841733-0-33735","Sweet Scented Infusion","Sweet Scented Infusion"
"228378404-0-30439","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-33738","Seaberry Tonic","Seaberry Tonic"
"242841733-0-33618","Red Hippocras","Red Hippocras"
"242841733-0-33739","Vaermina's Nightmare","Vaermina's Nightmare"
"242841733-0-64266","Brain Broth","Brain Broth"
"242841733-0-33981","Rose Herbal Tea","장미 허브 차(Rose Herbal Tea)"
"242841733-0-33982","High Rock Rose and Rye","High Rock Rose and Rye"
"242841733-0-33985","invigorated bervez lager","invigorated bervez lager"
"242841733-0-33620","Creme de Menthe","Creme de Menthe"
"242841733-0-33741","Silver Lotusberry Tea","Silver Lotusberry Tea"
"242841733-0-33984","Breton Pint of Bitters","Breton Pint of Bitters"
"242841733-0-33648","Mint Chai","박하 차이(Mint Chai)"
"242841733-0-33646","Numidium Brandy","Numidium Brandy"
"228378404-0-71056","Ice-cold dredged berry mash, in the old Orcish style.","Ice-cold dredged berry mash, in the old Orcish style."
"242841733-0-61083","Comberry Chai","Comberry Chai"
"242841733-0-33652","Arenthian Brandy","아렌시안 브랜디(Arenthian Brandy)"
"242841733-0-33650","Mage's Mead","Mage's Mead"
"242841733-0-33654","Bitter Tea","쓰라린 차(Bitter Tea)"
"242841733-0-33638","Double Clarified Mazte","두 번 증류한 마즈테 (Double Clarified Mazte)"
"242841733-0-33999","Gingerose Tea","Gingerose Tea"
"242841733-0-33636","Spiced Mazte","매운 마즈테 (Spiced Mazte)"
"228378404-0-101879","A seasonal beverage enjoyed during the New Life Festival. This Argonian drink has a terrible smell, which is why it should be imbibed only with plugged nostrils.","새 생명 축제 기간에 즐겨 마시는 음료입니다. 이 아르고니안 술은 끔찍한 냄새를 풍기기 때문에 마실 때 반드시 콧구멍을 막고 마셔야 합니다."
"242841733-0-33644","Riften Rye","Riften Rye"
"242841733-0-33642","Sorry, Honey Lager","Sorry, Honey Lager"
"228378404-0-37795","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-68259","Soothing Bard's-Throat Tea","Soothing Bard's-Throat Tea"
"242841733-0-37872","flat Mazte","flat Mazte"
"242841733-0-68257","Markarth Mead","마르카식스 벌꿀술(Markarth Mead)"
"242841733-0-68258","Heart's Day Rose Tea","마음의 날 장미 차(Heart's Day Rose Tea)"
"242841733-0-68255","Kragenmoor Zinger Mazte","크라겐무어 징거 마즈테 (Kragenmoor Zinger Mazte)"
"242841733-0-68256","Colovian Ginger Beer","콜로비안 진저비어(Colovian Ginger Beer)"
"242841733-0-37874","cloudy Black Coffee","cloudy Black Coffee"
"242841733-0-32068","murky Honeyberry Tea","murky Honeyberry Tea"
"242841733-0-32067","flat Clarified Syrah Wine","flat Clarified Syrah Wine"
"242841733-0-37873","murky Bitter Tea","murky Bitter Tea"
"242841733-0-34002","Yerba Syrah Wine","Yerba Syrah Wine"
"242841733-0-32069","cloudy Tonsil Tingle Tonic","cloudy Tonsil Tingle Tonic"
"242841733-0-34008","Elinhir Qishr","Elinhir Qishr"
"242841733-0-37879","murky Morning Reveille Tea","murky Morning Reveille Tea"
"242841733-0-37878","flat Four-Eye Grog","flat Four-Eye Grog"
"242841733-0-34005","Seaflower Tea","말미잘 차(Seaflower Tea)"
"242841733-0-133555","Spring-Loaded Infusion","Spring-Loaded Infusion"
"228378404-0-32098","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-68268","Camlorn Sweet Brown Ale","Camlorn Sweet Brown Ale"
"242841733-0-37861","Pink Profundity","Pink Profundity"
"242841733-0-68269","Flowing Bowl Green Port","Flowing Bowl Green Port"
"242841733-0-37860","Nereid Wine","Nereid Wine"
"242841733-0-68266","Bravil Bitter Barley Beer","브라빌 쓴맛 발리 비어(Bravil Bitter Barley Beer)"
"242841733-0-68267","Wide-Eye Double Rye","Wide-Eye Double Rye"
"242841733-0-68264","Port Hunding Pinot Noir","훈딩항식 적포도주(Port Hunding Pinot Noir)"
"242841733-0-68265","Dragontail Blended Whisky","드래곤꼬리 블렌드 위스키(Dragontail Blended Whisky)"
"242841733-0-68262","Old Hegathe Lemon Kaveh","Old Hegathe Lemon Kaveh"
"242841733-0-37862","Crystal Clarity","Crystal Clarity"
"242841733-0-68263","Hagraven's Tonic","해그레이븐의 강장제(Hagraven's Tonic)"
"242841733-0-68260","Muthsera's Remorse","뭇세라의 회한(Muthsera's Remorse)"
"242841733-0-68261","Fredas Night Infusion","프레다스 밤 차(Fredas Night Infusion)"
"242841733-0-37868","Swill","Swill"
"242841733-0-37867","murky Mint Chai","murky Mint Chai"
"242841733-0-37866","flat Red Rye Beer","김빠진 붉은 호밀 맥주(flat Red Rye Beer)"
"228378404-0-37778","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"228378404-0-37777","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"228378404-0-37896","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-32080","Honeyberry Tea","Honeyberry Tea"
"242841733-0-37890","Swill","마시기"
"242841733-0-32081","Tonsil Tingle Tonic","Tonsil Tingle Tonic"
"242841733-0-34021","consummate heather mead","consummate heather mead"
"242841733-0-37772","cloudy Guarana Tonic","cloudy Guarana Tonic"
"242841733-0-37892","cloudy Barley Nectar","cloudy Barley Nectar"
"242841733-0-37771","murky Rose Herbal Tea","murky Rose Herbal Tea"
"242841733-0-32086","Sourflower Tea","Sourflower Tea"
"242841733-0-37770","flat Golden Lager","flat Golden Lager"
"242841733-0-37891","murky Treacleberry Tea","murky Treacleberry Tea"
"242841733-0-34020","Sour Guar Shein","Sour Guar Shein"
"242841733-0-32085","Tawny Port","Tawny Port"
"242841733-0-37898","cloudy Ginseng Sling","cloudy Ginseng Sling"
"242841733-0-37777","Swill","Swill"
"242841733-0-37776","flat Surilie Syrah Wine","김빠진 서릴리 레드 와인(Surilie Syrah Wine)"
"242841733-0-34026","Imperial Stout","Imperial Stout"
"242841733-0-32087","Isinmate Infusion","Isinmate Infusion"
"242841733-0-37897","murky Enlightenment Tea","murky Enlightenment Tea"
"242841733-0-34023","Pink Profundity","Pink Profundity"
"242841733-0-37896","Swill","마시기"
"242841733-0-34029","Guarana Tonic","과라나 강장제(Guarana Tonic)"
"242841733-0-34027","Abecean Brandy","Abecean Brandy"
"242841733-0-37778","Swill","Swill"
"242841733-0-101879","Hissmir Fish-Eye Rye","히스미어 물고기눈 호밀주(Hissmir Fish-Eye Rye)"
"228378404-0-37884","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"228378404-0-37890","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-32073","flat Tawny Port","flat Tawny Port"
"242841733-0-34011","Mead de Menthe","Mead de Menthe"
"242841733-0-32075","cloudy Isinmate Infusion","cloudy Isinmate Infusion"
"242841733-0-37880","cloudy Meady-Matey Infusion","cloudy Meady-Matey Infusion"
"242841733-0-32074","murky Sourflower Tea","murky Sourflower Tea"
"242841733-0-34014","Drowned Sailor Ale","Drowned Sailor Ale"
"242841733-0-37886","cloudy Kelp Kaveh","cloudy Kelp Kaveh"
"242841733-0-32079","Clarified Syrah Wine","Clarified Syrah Wine"
"242841733-0-37885","murky Green Scourgut Tea","murky Green Scourgut Tea"
"242841733-0-37884","Swill","마시기"
"242841733-0-34017","Torval Mint Tea","Torval Mint Tea"
"242841733-0-32139","flat bloodforth","flat bloodforth"
"242841733-0-37826","Swill","Swill"
"242841733-0-112426","Bergama Warning Fire","벌가마 봉화주(Bergama Warning Fire)"
"228378404-0-94438","The revivifying herbs in this Refreshing Drink will improve your Health, Magicka, and Stamina for one hour.","The revivifying herbs in this Refreshing Drink will improve your Health, Magicka, and Stamina for one hour."
"242841733-0-32141","cloudy ambrosia","cloudy ambrosia"
"242841733-0-32140","murky Lotus Tea","탁한 연꽃 차(murky Lotus Tea)"
"242841733-0-57200","Alabaster Honey Rum","알라바스터 벌꿀 럼주(Alabaster Honey Rum)"
"242841733-0-37832","Yellow Goblin Tonic","노란 고블린 강장제(Yellow Goblin Tonic)"
"242841733-0-57201","Crystal Tower Whiskey","수정탑 위스키(Crystal Tower Whiskey)"
"242841733-0-37952","Pirate's Jig Tonic","해적의 지그 토닉 (Pirate's Jig Tonic)"
"242841733-0-37831","Sweetsting Tea","Sweetsting Tea"
"242841733-0-32145","flat Mazte","flat Mazte"
"242841733-0-37830","Lemon Flower Sake","Lemon Flower Sake"
"242841733-0-57202","Palace of Kings Ginger Beer","왕궁 생강 맥주(Palace of Kings Ginger Beer)"
"242841733-0-37951","Spiceberry Chai","Spiceberry Chai"
"242841733-0-57203","Comberry Citrus Quencher","Comberry Citrus Quencher"
"242841733-0-37950","Spiced Mazte","매운 마즈테 (Spiced Mazte)"
"242841733-0-32147","cloudy Athlete's Guzzle","cloudy Athlete's Guzzle"
"242841733-0-37836","Old Clear-Eye Whiskey","Old Clear-Eye Whiskey"
"242841733-0-57204","Pirate Queen Mint Tea","해적 여왕의 민트 차(Pirate Queen Mint Tea)"
"242841733-0-37957","Winter Rose Tea","겨울 장미 차(Winter Rose Tea)"
"242841733-0-57205","Falkreath Rosy Mead","Falkreath Rosy Mead"
"242841733-0-32146","murky Thrassian Chai","murky Thrassian Chai"
"242841733-0-37956","Sorry, Honey Lager","Sorry, Honey Lager"
"242841733-0-57206","Hasphat's Sticky Guar Tonic","하스팟의 끈적 구아 토닉(Hasphat's Sticky Guar Tonic)"
"242841733-0-57207","Nocturnal's Everblack Coffee","녹터널의 칠흑 커피(Nocturnal's Everblack Coffee)"
"242841733-0-57208","Fyr's Hyperagonal Potation","Fyr's Hyperagonal Potation"
"242841733-0-37818","Golden Lager","Golden Lager"
"242841733-0-32129","Swill","Swill"
"242841733-0-37939","Treacleberry Tea","Treacleberry Tea"
"242841733-0-32128","Maormer Tea","Maormer Tea"
"242841733-0-57209","Saint Pelin's Tawny Port","Saint Pelin's Tawny Port"
"242841733-0-37938","Swill","마시기"
"242841733-0-33459","Berveza Vitae","Berveza Vitae"
"242841733-0-112433","Betnikh Twice-Spiked Ale","베스닉식 두-배-혼합된 에일(Betnikh Twice-Spiked Ale)"
"242841733-0-37819","Rose Herbal Tea","Rose Herbal Tea"
"242841733-0-57210","Yokudan Sorrow Bourbon","Yokudan Sorrow Bourbon"
"242841733-0-57211","Clavicus Vines Chenin Blanc","Clavicus Vines Chenin Blanc"
"228378404-0-124678","Use of this food increases the regeneration rate of Health and Stamina.","이 음식을 사용하면 체력 재생과 스태미나 재생이 증가합니다."
"242841733-0-37820","Guarana Tonic","Guarana Tonic"
"242841733-0-57212","Happy Ogrim Amber Ale","행복한 오그림 엠버 에일(Happy Ogrim Amber Ale)"
"242841733-0-37940","Barley Nectar","보리 넥타르 (Barley Nectar)"
"242841733-0-57213","Psijic Sage's Mazte","시직 현자의 마즈테 (Psijic Sage's Mazte)"
"242841733-0-32134","Puckermint Tea","Puckermint Tea"
"228378404-0-124677","Use of this food increases the regeneration rate of Health and Magicka.","이 음식을 사용하면 체력 재생과 매지카 재생이 증가합니다."
"242841733-0-32133","Rye-in-your-Eye","Rye-in-your-Eye"
"242841733-0-57214","Stendarr's Vigilance Ginger Ale","Stendarr's Vigilance Ginger Ale"
"242841733-0-57215","Balfiera Herbal Tonic","Balfiera Herbal Tonic"
"242841733-0-37946","Ginseng Sling","Ginseng Sling"
"242841733-0-37825","Swill","Swill"
"242841733-0-37945","Enlightenment Tea","Enlightenment Tea"
"242841733-0-57216","Mint Mudcrab Mojito","Mint Mudcrab Mojito"
"242841733-0-32135","Rihad Qishr","Rihad Qishr"
"242841733-0-37824","Surilie Syrah Wine","Surilie Syrah Wine"
"242841733-0-37944","Swill","마시기"
"242841733-0-57217","Tonal Architect Tonic","Tonal Architect Tonic"
"242841733-0-37849","Mead de Menthe","Mead de Menthe"
"242841733-0-37848","Ginger Wheat Beer","Ginger Wheat Beer"
"242841733-0-112440","Snow Bear Glow-Wine","설원 곰 작열 포도주(Snow Bear Glow-Wine)"
"242841733-0-112441","Sailor's Warning Festival Grog","선원의 경고 축제 그로그주(Sailor's Warning Festival Grog)"
"242841733-0-37850","Swill","Swill"
"242841733-0-37854","Swill","Swill"
"242841733-0-124678","Crown Vigorous Tincture","크라운제 건강식 팅크(Crown Vigorous Tincture)"
"242841733-0-124677","Crown Stout Magic Liqueur","크라운제 스타우트 마법 리큐어(Crown Stout Magic Liqueur)"
"242841733-0-120076","Aetherial Ambrosia","에테리얼식 암브로시아(Aetherial Ambrosia)"
"242841733-0-37856","Dancing Grandma","Dancing Grandma"
"242841733-0-37855","Torval Mint Tea","Torval Mint Tea"
"242841733-0-37838","Sweetberry Tonic","Sweetberry Tonic"
"242841733-0-37837","Gingerose Tea","Gingerose Tea"
"242841733-0-37958","Seaberry Tonic","Seaberry Tonic"
"242841733-0-32152","Lotus Tea","Lotus Tea"
"242841733-0-32151","bloodforth","bloodforth"
"242841733-0-37843","Swill","Swill"
"242841733-0-32153","ambrosia","암브로시아(ambrosia)"
"242841733-0-37842","Gossamer Mazte","고운 마즈테 (Gossamer Mazte)"
"242841733-0-32158","Thrassian Chai","Thrassian Chai"
"242841733-0-32157","Mazte","마즈테 (Mazte)"
"242841733-0-32159","Athlete's Guzzle","Athlete's Guzzle"
"242841733-0-37844","Yerba Zinger Tonic","Yerba Zinger Tonic"
"242841733-0-46061","Bitter Ritual Tea","Bitter Ritual Tea"
"242841733-0-28510","Tears of Joy","기쁨의 눈물(Tears of Joy)"
"242841733-0-46060","Ten Ogres Tonic","Ten Ogres Tonic"
"242841733-0-46063","Sailor's Second Wind","뱃사람의 재충전(Sailor's Second Wind)"
"242841733-0-46062","Old Sweetheart Stout","Old Sweetheart Stout"
"242841733-0-28518","Orsinium Pink Zinfandel","오시니움식 분홍색 진판델(Orsinium Pink Zinfandel)"
"242841733-0-28516","Serene Awareness","Serene Awareness"
"242841733-0-28517","Shimmerene Tonic","쉬머린식 강장제(Shimmerene Tonic)"
"242841733-0-28514","Ten-Foot Beer","열-발가락 맥주(Ten-Foot Beer)"
"242841733-0-28512","Jasminkgo Tonic","Jasminkgo Tonic"
"242841733-0-28513","Blue Road Marathon","푸른 길 마라톤(Blue Road Marathon)"
"242841733-0-28509","Rihad Qishr","Rihad Qishr"
"242841733-0-28401","Nut Brown Ale","밤색 에일(Nut Brown Ale)"
"228378404-0-37826","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"228378404-0-37825","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-46058","Crow's Nest Rye","Crow's Nest Rye"
"242841733-0-28409","Clarified Syrah Wine","정제된 시라 와인(Clarified Syrah Wine)"
"242841733-0-46057","Hello Handsome Porter","Hello Handsome Porter"
"228378404-0-37944","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-46059","Rislav's Righteous Red Kvass","Rislav's Righteous Red Kvass"
"242841733-0-28405","Bog-Iron Ale","소철 에일(Bog-Iron Ale)"
"242841733-0-28402","Comely Wench Whiskey","Comely Wench Whiskey"
"242841733-0-28403","Animate-the-Dead","Animate-the-Dead"
"242841733-0-34072","Rude Awakening","Rude Awakening"
"242841733-0-34071","Crystal Clarity","Crystal Clarity"
"242841733-0-34074","Tingle Tonic Tea","Tingle Tonic Tea"
"242841733-0-28411","Cloudrest Golden Ale","클라우드레스트식 골든 에일(Cloudrest Golden Ale)"
"228378404-0-32129","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"228378404-0-37938","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-28419","Clarified Rose Lager","정제된 장미 라거(Clarified Rose Lager)"
"228378404-0-37932","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-28417","Eltheric Hooch","엘데릭식 독한 술(Eltheric Hooch)"
"228378404-0-153625","It reeks of cold blood, brimstone, wood smoke, and alcohol. Down the hatch!","It reeks of cold blood, brimstone, wood smoke, and alcohol. Down the hatch!"
"242841733-0-28415","Jasmine Moonshine","재스민 밀주(Jasmine Moonshine)"
"228378404-0-153627","A thick, hearty broth prepared from domestic and exotic bones and an assortment of meats and herbs. Quite fragrant.","A thick, hearty broth prepared from domestic and exotic bones and an assortment of meats and herbs. Quite fragrant."
"242841733-0-28413","Tawny Port","황갈색 포도주(Tawny Port)"
"242841733-0-57180","Elven Maiden Tea","엘프 처녀 차"
"242841733-0-28414","fresh dragon's-tongue ale","신선한 드래곤의 혀 에일(fresh dragon's-tongue ale)"
"242841733-0-57181","Strapping Lad Tonic","Strapping Lad Tonic"
"242841733-0-57182","Rimmen Sour Bock","Rimmen Sour Bock"
"242841733-0-57183","Clan Mother's Cordial","Clan Mother's Cordial"
"242841733-0-57184","Mournhold Twister","Mournhold Twister"
"242841733-0-57185","Frothy Sargassum","Frothy Sargassum"
"242841733-0-57186","Sload Slime","Sload Slime"
"242841733-0-57187","Soothing Sundas Tonic","위로하는 선다스 토닉(Soothing Sundas Tonic)"
"242841733-0-57188","Honeyhips Brown Ale","Honeyhips Brown Ale"
"242841733-0-57189","Jephre's Earthbone Beer","Jephre's Earthbone Beer"
"242841733-0-28423","Bitter Remorse Ale","Bitter Remorse Ale"
"242841733-0-135112","Crown Refreshing Drink","크라운제 원기회복 차(Crown Refreshing Drink)"
"228378404-0-32117","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-71250","Heart's Day Rose Tea","Heart's Day Rose Tea"
"228378404-0-37806","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-28421","Honey Rye","Honey Rye"
"242841733-0-71251","Fredas Night Infusion","프레다스의 밤 차 (Fredas Night Infusion)"
"228378404-0-37802","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"228378404-0-32110","An awful-smelling bottle.","끔찍한 냄새가 나는 병이다."
"242841733-0-28429","Rye-in-your-Eye","Rye-in-your-Eye"
"242841733-0-28427","Sweet Lemonale","달콤한 레모네일(Sweet Lemonale)"
"242841733-0-64712","Crown Refreshing Drink","크라운제 원기회복 차(Crown Refreshing Drink)"
"242841733-0-57190","Kvatch Watch Grenache","Kvatch Watch Grenache"
"242841733-0-57191","Hunt-Wife's Grog","Hunt-Wife's Grog"
"242841733-0-28425","Sour Mash","Sour Mash"
"242841733-0-57192","First Kiss Tea","첫 키스 차(First Kiss Tea)"
"242841733-0-57193","Senchal Dancer Tonic","Senchal Dancer Tonic"
"242841733-0-57194","Argonian Mud-Nectar","아르고니안식 진흙주(Argonian Mud-Nectar)"
"242841733-0-57195","Five-Fireball Infusion","화염구 다섯 개를 우려낸 차(Five-Fireball Infusion)"
"242841733-0-57196","Wamasu Spew","Wamasu Spew"
"242841733-0-57197","Blue Banekin Beer","Blue Banekin Beer"
"242841733-0-57198","Necrom Nights Mazte","네크롬 밤 마즈테 (Necrom Nights Mazte)"
"242841733-0-57199","Ginger Guar Smoothie","생강 구아 스무디(Ginger Guar Smoothie)"
"242841733-0-71249","Kragenmoor Zinger Mazte","크라겐무어 징거 마즈테 (Kragenmoor Zinger Mazte)"
"242841733-0-37790","cloudy Sweetberry Tonic","cloudy Sweetberry Tonic"
"242841733-0-57160","Vivec's Gingergreen Chai","Vivec's Gingergreen Chai"
"242841733-0-57161","Colovian Amber Ale","Colovian Amber Ale"
"242841733-0-57162","Sweet Persistence","Sweet Persistence"
"242841733-0-57163","Infernal Infusion","지독하게 우려낸 차(Infernal Infusion)"
"242841733-0-37795","Swill","Swill"
"242841733-0-37794","flat Gossamer Mazte","flat Gossamer Mazte"
"242841733-0-34044","Herbflower Tea","Herbflower Tea"
"242841733-0-57164","Wizard's Whiskey","마법사의 위스키(Wizard's Whiskey)"
"242841733-0-57165","Stalwart Stout","Stalwart Stout"
"242841733-0-34041","Yellow Goblin Tonic","Yellow Goblin Tonic"
"242841733-0-57166","Boethiah's Breath","Boethiah's Breath"
"242841733-0-57167","Sweet and Sour Port","Sweet and Sour Port"
"242841733-0-34047","Sweetberry Tonic","Sweetberry Tonic"
"242841733-0-57168","Midnight Ritual Tea","Midnight Ritual Tea"
