"Location","Source","Target"
"228378404-0-147942","A rare fish found only in the river waters of Northern Elsweyr.","A rare fish found only in the river waters of Northern Elsweyr."
"228378404-0-147943","A rare fish found only in the river waters of Northern Elsweyr.","A rare fish found only in the river waters of Northern Elsweyr."
"228378404-0-147944","A rare fish found only in the river waters of Northern Elsweyr.","A rare fish found only in the river waters of Northern Elsweyr."
"228378404-0-147945","A rare fish found only in the river waters of Northern Elsweyr.","A rare fish found only in the river waters of Northern Elsweyr."
"228378404-0-42882","A rare fish found only in the lake waters of Deshaan.","A rare fish found only in the lake waters of Deshaan."
"228378404-0-147946","A rare fish found only in the river waters of Northern Elsweyr.","A rare fish found only in the river waters of Northern Elsweyr."
"228378404-0-42883","A rare fish found only in the lake waters of Deshaan.","A rare fish found only in the lake waters of Deshaan."
"228378404-0-42880","A rare fish found only in the river waters of Stonefalls.","스톤폴스의 강에서만 발견되는 희귀 물고기입니다."
"228378404-0-147947","A rare fish found only in the river waters of Northern Elsweyr.","A rare fish found only in the river waters of Northern Elsweyr."
"228378404-0-42881","A rare fish found only in saltwater in Stonefalls.","A rare fish found only in saltwater in Stonefalls."
"242841733-0-54338","Scaly Durzog Hide","비늘덮인 더조그 가죽"
"228378404-0-133564","A fabricant fish found only in the oily waters of the Clockwork City.","클락워크 시티의 기름진 물에서만 찾을 수 있는 팩토튬 물고기입니다."
"228378404-0-133565","A rare fish found only in the oily waters of the Clockwork City. Presumed extinct.","클락워크 시티의 기름진 물에서만 발견되는 희귀한 물고기입니다. 멸종되었다고 알려져있습니다."
"228378404-0-133566","A rare fish found only in the oily waters of the Clockwork City. Presumed extinct.","클락워크 시티의 기름진 물에서만 발견되는 희귀한 물고기입니다. 멸종되었다고 알려져있습니다."
"228378404-0-133567","A rare fish found only in the oily waters of the Clockwork City. Presumed extinct.","클락워크 시티의 기름진 물에서만 발견되는 희귀한 물고기입니다. 멸종되었다고 알려져있습니다."
"228378404-0-133568","A rare fish found only in the oily waters of the Clockwork City. Presumed extinct.","클락워크 시티의 기름진 물에서만 발견되는 희귀한 물고기입니다. 멸종되었다고 알려져있습니다."
"228378404-0-133569","A fabricant fish found only in the oily waters of the Clockwork City.","클락워크 시티의 기름진 물에서만 찾을 수 있는 팩토튬 물고기입니다."
"228378404-0-42879","A rare fish found only in the lake waters of Stonefalls.","A rare fish found only in the lake waters of Stonefalls."
"242841733-0-45493","jewel fish","jewel fish"
"242841733-0-45492","emperor angelfish","emperor angelfish"
"242841733-0-45495","monkfish","monkfish"
"242841733-0-45494","gibberfish","gibberfish"
"242841733-0-133567","Orod","Orod"
"242841733-0-45497","pigfish","pigfish"
"242841733-0-133566","Enmegalabzu","Enmegalabzu"
"242841733-0-45496","golem shark","골렘 상어 (golem shark)"
"242841733-0-133569","Coppery Cucumber","Coppery Cucumber"
"242841733-0-45499","finless sole","finless sole"
"242841733-0-45498","tuna","참치 (tuna)"
"242841733-0-133568","Whisper Knifefish","Whisper Knifefish"
"242841733-0-133565","Ancestor Wrasse","Ancestor Wrasse"
"242841733-0-133564","Barilzar's Grenadier","Barilzar's Grenadier"
"242841733-0-71773","Glass Catfish^np","글라스 메기"
"242841733-0-71772","Beggar Shark","걸인 상어"
"242841733-0-71775","Hew's Rasbora^np","휴즈 라스보라"
"242841733-0-71774","Firemouth^np","Firemouth"
"242841733-0-71777","Fringed Mudskipper","Fringed Mudskipper"
"242841733-0-71776","Keuppia^np","Keuppia"
"242841733-0-71778","Daggertooth^np","Daggertooth"
"242841733-0-45480","skate","skate"
"242841733-0-45482","alewife","alewife"
"242841733-0-54199","Hand of Glory","Hand of Glory"
"242841733-0-54197","Bile Gilt","담즙 진주"
"242841733-0-45484","eucla cod","에우클리크티스 폴리네무스 (eucla cod)"
"242841733-0-54198","Cruel Collar","Cruel Collar"
"242841733-0-45483","sablefish","sablefish"
"228378404-0-153816","A rare fish found only in the river waters of Southern Elsweyr.","A rare fish found only in the river waters of Southern Elsweyr."
"242841733-0-54195","Huge Mammoth's Tooth","Huge Mammoth's Tooth"
"242841733-0-45486","toadfish","복어 (toadfish)"
"242841733-0-54196","Buzzing Spine","Buzzing Spine"
"242841733-0-45485","mola","개복치 (mola)"
"228378404-0-153817","A rare fish found only in the river waters of Southern Elsweyr.","A rare fish found only in the river waters of Southern Elsweyr."
"242841733-0-45488","fang shark","송곳니 상어 (fang shark)"
"228378404-0-153818","A rare fish found only in the foul waters of Southern Elsweyr.","A rare fish found only in the foul waters of Southern Elsweyr."
"242841733-0-45487","morid cod","morid cod"
"228378404-0-153819","A rare fish found only in the river waters of Southern Elsweyr.","A rare fish found only in the river waters of Southern Elsweyr."
"242841733-0-45489","venomfish","독물고기 (venomfish)"
"228378404-0-153815","A rare fish found only in the river waters of Southern Elsweyr.","A rare fish found only in the river waters of Southern Elsweyr."
"242841733-0-54190","Malformed Kagouti Tusk","Malformed Kagouti Tusk"
"242841733-0-68149","Blobfin","Blobfin"
"242841733-0-68147","Flabby Whalefish","Flabby Whalefish"
"242841733-0-68148","Trapjaw Eel","Trapjaw Eel"
"242841733-0-68145","Glow-Spotted Blenny","Glow-Spotted Blenny"
"242841733-0-68146","Aphotic Batfish","무광 박쥐고기"
"242841733-0-68144","Cannibal Lancet","Cannibal Lancet"
"242841733-0-147947","Elsweyr Moon Tetra","Elsweyr Moon Tetra"
"242841733-0-133570","Verminous Catfish","Verminous Catfish"
"242841733-0-133572","Oil-eater Whalefish","Oil-eater Whalefish"
"242841733-0-133571","Clicking Travally","Clicking Travally"
"242841733-0-71771","Crestfish^np","뿔고기과"
"242841733-0-71770","Sparking Anglermouth^np","빛나는 엔젤마우스"
"242841733-0-133574","Operant Eel","Operant Eel"
"242841733-0-133573","Imperfect Blobfin","Imperfect Blobfin"
"242841733-0-133575","Copperclaw Crayfish","Copperclaw Crayfish"
"242841733-0-71769","Bala Shark^np","바라 상어"
"242841733-0-71768","Cherry Barb^np","체리 바드"
"242841733-0-71767","Cichlid^np","Cichlid"
"242841733-0-45451","cavefish","cavefish"
"242841733-0-45450","bichir","bichir"
"242841733-0-45455","pufferfish","복어 (pufferfish)"
"242841733-0-45454","quillfish","quillfish"
"242841733-0-45457","mouthbrooder","mouthbrooder"
"242841733-0-45456","mustard eel","황색 뱀장어 (mustard eel)"
"242841733-0-45459","modoc sucker","modoc sucker"
"242841733-0-45458","snipe eel","snipe eel"
"242841733-0-145592","Bowfin","Bowfin"
"242841733-0-145593","Redear Sunfish","Redear Sunfish"
"242841733-0-45449","swai","swai"
"242841733-0-145590","Kuuyicet","Kuuyicet"
"242841733-0-145591","Moist Scale Burrower","Moist Scale Burrower"
"228378404-0-68150","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68151","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68152","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"242841733-0-45440","sockeye salmon","sockeye salmon"
"228378404-0-68153","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-138835","A rare fish found only in the river waters of Summerset.","서머셋의 강에서만 발견되는 희귀 물고기입니다."
"228378404-0-138836","A rare fish found only in the river waters of Summerset.","서머셋의 강에서만 발견되는 희귀 물고기입니다."
"242841733-0-45441","grouper","그루퍼 (grouper)"
"242841733-0-45444","cutthroat eel","cutthroat eel"
"228378404-0-138833","A rare fish found only in saltwater in Summerset.","서머셋의 바다에서만 발견되는 희귀 물고기입니다."
"228378404-0-138834","A rare fish found only in the river waters of Summerset.","서머셋의 강에서만 발견되는 희귀 물고기입니다."
"242841733-0-45446","bristlemouths","고노스토마과 (bristlemouths)"
"228378404-0-138839","A rare fish found only in the foul waters of Summerset.","서머셋의 오수에서만 발견되는 희귀 물고기입니다."
"242841733-0-45445","sand moray","모래 곰치 (sand moray)"
"242841733-0-45448","panga","panga"
"228378404-0-138837","A rare fish found only in the foul waters of Summerset.","서머셋의 오수에서만 발견되는 희귀 물고기입니다."
"228378404-0-138838","A rare fish found only in the foul waters of Summerset.","서머셋의 오수에서만 발견되는 희귀 물고기입니다."
"242841733-0-45447","mudfish","미꾸라지 (mudfish)"
"242841733-0-45439","grass carp","grass carp"
"242841733-0-45438","river stingray","river stingray"
"228378404-0-138831","A rare fish found only in saltwater in Summerset.","서머셋의 바다에서만 발견되는 희귀 물고기입니다."
"228378404-0-138832","A rare fish found only in saltwater in Summerset.","서머셋의 바다에서만 발견되는 희귀 물고기입니다."
"228378404-0-138830","A rare fish found only in the lake waters of Summerset.","서머셋의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68144","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68145","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68146","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68147","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68148","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68149","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"242841733-0-79689","Black Anvil Loach","검은 모루 미꾸라지 (Black Anvil Loach)"
"242841733-0-138830","Blooming Flowerhorn","아름다운 플라워혼 (Blooming Flowerhorn)"
"242841733-0-79688","Spiny Frogfish","Spiny Frogfish"
"228378404-0-68160","A rare mollusk found only in saltwater in the Wrothgarian Mountains.","로스가리안 산맥의 바닷가에서만 발견되는 희귀 연체생물입니다."
"228378404-0-68161","A rare mollusk found only in saltwater in the Wrothgarian Mountains.","로스가리안 산맥의 바닷가에서만 발견되는 희귀 연체생물입니다."
"242841733-0-54188","Cat's Claw","고양이 발톱"
"242841733-0-79685","Longmouth Pike","Longmouth Pike"
"242841733-0-45471","ribbon eel","ribbon eel"
"242841733-0-79684","Bullface Wingfin","Bullface Wingfin"
"228378404-0-68162","A rare fish found only in the river waters of the Wrothgarian Mountains.","로스가리안 산맥의 강에서만 발견되는 희귀 물고기입니다."
"242841733-0-54189","Inert Egg","Inert Egg"
"242841733-0-45470","writhing scrab","writhing scrab"
"242841733-0-79687","Ghastly Batfish","Ghastly Batfish"
"242841733-0-54186","Gnarled Bear Claw","Gnarled Bear Claw"
"228378404-0-68163","A rare fish found only in the river waters of the Wrothgarian Mountains.","로스가리안 산맥의 강에서만 발견되는 희귀 물고기입니다."
"242841733-0-79686","Gold Coast Crayfish","Gold Coast Crayfish"
"242841733-0-55275","Mermouth","Mermouth"
"228378404-0-68164","A rare fish found only in the river waters of the Wrothgarian Mountains.","로스가리안 산맥의 강에서만 발견되는 희귀 물고기입니다."
"242841733-0-45472","pricklefish","pricklefish"
"242841733-0-54187","Wolf's Tooth Necklace","늑대 이빨 목걸이"
"242841733-0-55274","Bitterling","Bitterling"
"242841733-0-138838","Copper Oreodory","구릿빛 부드러운 도리 (Copper Oreodory)"
"242841733-0-45475","fungusfish","fungusfish"
"242841733-0-54184","Magnificent Bat Pelt","훌륭한 박쥐 가죽"
"242841733-0-79681","Sleeper Shark","Sleeper Shark"
"242841733-0-55273","Croaker","Croaker"
"242841733-0-45474","eel-goby","eel-goby"
"242841733-0-138837","Senche Flathead","센치 납작머리 물고기 (Senche Flathead)"
"242841733-0-54185","Shimmering Alit Bezoar","Shimmering Alit Bezoar"
"242841733-0-79680","Spotted Bass","점박이 배스 (Spotted Bass)"
"242841733-0-55272","Dragon Goby","Dragon Goby"
"242841733-0-138836","Eton Sprat","이튼산 작은 청어 (Eton Sprat)"
"242841733-0-79683","Rattail","Rattail"
"242841733-0-45477","sawfish","톱상어 (sawfish)"
"242841733-0-138835","Anu's Travally","아누의 트라발리 (Anu's Travally)"
"242841733-0-55271","Nedic Eel","Nedic Eel"
"242841733-0-79682","Scorpionfish","Scorpionfish"
"242841733-0-45476","yellow moray","노란 곰치 (Yellow Moray)"
"242841733-0-138834","Great Yellowfin","거대한 황다랑어 (Great Yellowfin)"
"242841733-0-55270","Yokudan Cod","Yokudan Cod"
"242841733-0-45478","bream","bream"
"242841733-0-138833","Quicksilver Lingwe","재빠른 링웨 (Quicksilver Lingwe)"
"242841733-0-138832","Radiant Dory","빛나는 도리 (Radiant Dory)"
"242841733-0-138831","Lingweloce","링웨로스 (Lingweloce)"
"242841733-0-138829","Dusk Arowana","황혼 아로와나 (Dusk Arowana)"
"242841733-0-138828","Crystal Hannia","크리스탈 한니아 (Crystal Hannia)"
"228378404-0-68154","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68155","A rare fish found only in the foul waters of Imperial City.","임페리얼 시티의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68156","A rare fish found only in the lake waters of the Wrothgarian Mountains.","로스가리안 산맥의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68157","A rare fish found only in the lake waters of the Wrothgarian Mountains.","로스가리안 산맥의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68158","A rare fish found only in the lake waters of the Wrothgarian Mountains.","로스가리안 산맥의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68159","A rare mollusk found only in saltwater in the Wrothgarian Mountains.","로스가리안 산맥의 바닷가에서만 발견되는 희귀 연체생물입니다."
"242841733-0-55269","Spiny Orcfish","Spiny Orcfish"
"242841733-0-55268","Nirn Flounder","Nirn Flounder"
"242841733-0-55267","Ghost Knifefish","Ghost Knifefish"
"242841733-0-45460","lamprey","칠성장어 (lamprey)"
"242841733-0-55266","Forlorn Catfish","Forlorn Catfish"
"242841733-0-55265","Crag Salmon","Crag Salmon"
"242841733-0-45462","snapper eel","점묘 스푼 코 장어 (snapper eel)"
"242841733-0-45461","dragonfish","용물고기 (Dragonfish)"
"242841733-0-55264","Glasshead Barreleye","Glasshead Barreleye"
"242841733-0-45464","wolf-eel","wolf-eel"
"242841733-0-45463","swamp eel","드렁허리 (swamp eel)"
"242841733-0-45466","stargazer","stargazer"
"242841733-0-45465","cusk eel","cusk eel"
"242841733-0-45468","reaper's eel","reaper's eel"
"242841733-0-45467","ghastel bass","ghastel bass"
"242841733-0-45469","brotula","brotula"
"242841733-0-145582","Michinitl","Michinitl"
"242841733-0-145583","Lined Sole","Lined Sole"
"242841733-0-145584","Ayotlchin","Ayotlchin"
"228378404-0-68165","A rare fish found only in the foul waters of the Wrothgarian Mountains.","로스가리안 산맥의 오수에서만 발견되는 희귀 물고기입니다."
"242841733-0-145589","Thick Scaled Mullet","Thick Scaled Mullet"
"228378404-0-68166","A rare fish found only in the foul waters of the Wrothgarian Mountains.","로스가리안 산맥의 오수에서만 발견되는 희귀 물고기입니다."
"228378404-0-68167","A rare fish found only in the foul waters of the Wrothgarian Mountains.","로스가리안 산맥의 오수에서만 발견되는 희귀 물고기입니다."
"242841733-0-145585","Longlure Eelfin","Longlure Eelfin"
"242841733-0-145586","Spotted Seatrout","Spotted Seatrout"
"242841733-0-145587","Fat Sleeper","Fat Sleeper"
"242841733-0-145588","Hist Sap Shiner","Hist Sap Shiner"
"228378404-0-45460","A rare fish found only in the foul waters of Glenumbra.","A rare fish found only in the foul waters of Glenumbra."
"242841733-0-42939","runmare bream","룬마레 도미 (runmare bream)"
"242841733-0-42938","sewer eel","하수구 뱀장어 (Sewer Eel)"
"242841733-0-42937","preposterous mackerel","모순적인 고등어 (preposterous mackerel)"
"242841733-0-42936","strid shad","스트리드 청어 (Strid Shad)"
"228378404-0-55265","A rare fish found only in the lake waters of Craglorn.","크래글론의 호수에서만 발견되는 희귀 물고기입니다."
"242841733-0-42935","forest bream","숲 도미 (Forest Bream)"
"228378404-0-55264","A rare fish found only in the lake waters of Craglorn.","크래글론의 호수에서만 발견되는 희귀 물고기입니다."
"242841733-0-42934","slimeslither","slimeslither"
"242841733-0-42933","abecean halibut","abecean halibut"
"228378404-0-55267","A rare fish found only in the lake waters of Craglorn","크래글론의 호수에서만 발견되는 희귀 물고기입니다."
"228378404-0-55266","A rare fish found only in the lake waters of Craglorn.","크래글론의 호수에서만 발견되는 희귀 물고기입니다."
"242841733-0-42932","strident leechfin","strident leechfin"
"228378404-0-55269","A rare fish found only in the lake waters of Craglorn","크래글론의 호수에서만 발견되는 희귀 물고기입니다."
"242841733-0-42931","z'en's whitefish","z'en's whitefish"
"228378404-0-55268","A rare fish found only in the lake waters of Craglorn","크래글론의 호수에서만 발견되는 희귀 물고기입니다."
"242841733-0-42930","ouze toadfish","ouze toadfish"
"242841733-0-42940","nibenay trout","니베나이 송어 (nibenay trout)"
"228378404-0-45459","A rare fish found only in the foul waters of Eastmarch.","A rare fish found only in the foul waters of Eastmarch."
"228378404-0-45458","A rare fish found only in the foul waters of Eastmarch.","A rare fish found only in the foul waters of Eastmarch."
"228378404-0-55270","A rare fish found only in the river waters of Craglorn.","크래글론의 강에서만 발견되는 희귀 물고기입니다."
"228378404-0-55272","A rare fish found only in the river waters of Craglorn.","크래글론의 강에서만 발견되는 희귀 물고기입니다."
"228378404-0-55271","A rare fish found only in the river waters of Craglorn.","크래글론의 강에서만 발견되는 희귀 물고기입니다."
"228378404-0-45451","A rare fish found only in the foul waters of Coldharbour.","콜드하버의 오수에서만 발견되는 희귀 물고기입니다."
"228378404-0-45450","A rare fish found only in the foul waters of Coldharbour.","콜드하버의 오수에서만 발견되는 희귀 물고기입니다."
"228378404-0-45457","A rare fish found only in the river waters of Deshaan.","데샨의 강에서만 발견되는 희귀 물고기입니다."
"228378404-0-45456","A rare fish found only in saltwater in Deshaan.","A rare fish found only in saltwater in Deshaan."
"228378404-0-45455","A rare fish found only in the foul waters of Cyrodiil.","A rare fish found only in the foul waters of Cyrodiil."
"228378404-0-45454","A rare fish found only in the foul waters of Cyrodiil.","A rare fish found only in the foul waters of Cyrodiil."
"242841733-0-42929","zebra pompano","zebra pompano"
"242841733-0-42928","xylo piranha","xylo piranha"
"242841733-0-42927","jungle bass","jungle bass"
"228378404-0-55274","A rare fish found only in the river waters of Craglorn.","크래글론의 강에서만 발견되는 희귀 물고기입니다."
"228378404-0-54185","This stone was pulled from the gullet of a slain alit.","This stone was pulled from the gullet of a slain alit."
"242841733-0-42926","viperfish","viperfish"
"228378404-0-55273","A rare fish found only in the river waters of Craglorn.","크래글론의 강에서만 발견되는 희귀 물고기입니다."
"228378404-0-54184","Though too small to make anything larger than a pillow from it, the pelt of this bat is silky soft and well-groomed.","이 박쥐 가죽은 너무 작아서 이걸로 베개보다 큰 물건을 만들순 없겠지만, 비단처럼 부드럽고 잘 다듬어져 있습니다."
"242841733-0-42925","magrove shark","맹그로브 상어 (magrove shark)"
"242841733-0-42924","greater fangfin","거대한 팡핀 (greater fangfin)"
"228378404-0-54187","The large canine of a wolf makes an excellent, easily made souvenir with but a simple leather string.","The large canine of a wolf makes an excellent, easily made souvenir with but a simple leather string."
"228378404-0-54186","The paw of this bear is tipped with brutal, jagged claws that could tear the face off a grown man.","The paw of this bear is tipped with brutal, jagged claws that could tear the face off a grown man."
"228378404-0-55275","A rare fish found only in the river waters of Craglorn.","크래글론의 강에서만 발견되는 희귀 물고기입니다."
"242841733-0-42923","stickleback","큰가시고기 (stickleback)"
"242841733-0-42922","bilious catfish","성질 나쁜 메기 (Bilious Catfish)"
"228378404-0-54189","The giant snake swallowed a huge, mottled egg. The egg is still warm, but shows no signs of hatching.","The giant snake swallowed a huge, mottled egg. The egg is still warm, but shows no signs of hatching."
